['ва', 429]
['дапінайидари', 1]
['ужудар', 1]
['ктагъуради', 1]
['сумчриз', 1]
['медеан', 1]
['дупнайидарикан', 1]
['увутіан', 1]
['артухъур', 1]
['увузна', 1]
['начра', 1]
['мажбур', 1]
['саки', 1]
['дупнайиган', 1]
['гъапири', 1]
['минаси', 1]
['кудучів', 1]
['кіуруганси', 1]
['деънайидарин', 1]
['дисрур', 1]
['эйсийизра', 1]
['чвйириз', 1]
['мирасариз', 1]
['гъуншйириз', 1]
['хътадабкруганси', 1]
['аьжузариз', 1]
['шикастариз', 1]
['ликудариз', 1]
['курдариз', 1]
['явра', 1]
['дугъридар', 1]
['гьисабнаъ', 1]
['деънайидарикан', 1]
['ипірур', 1]
['дюзмиш', 1]
['хялариз', 1]
['дапінайиганси', 1]
['гъадабгъназа', 1]
['жут', 1]
['йицар', 1]
['гъадагъназа', 1]
['эвлемиш', 1]
['духьнамиза', 1]
['кубчіву', 1]
['кючйиригъян', 1]
['дагну', 1]
['тяди', 1]
['шикастдар', 1]
['курдар', 1]
['лукірура', 1]
['ими', 1]
['кючйириан', 1]
['суфра', 1]
['хъабціруси', 1]
['дапінайидарикан', 1]
['сарикьан', 1]
['ипіидар', 1]
['гъюради', 1]
['адашна', 1]
['хпирна', 1]
['хусуси', 1]
['дарфиш', 1]
['алдрурихьан', 1]
['дяргърюрихьан', 1]
['фунури', 1]
['харжар', 1]
['ккудубкібан', 1]
['фйир', 1]
['гьисабназ', 1]
['гъададагъиш', 1]
['ирчну', 1]
['ккудукіуз', 1]
['дархьиш', 1]
['аьлхъидарин', 1]
['касдихьан', 1]
['ккудуркіуз', 1]
['йиціуд', 1]
['паччагьдиина', 1]
['чаина', 1]
['къад', 1]
['кьушмихъди', 1]
['удукьидиш', 1]
['везирарихъди', 1]
['гъитур', 1]
['гьаидарин', 1]
['гьарурихьан', 1]
['айибдихьан', 1]
['гьудудучівиш', 1]
['кьил', 1]
['кьилан', 1]
['кьилзишин', 1]
['гъудубгиш', 1]
['кьилзи', 1]
['ругдиз', 1]
['пейиндиз', 1]
['тина', 1]
['гатіабхьур', 1]
['хъпехъбан', 1]
['гъюдюбхрудар', 1]
['фарисйирина', 1]
['марчч', 1]
['урчівуб', 1]
['гъудубгуб', 1]
['дарабгрур', 1]
['гъюнариина', 1]
['апіидарин', 1]
['дустарна', 1]
['чарва', 1]
['пидарин', 1]
['аьршариъра', 1]
['гунагькрикан', 1]
['ктарзук', 1]
['касарикантіан', 1]
['ичіибкури', 1]
['дарабгди', 1]
['гъибтур', 1]
['гъибихъган', 1]
['хпар', 1]
['гъитрин', 1]
['гунагькриканра', 1]
['биціинури', 1]
['адашдира', 1]
['баяриз', 1]
['биціину', 1]
['ккубкьуб', 1]
['юрдариз', 1]
['душвариъ', 1]
['кефниинди', 1]
['хътипіуру', 1]
['хътипіган', 1]
['дарвалиъ', 1]
['агьалийихь', 1]
['хьпакк', 1]
['эйсийира', 1]
['силар', 1]
['чюллериз', 1]
['силари', 1]
['ипіурайи', 1]
['бужвам', 1]
['дипінура', 1]
['фун', 1]
['абціуз', 1]
['шулдайи', 1]
['фагьмихъна', 1]
['лихурайидариз', 1]
['булди', 1]
['гашу', 1]
['йикіури', 1]
['азу', 1]
['увухъ', 1]
['лихурайидарин', 1]
['жергейиз', 1]
['архьру', 1]
['ужубсиб', 1]
['хъабхьай', 1]
['хилихъ', 1]
['тіубланра', 1]
['хъапіай', 1]
['ликариинра', 1]
['алахьай', 1]
['гваназ', 1]
['убккай', 1]
['гъюрайириз', 1]
['ялхъвнин', 1]
['мукьмар', 1]
['ерхьуру', 1]
['гъаравшарикан', 1]
['сарихьан', 1]
['сагъ-саламатди', 1]
['хътакбан', 1]
['ганаз', 1]
['дубккна', 1]
['даккунди', 1]
['швнуд', 1]
['сабанра', 1]
['ликрикк', 1]
['ккивундарза', 1]
['дустарихъди', 1]
['мудуркьан', 1]
['улдугнайидарихъди', 1]
['дипіну', 1]
['гьамуну', 1]
['гъубккунва', 1]
['хъава', 1]
['йизуб', 1]
['аьрза', 1]
['ерхьурайи', 1]
['аьрзйир', 1]
['гьапірудар', 1]
['гьякь-гьисаб', 1]
['шулдарвухьан', 1]
['мяишатдин', 1]
['чав-чакна', 1]
['йибккуз', 1]
['удубкьидар', 1]
['шликанкіа', 1]
['начди', 1]
['вузуз', 1]
['ляхнихьан', 1]
['гьадаиган', 1]
['жарадарин', 1]
['аьмал', 1]
['кайидариз', 1]
['жа-жаради', 1]
['сарпирихьан', 1]
['гьерхну', 1]
['ччимдин', 1]
['расписка', 1]
['тядиди', 1]
['хьуціур', 1]
['тмунурихьан', 1]
['распискара', 1]
['миржціур', 1]
['нягьякь', 1]
['аквнахьна', 1]
['шулайидартіан', 1]
['хайирнан', 1]
['девлетниинди', 1]
['гьаргандин', 1]
['апіидичву', 1]
['жилариин', 1]
['шулдарш', 1]
['инна', 1]
['девлетнаъ', 1]
['ичвуб', 1]
['гъуллугъчийихьанра', 1]
['санур', 1]
['чіуруди', 1]
['девлетназра', 1]
['хьибдарчвухьан', 1]
['гьякьлудар', 1]
['улупурачва', 1]
['алчагъвал', 1]
['къанун', 1]
['гъафихъанмина', 1]
['къанундин', 1]
['ціаркьанра', 1]
['дубгайиз', 1]
['гьадаурайири', 1]
['хурайири', 1]
['жилирихьан', 1]
['гьудучіву', 1]
['хурайирира', 1]
['хамриин', 1]
['хац', 1]
['алабхьнайи', 1]
['урнарихъ', 1]
['дахъри', 1]
['касибра', 1]
['девлетлуйин', 1]
['суфрайихъан', 1]
['хътахьру', 1]
['кьаціар', 1]
['хуйири', 1]
['хацариз', 1]
['малайикари', 1]
['девлетлура', 1]
['кивру', 1]
['ибрагьимна', 1]
['тіубан', 1]
['штук', 1]
['кубсну', 1]
['жегьеннемдин', 1]
['ціин', 1]
['кказа', 1]
['апіинки', 1]
['уьмриъ', 1]
['гъурубкьунвуз', 1]
['лазариз', 1]
['писвалтіан', 1]
['ккабхъна', 1]
['ккава', 1]
['дитіланра', 1]
['явна', 1]
['деринар', 1]
['айихьки', 1]
['милин', 1]
['дилан', 1]
['улдучівуз', 1]
['гьауб', 1]
['хъазухъ', 1]
['лазари', 1]
['чвера', 1]
['дяргъруси', 1]
['гьадрарихь', 1]
['китабар', 1]
['гьадрарихъ', 1]
['хъебехъри', 1]
['гъачіидарикан', 1]
['ктибтиш', 1]
['мусайихъ', 1]
['пайгъамбрарихъ', 1]
['хъпехъурадаш', 1]
['гъачіидаригъян', 1]
['гъахьишра', 1]
['хътругъур', 1]
['гунагьвалиъ', 1]
['шлиланмина', 1]
['гъюруш', 1]
['тямягьвал', 1]
['кипну', 1]
['зяифдарикан', 1]
['адаайиз', 1]
['рягънин', 1]
['ахал', 1]
['ипну', 1]
['гьюлиз', 1]
['гатіахьнийиш', 1]
['гунагьвал', 1]
['гъибисиш', 1]
['гунагь', 1]
['ургубан', 1]
['швумал', 1]
['хъугърувал', 1]
['учвуъ', 1]
['дилсибкьан', 1]
['гьариз', 1]
['кудубчівну', 1]
['убс', 1]
['хъпехъидийи', 1]
['хутіил', 1]
['хъапіру', 1]
['маларихъ', 1]
['чюлиан', 1]
['гьяракат', 1]
['аьксина', 1]
['юкьв', 1]
['пидаринхъа', 1]
['пидинхъа', 1]
['пидар', 1]
['вуча', 1]
['учіврайиган', 1]
['апіинава', 1]
['гъашиб', 1]
['йиціридра', 1]
['имбуну', 1]
['нашди', 1]
['гъураба', 1]
['самариялу', 1]
['хътакундар', 1]
['гьерхиган', 1]
['рябкъруси', 1]
['гъибдар', 1]
['пидарки', 1]
['гьамшваъ', 1]
['гьатшваъ', 1]
['ученикаризра', 1]
['йигъанкьан', 1]
['ккунийкіан', 1]
['гьатмагьа', 1]
['гьатушвахь', 1]
['гьамушвахь', 1]
['мехъерганай', 1]
['крибчубди', 1]
['ккюргъбакк', 1]
['апібакк', 1]
['гимийиъ', 1]
['эу', 1]
['яйиин', 1]
['гъайгъусузди', 1]
['ариш-вериш', 1]
['лут', 1]
['содомдиан', 1]
['ціинна', 1]
['гугуртин', 1]
['гъубгънийи', 1]
['йигъанра', 1]
['гъваин', 1]
['гъадагъуз', 1]
['аьхникк', 1]
['ахларихъ', 1]
['хъаш', 1]
['люкьярра', 1]
['диванбеги', 1]
['диванбегийихьна', 1]
['душмнихьан', 1]
['дириври', 1]
['гучіударшра', 1]
['адмийирихьан', 1]
['кадаршра', 1]
['сикинди', 1]
['гъидритди', 1]
['уьрхидиза', 1]
['ебхьуранчвуз', 1]
['гьякьсуз', 1]
['уьрхидаринхъа', 1]
['ктагъдар', 1]
['кьан', 1]
['апіурушра', 1]
['бихъуйкіан', 1]
['дугъривалиин', 1]
['шак', 1]
['алдарди', 1]
['апіурайидаризра', 1]
['тмунурра', 1]
['гъадагърур', 1]
['чакна', 1]
['инсанарсир', 1]
['тіарашчйирсир', 1]
['апірударсир', 1]
['кьяппйирсир', 1]
['апірурсир', 1]
['дарапібаз', 1]
['гьяфтайиъ', 1]
['ушв', 1]
['бисури', 1]
['шулза', 1]
['гъапіубдин', 1]
['йиціубпи', 1]
['гъадагърурихьан', 1]
['апіузкьана', 1]
['гъабхундайи', 1]
['мухур', 1]
['гунагькрин', 1]
['фарисейтіан', 1]
['дисурайир', 1]
['алдатри', 1]
['набалугъ', 1]
['биціидарра', 1]
['гьацдаринуб', 1]
['биціириси', 1]
['дарапіур', 1]
['гьюкумдрарикан', 1]
['рубкьбан', 1]
['аьгъявузки', 1]
['миликіан', 1]
['мигьитіибкіан', 1]
['вахтарихъанмина', 1]
['сабсан', 1]
['гьубкірадар', 1]
['айи-адру', 1]
['хьибдивуз', 1]
['пашман', 1]
['пашманвал', 1]
['девлетлуйириз', 1]
['аьршарин', 1]
['учівубтіан', 1]
['девейиз', 1]
['рубдин', 1]
['гъеерхьдари', 1]
['шилхьан', 1]
['хъачаки', 1]
['мурартіан', 1]
['швнубсабан', 1]
['гъирагъдиз', 1]
['гьадаъну', 1]
['гъягъюрахьа', 1]
['пайгъамбрарилантина', 1]
['аллагьсузарин', 1]
['хиди', 1]
['алчагъ', 1]
['тутйир', 1]
['алатіиди', 1]
['гъирмажарихьди', 1]
['гъурубкьундайи', 1]
['ерихон', 1]
['шагьрихьна', 1]
['гъвалхъантина', 1]
['гъягъюрайиб', 1]
['гъягъюрайидари', 1]
['куриз', 1]
['ккебехъ', 1]
['айибтіан', 1]
['хъугъужвну', 1]
['рябкъ', 1]
['хъугъвали', 1]
['ерихондиъ', 1]
['шагьриантина', 1]
['гъюдюбхрударин', 1]
['жандкин', 1]
['исчілир', 1]
['улихьинди', 1]
['рякъбан', 1]
['гъючівру', 1]
['чикиди', 1]
['гъюдучів', 1]
['халкьдик', 1]
['гъал', 1]
['касдихь', 1]
['дергну', 1]
['наразиди', 1]
['заккайи', 1]
['гьаці', 1]
['гъадабгънуш', 1]
['хулазра', 1]
['мура', 1]
['гьамдихъ', 1]
['хъпехъурайидариз', 1]
['сабсана', 1]
['духьнайиган', 1]
['хътакуз', 1]
['учівайиз', 1]
['гьардихьна', 1]
['хътакайиз', 1]
['ляхник', 1]
['кипай', 1]
['дайи', 1]
['гъягърушваз', 1]
['ккундарчуз', 1]
['мидизра', 1]
['апібахъди', 1]
['манатди', 1]
['ляхниъ', 1]
['гъадагъ', 1]
['кьюрпири', 1]
['пули', 1]
['мугъазра', 1]
['увухьнара', 1]
['ягълухъигъ', 1]
['гъивну', 1]
['гъюбхюнза', 1]
['гъабхьнийзуз', 1]
['гъюруганси', 1]
['ишлетмиш', 1]
['дийигънайидариз', 1]
['хьайириз', 1]
['айириз', 1]
['адрурихьан', 1]
['айибра', 1]
['даккни', 1]
['аькъинай', 1]
['урччвай', 1]
['дагъдихь', 1]
['вифагия', 1]
['вифания', 1]
['гъуларихьна', 1]
['гьатму', 1]
['каскьан', 1]
['элелеу', 1]
['дибтінайи', 1]
['тудубчну', 1]
['аьбкъинай', 1]
['шликіа', 1]
['гьерхиш', 1]
['бихъуру', 1]
['тудубчурайиган', 1]
['илирчну', 1]
['илитуру', 1]
['рякъюкк', 1]
['ккирчуйи', 1]
['дагъдин', 1]
['канчілихъна', 1]
['гъурукьиган', 1]
['аьламатарин', 1]
['зарб', 1]
['завариин', 1]
['ккебехъиш', 1]
['гъванар', 1]
['улхиди', 1]
['хуб', 1]
['хураш', 1]
['гъабхьнийиш', 1]
['уларихьан', 1]
['гьамусяаьт', 1]
['гьебкна', 1]
['улуркьидики', 1]
['душмнари', 1]
['увлан', 1]
['барйир', 1]
['тіапіди', 1]
['гьюжум', 1]
['веледарихъди', 1]
['ккидипиди', 1]
['гъибтидар', 1]
['гъабхьундарвуз', 1]
['шей', 1]
['ар', 1]
['туврайидарна', 1]
['гъадагъурайидар', 1]
['утіурккуру', 1]
['тіарашчйирин', 1]
['мугъара', 1]
['дапіначва', 1]
['гьаддихъантина', 1]
['хьайидари', 1]
['чара', 1]
['бихъури', 1]
['гъабхундар', 1]
['хабарнакан', 1]
['агъсакъларра', 1]
['тувнаш', 1]
['фикрарикк', 1]
['ккахъну', 1]
['хъугъундарчва', 1]
['уьлюбхиди', 1]
['хъугъна', 1]
['аьгъдарчуз', 1]
['пидарзачвуз', 1]
['халкьдихьинди', 1]
['ибтру', 1]
['арендайиз', 1]
['гъабхьиган', 1]
['тіумтіар', 1]
['утіуккуру', 1]
['сюгмиш', 1]
['хьтарди', 1]
['хътауру', 1]
['шубурпирра', 1]
['хътіурккуру', 1]
['тіумутічйири', 1]
['ирсчи', 1]
['йикіухьа', 1]
['багъдиан', 1]
['гьапіди', 1]
['тіумутічйир', 1]
['жарадарихьна', 1]
['устйири', 1]
['гатіабхьу', 1]
['мурччвануб', 1]
['гъвандиина', 1]
['ахъу', 1]
['парчйир', 1]
['шил', 1]
['чархьиди', 1]
['вуйибдин', 1]
['йикібан', 1]
['футнакрар', 1]
['хъитру', 1]
['гафарикан', 1]
['гьюкумдарин', 1]
['тувбан', 1]
['кіурайиб', 1]
['улупурайиб', 1]
['машназ', 1]
['тіаърайиб', 1]
['аьгъячуз', 1]
['шулдарин', 1]
['аьмалдарвалин', 1]
['мидик', 1]
['шикилна', 1]
['ка', 1]
['рим', 1]
['паччагьдинуб', 1]
['аллагьдинуб', 1]
['гафариъ', 1]
['гьякьсузвал', 1]
['абгуз', 1]
['жавабниин', 1]
['ккебехъу', 1]
['шлуб', 1]
['саддукйирикан', 1]
['мусайи', 1]
['гъачіиш', 1]
['ургур', 1]
['сарпир', 1]
['кьюрпи', 1]
['дитну', 1]
['чвйирира', 1]
['дитри', 1]
['дишагьлира', 1]
['шлуган', 1]
['чвйиризра', 1]
['аьсрин', 1]
['веледари', 1]
['хура', 1]
['уьмриз', 1]
['гъягъюрдар', 1]
['йикіузра', 1]
['малайикарси', 1]
['хьувалиинди', 1]
['дугъридан', 1]
['мусайира', 1]
['улупураки', 1]
['зазран', 1]
['рукнахь', 1]
['хьайиган', 1]
['гъапнийики', 1]
['дийихнайидарин', 1]
['чіивидарин', 1]
['дугъандар', 1]
['чіивидар', 1]
['аьлимарикан', 1]
['гъапунва', 1]
['сабдиканра', 1]
['кіубанвал', 1]
['дахьайизкьан', 1]
['хьидихъа', 1]
['хъпехъурайиган', 1]
['лицру', 1]
['къанунчйирихьан', 1]
['халкьар', 1]
['шлушвариъ', 1]
['ипіру-убхърушвариъ', 1]
['йишвариин', 1]
['хпарин', 1]
['тадагъну', 1]
['хътитіуру', 1]
['гъяди', 1]
['гъудгнар', 1]
['яман', 1]
['илдициган', 1]
['хазнайиъ', 1]
['иврайи', 1]
['шигьи', 1]
['дирчу', 1]
['вардаритіан', 1]
['уьлдюгънайивалиан', 1]
['касибвалиан', 1]
['уччву', 1]
['гъванарихьди', 1]
['багъишарихьди', 1]
['дабалгнадаринхъа', 1]
['рябкъюрайишваъ', 1]
['гъубзидар', 1]
['даргъиди', 1]
['дици', 1]
['лишниинди', 1]
['мигъитанай', 1]
['ччвурнаккди', 1]
['улубкьна', 1]
['вара-вара', 1]
['дявйириканна', 1]
['гъалабулугъарикан', 1]
['паччагьлугъдиин', 1]
['алархьиди', 1]
['тіурччвиди', 1]
['ахьди', 1]
['гьядисйир', 1]
['хьайиз', 1]
['хъергди', 1]
['дустгъариъ', 1]
['паччгьаринна', 1]
['учвухь', 1]
['узхъанди', 1]
['батіул', 1]
['даршлуси', 1]
['акьюллувал', 1]
['чвйирина', 1]
['мирасари', 1]
['дустари', 1]
['саспидар', 1]
['варидариз', 1]
['кіуллан', 1]
['чіаркьан', 1]
['алдабхъидар', 1]
['рюгь-юків', 1]
['уьрхидичва', 1]
['кьушмари', 1]
['тіапіну', 1]
['ккадабхъуз', 1]
['гьергри', 1]
['удучіври', 1]
['удручіври', 1]
['гьадабтіру', 1]
['айидаринна', 1]
['нанайихъ', 1]
['хъайидарин', 1]
['алабхъиди', 1]
['ханжлин', 1]
['мурзнахьан', 1]
['йисирвалиъ', 1]
['халкьари', 1]
['деврар', 1]
['ккудукіайиз', 1]
['ликриккан', 1]
['ригъдиин', 1]
['вазлиин', 1]
['хядариин', 1]
['гьюлерин', 1]
['сесерихьан', 1]
['ирикьуваларихьан', 1]
['халкьариз', 1]
['аьжузвал', 1]
['яйиина', 1]
['бедбахтвалариз', 1]
['ккилигувалиан', 1]
['зяйиф', 1]
['завар', 1]
['ккадаршвиди', 1]
['дифриинди', 1]
['рякъиди', 1]
['удучівуз', 1]
['хъубкьра', 1]
['гьарариз', 1]
['кіаж', 1]
['адабшвурайиган', 1]
['хьад', 1]
['шулайиб', 1]
['шулучвуз', 1]
['дубхьнайивал', 1]
['улубкьайиз', 1]
['ккадахьиди', 1]
['дургидар', 1]
['хабарсузди', 1]
['улулубкьбан', 1]
['убхъбиинди', 1]
['ичкивалиинди', 1]
['яшайишдин', 1]
['гъайгъушнариинди', 1]
['тямягьвалиъ', 1]
['адрахьбаз', 1]
['вардариин', 1]
['якьинди', 1]
['ккадархьруси', 1]
['шлуганси', 1]
['дагъдиин', 1]
['адауйи', 1]
['личіван', 1]
['лавшар', 1]
['итіру', 1]
['пасха', 1]
['машквар', 1]
['агурайи', 1]
['гучіурайи', 1]
['сариъ', 1]
['ягьудайиъ', 1]
['убчівру', 1]
['маллйирихьна', 1]
['аьхюдарихьна', 1]
['ягьудайи', 1]
['алдру', 1]
['гъулай', 1]
['лавшарин', 1]
['ччил', 1]
['дубккну', 1]
['гажин', 1]
['гьахъдичвуз', 1]
['мялимди', 1]
['гьерхра', 1]
['ипіру', 1]
['набши', 1]
['ккабалгнайи', 1]
['улупиди', 1]
['деънийи', 1]
['ккуркьайиз', 1]
['хъайиз', 1]
['дархьикьан', 1]
['ипіидарза', 1]
['бисай', 1]
['тіумтіарин', 1]
['убхъидарза', 1]
['убхъидиза', 1]
['алаури', 1]
['ипібахъан', 1]
['удубзурайи', 1]
['ифдиинди', 1]
['йитіурайи', 1]
['деъна', 1]
['чиб-чпихьан', 1]
['гьюжатра', 1]
['абхънийи', 1]
['паччгьари', 1]
['халкьариин', 1]
['агъавал', 1]
['дючіюркьнайидариз', 1]
['дарчва', 1]
['гъуллугъчиси', 1]
['гьюкумдарвал', 1]
['гъаравашси', 1]
['апіурайир', 1]
['апіурайирси', 1]
['дарвалариъ', 1]
['ипіури-убхъидичва', 1]
['тахтниин', 1]
['тухмин', 1]
['апіидичва', 1]
['иблисдиз', 1]
['сифккан', 1]
['харукси', 1]
['ужур-харжир', 1]
['дурубгри', 1]
['ккарагунза', 1]
['чвйирин', 1]
['дустагъдизра', 1]
['аьжалназра', 1]
['хьадарди', 1]
['гьаъруган', 1]
['гьудрубкіуб', 1]
['гъабхьунчвуз', 1]
['таврара', 1]
['дибикінайибра', 1]
['къанунсузарикан', 1]
['дибикінаш', 1]
['аьхирихънара', 1]
['душвхьан', 1]
['хъапіну', 1]
['гатіабхьру', 1]
['кіекілин', 1]
['манзилиъ', 1]
['гьадабгъ', 1]
['хажалатнаан', 1]
['даахнади', 1]
['даахначва', 1]
['гъварч', 1]
['тувранахъа', 1]
['наанди', 1]
['илтіибкіураш', 1]
['йивидикіан', 1]
['гъаравшиз', 1]
['ктабтіуру', 1]
['гъибтай', 1]
['ибак', 1]
['кучну', 1]
['аьхюдариз', 1]
['агъсакълариз', 1]
['гъачгъиинаси', 1]
['ханжларна', 1]
['маргъар', 1]
['удучівначва', 1]
['шуйза', 1]
['гъапіундайчва', 1]
['мучіушну', 1]
['ярхла-ярхлади', 1]
['алапіну', 1]
['деиган', 1]
['петрра', 1]
['гъараваш', 1]
['ціихъ', 1]
['уччвуйи', 1]
['хъайидарикан', 1]
['ккадабгъуру', 1]
['арайилан', 1]
['жарарира', 1]
['касдизра', 1]
['сяаьткьан', 1]
['улдубчівиган', 1]
['якьин', 1]
['петрихьинди', 1]
['гъилигу', 1]
['петрин', 1]
['гьяятдиан', 1]
['дердлуди', 1]
['дидиснайи', 1]
['гьеркри', 1]
['гъивнуш', 1]
['гвачіинган', 1]
['диванханайиз', 1]
['хъугъидарчва', 1]
['тувишра', 1]
['тувидарчва', 1]
['кьудратлу', 1]
['деъди', 1]
['кіурайиси', 1]
['гъеерхьунхьуз', 1]
['гъуху', 1]
['кирчуз', 1]
['адаура', 1]
['бихъурадарзуз', 1]
['алаурайи', 1]
['уьлкейилан', 1]
['ипра', 1]
['галилейикан', 1]
['галилейин', 1]
['вуйинхъа', 1]
['вилаятдиан', 1]
['гьироддихьна', 1]
['деерхьнайи', 1]
['айир', 1]
['жавабра', 1]
['тувундар', 1]
['эскрар', 1]
['кялхъру', 1]
['паччгьаринсдар', 1]
['алахьну', 1]
['пилат', 1]
['душманвалиъ', 1]
['маллйиризна', 1]
['гьюкумдрариз', 1]
['адаурайирси', 1]
['гъахунчва', 1]
['гъибихъундарзуз', 1]
['гьироддизра', 1]
['гьаунза', 1]
['дибихънадар', 1]
['учухьна', 1]
['ипбаз', 1]
['итнайир', 1]
['деетуз', 1]
['шубубпи', 1]
['чіурувал', 1]
['дапінахъа', 1]
['гъябкъюндарзуз', 1]
['духьнайидари', 1]
['карсуб', 1]
['ипбазна', 1]
['итнайи', 1]
['варав', 1]
['киринеяйин', 1]
['гьахъру', 1]
['иливну', 1]
['ишурайи', 1]
['илтіикіну', 1]
['веледарихъ', 1]
['ишай', 1]
['даршлудар', 1]
['дархьидар', 1]
['нана', 1]
['тутрувдар', 1]
['ахьай', 1]
['тепйириз', 1]
['элеркай', 1]
['хъюгъдичва', 1]
['адмийири', 1]
['апіурайган', 1]
['фицдар', 1]
['апіуйкіан', 1]
['зигбан', 1]
['гъачагъра', 1]
['келле', 1]
['кіурушв', 1]
['гъачгъар', 1]
['гагул', 1]
['терефназди', 1]
['хачарик', 1]
['эскрари', 1]
['ипри', 1]
['гьякимдрар', 1]
['аьлхъюрайи', 1]
['уьрхри', 1]
['люкьнар', 1]
['ківантіарихьна', 1]
['сирке', 1]
['хуйи', 1]
['кебхнийи', 1]
['дизигнайи', 1]
['гъачгъарикан', 1]
['юлдшиз', 1]
['шуладарнуз', 1]
['тувнайиган', 1]
['тахсрариз', 1]
['гъурубкьунхьуз', 1]
['ляхинра', 1]
['женнетдиъ', 1]
['уьлкейиин', 1]
['шубубдизкьан', 1]
['улубчівнийи', 1]
['ригъдин', 1]
['хътабтіу', 1]
['гирамишвахь', 1]
['гьибхнайи', 1]
['чарч', 1]
['гьацікьял', 1]
['ансина', 1]
['гъячіябгъю', 1]
['нефес', 1]
['хътубтіу', 1]
['эскрарин', 1]
['дугъриданна', 1]
['марццир', 1]
['вуйиштіан', 1]
['тамашайиз', 1]
['душвахь', 1]
['мухрар', 1]
['алдагъуру', 1]
['аьгъюкьандар', 1]
['уьлкейианмина', 1]
['ярхлаанси', 1]
['лигурайи', 1]
['гьякьлу', 1]
['диванханайин', 1]
['иштиракчи', 1]
['къарарихъди', 1]
['аримафей', 1]
['хачракан', 1]
['кадабгъну', 1]
['иригъян', 1]
['гъибиржну', 1]
['гъарзуъ', 1]
['гьелелиг', 1]
['кивнадру', 1]
['накьвдиъ', 1]
['ивру', 1]
['жвуми', 1]
['улубкьуз', 1]
['лигуру', 1]
['хулариз', 1]
['аьтрарна', 1]
['ягъар', 1]
['фаракьат', 1]
['ягъарра', 1]
['элгьет', 1]
['ахсрарихъди', 1]
['хьарахь', 1]
['гьипнайи', 1]
['гьидипнади', 1]
['накьвдизди', 1]
['алахъдариз', 1]
['чіивир', 1]
['гъачіидарин', 1]
['агурачва', 1]
['зигиди', 1]
['мурарин', 1]
['жарадарра', 1]
['дебккру', 1]
['ичіидарси', 1]
['хъугъундайи', 1]
['алахъну', 1]
['гъилигуриз', 1]
['кафнартіан', 1]
['гъяркъюндар', 1]
['ерусалимдихьан', 1]
['сяаьтнан', 1]
['рякъюн', 1]
['манзилнаъ', 1]
['эммаус', 1]
['улукьу', 1]
['гьядисйирикан', 1]
['улхурайи', 1]
['йитінайиси', 1]
['рякъди', 1]
['улхурачва', 1]
['пашманди', 1]
['дийигъу', 1]
['клеоп', 1]
['душваз', 1]
['гъафидарикан', 1]
['аьгъдрур', 1]
['ляхнариъ', 1]
['гафнаъ', 1]
['кьувватлу', 1]
['назаретдин', 1]
['гьюкумдрари', 1]
['карсну', 1]
['зигуз', 1]
['умуд', 1]
['апіурайча', 1]
['гьядиса', 1]
['дишагьлийирикан', 1]
['гъафидари', 1]
['ктибтура', 1]
['ичдарикан', 1]
['дишагьлийириз', 1]
['гъяркъну', 1]
['гъапидарихъ', 1]
['ахмакьар', 1]
['кагьалсузар', 1]
['месигьди', 1]
['гъизигхъантіан', 1]
['гьяйбатнаъ', 1]
['дупнадаринхъа', 1]
['мусайилан', 1]
['дидикінайидарин', 1]
['дилинтина', 1]
['айиганси', 1]
['учухъди', 1]
['дерг', 1]
['деънайиган', 1]
['улариккан', 1]
['дургру', 1]
['чпи-чпиз', 1]
['улхруган', 1]
['ккаъруган', 1]
['ургури', 1]
['вакиларна', 1]
['дихъуру', 1]
['мурарира', 1]
['улуркьдар', 1]
['гьудубтіруган', 1]
['духьначва', 1]
['хиялар', 1]
['учівра', 1]
['хиларизна', 1]
['хъайиб', 1]
['кіурбар', 1]
['фициб-вушра', 1]
['аничв', 1]
['гъубжу', 1]
['гьачіабккуру', 1]
['хъимиди', 1]
['дибикінайиси', 1]
['ахъбан', 1]
['дисруси', 1]
['чпилан', 1]
['алдабгъруси', 1]
['ерусалимдилан', 1]
['варишвариъ', 1]
['рабгъиди', 1]
['хьузра', 1]
['гъабшибдин', 1]
['тувурза', 1]
['вифанияйихьнакьан', 1]
['гьудучівури', 1]
['завуз', 1]
['гьаммишан', 1]
