['ил', 308]
['хіерудибариб', 1]
['арукьяйчи', 1]
['карбансарайла', 1]
['динар', 1]
['хіерудибирен', 1]
['харжлис', 1]
['гибти', 1]
['даъхіедаалли', 1]
['гіялимлизи', 1]
['къачагъунази', 1]
['викибсилис', 1]
['хіяблизивад', 1]
['гъамлив', 1]
['марфара', 1]
['даимбарили', 1]
['рузи', 1]
['кьяшмала', 1]
['лехіихъулри', 1]
['гіяхіяйс', 1]
['къуллукъбарес', 1]
['къайгъилизир', 1]
['рузини', 1]
['набчицун', 1]
['хъардарниличи', 1]
['тамашахіейрулрив', 1]
['къайгъназирри', 1]
['кебра', 1]
['хіейсу', 1]
['улгуси', 1]
['чинабрил', 1]
['таманбарибхіели', 1]
['дулгахъес', 1]
['бурсидарабагу', 1]
['бурсибариливан', 1]
['дулгухіели', 1]
['даимал', 1]
['дурхъали', 1]
['бираб', 1]
['сабааб', 1]
['бархіилис', 1]
['хасардати', 1]
['вай', 1]
['бирутачирад', 1]
['черкадурхулрану', 1]
['гьанагарсиличи', 1]
['хьулмадирахъаба', 1]
['бунагьлизира', 1]
['мадиркахъаба', 1]
['мисаллис', 1]
['биабну', 1]
['юлдашличи', 1]
['байдугила', 1]
['тиладиулхъулри', 1]
['диха', 1]
['архіяличивад', 1]
['ахіебхьили', 1]
['ватаба', 1]
['гіекакіили', 1]
['дурхінира', 1]
['кайхьирану', 1]
['хіейрусра', 1]
['ахіейзесра', 1]
['хіегесра', 1]
['къайгъибарадли', 1]
['алзан', 1]
['тиладибиреная', 1]
['бургидая', 1]
['кьутідирхъеная', 1]
['ибхьу', 1]
['тиладиикіусилис', 1]
['лугуси', 1]
['умціусини', 1]
['бургуси', 1]
['кьутідирхъусилис', 1]
['ибхьуси', 1]
['хіушазив', 1]
['левара', 1]
['бялихъ', 1]
['чіичіала', 1]
['гидгари', 1]
['гіякьраб', 1]
['дурхінази', 1]
['гіебасахъес', 1]
['тиладибикіутас', 1]
['гіелахіелзан', 1]
['жиндла', 1]
['ціакьличилу', 1]
['кьудратличилу', 1]
['дураиб', 1]
['тилхъавирахъуси', 1]
['дурабухъунхіели', 1]
['тилхъавси', 1]
['гъайикіескяхіиб', 1]
['талхъан', 1]
['кьасли', 1]
['тіалаббирулри', 1]
['далули', 1]
['бутіибси', 1]
['пачалихъра', 1]
['агарбирар', 1]
['цабалгундеш', 1]
['хъалибаргра', 1]
['тіутіукабирар', 1]
['илбисра', 1]
['кіиуркіли', 1]
['пачалихъли', 1]
['гьандуцеса', 1]
['талхъа', 1]
['агьлули', 1]
['дурайулив', 1]
['судьябилира', 1]
['кьудратличил', 1]
['бакіниличила', 1]
['ярагъличилси', 1]
['лебдешлис', 1]
['урехи', 1]
['сунечив', 1]
['чевхъи', 1]
['чедиикалли', 1]
['увиубсилизирад', 1]
['хъарихъути', 1]
['ярагъра', 1]
['керису', 1]
['дигуливан', 1]
['лебдешлара', 1]
['вегіирар', 1]
['дурчхіедурчусира', 1]
['хіяздан', 1]
['харждиран', 1]
['дурабухъунси', 1]
['авлахъ', 1]
['къяйцібиру', 1]
['чаркабирус', 1]
['бушкили', 1]
['ибгили', 1]
['сунечир', 1]
['жиндра', 1]
['хьуракабиуб', 1]
['хіеркадирар', 1]
['гьалабичибра', 1]
['жапали', 1]
['ирхіилибти', 1]
['бикьанти', 1]
['къелгіеббикибти', 1]
['адамтазирадли', 1]
['халаваахъибси', 1]
['михъири', 1]
['берхъахъибси', 1]
['юнна', 1]
['гіиса-алав', 1]
['гьачамичиб-гьачам', 1]
['цалабиркулри', 1]
['вайбухъбиубси', 1]
['наслу', 1]
['бетаурли', 1]
['ветаурливан', 1]
['лишанни', 1]
['югла', 1]
['шайчиб', 1]
['хіербирантала', 1]
['рирар', 1]
['сулайба', 1]
['дубларад', 1]
['ракіибси', 1]
['сулайбайчив', 1]
['юнни', 1]
['пашманбиуб', 1]
['юнничив', 1]
['дигіянси', 1]
['вакъла', 1]
['кахіебирхьуну', 1]
['чебиэси', 1]
['кьасиличи', 1]
['чиргъми', 1]
['биціибсиван', 1]
['вайдиубли', 1]
['ціябли', 1]
['бухінабси', 1]
['ціябдешличи', 1]
['шурхіебухъахъес', 1]
['виціили', 1]
['хіезиб', 1]
['ціябсира', 1]
['чирагъли', 1]
['шалаварибсиван', 1]
['тамандиубмадан', 1]
['вахес', 1]
['вехіихьайчи', 1]
['хіедирцни', 1]
['тамашаиуб', 1]
['халдуртала', 1]
['чедилацун', 1]
['ицуси', 1]
['духінарадли', 1]
['кьиркьирдешлира', 1]
['гьимикардешлира', 1]
['диціилрая', 1]
['абдулти', 1]
['дурала', 1]
['шали', 1]
['барибсини', 1]
['бухіналара', 1]
['кьямларти', 1]
['халдарларти', 1]
['дедадалли', 1]
['умукадирар', 1]
['фарисейтас', 1]
['шумерилара', 1]
['хъалталара', 1]
['духълумалара', 1]
['закатли', 1]
['лугухіели', 1]
['дигиличилара', 1]
['судличилара', 1]
['итилра', 1]
['чебсири', 1]
['киласуназир', 1]
['гьаларти', 1]
['дуцесра', 1]
['чукурбиубти', 1]
['дигахъни', 1]
['хіерили', 1]
['ганзкадирути', 1]
['ціелда', 1]
['хіябригъунти', 1]
['саррая', 1]
['гіялимтазивад', 1]
['гъайличил', 1]
['хіейгибилзахъулригу', 1]
['икьалалис', 1]
['тіулалра', 1]
['вяшхіебарили', 1]
['бихес', 1]
['дех', 1]
['хъаркабирулраяну', 1]
['дудешхъалани', 1]
['кабушибти', 1]
['дудешхъала', 1]
['гіеббурцули', 1]
['марбирулрая', 1]
['кабуршули', 1]
['девлизиб', 1]
['итдачи', 1]
['бурхьис', 1]
['дугіиу', 1]
['акіубхіейчирадли', 1]
['кертіибти', 1]
['наслуличир', 1]
['гьабилла', 1]
['хіиличирад', 1]
['хъалила', 1]
['мерлара', 1]
['кавшибхіейчи', 1]
['багьудила', 1]
['унзала', 1]
['умхьу', 1]
['ахіедаціили', 1]
['абаціахъес', 1]
['хіебатни', 1]
['хіисаб-суалтачил', 1]
['гіелабадкабирки', 1]
['хьулчилибиэси', 1]
['дурабикайчи', 1]
['гьаргбиубли', 1]
['азирти', 1]
['чукурбикили', 1]
['барцдешли', 1]
['цали-ца', 1]
['ганзкабирулри', 1]
['хамирдайзирад', 1]
['цархіилгіебли', 1]
['кіибяхіяндешлизирад', 1]
['дакіухіебиэси', 1]
['уббихьибсира', 1]
['гіячихъхіебиэси', 1]
['ціябихіиб', 1]
['бурибсира', 1]
['берхіили', 1]
['шалалиуб', 1]
['бикьидая', 1]
['гіямзилаб', 1]
['шивкіивбарибсира', 1]
['хъулчрачибад', 1]
['бакьаябушили', 1]
['балахъа', 1]
['чизивад', 1]
['урухкіуси', 1]
['хіебирутагіир', 1]
['урухмакіудая', 1]
['чигіир', 1]
['урухкіес', 1]
['гіягінитирал', 1]
['кабушили', 1]
['бархьесра', 1]
['вегілигіир', 1]
['илигіир', 1]
['чяка', 1]
['къарапуллис', 1]
['дирцути', 1]
['хъумхіерту', 1]
['бургачирти', 1]
['гъезра', 1]
['цацали', 1]
['дейгіунти', 1]
['чякналайчиб', 1]
['дурхъасину', 1]
['кьабулварасра', 1]
['кьабулиру', 1]
['кьабулхіерасра', 1]
['кьабулхіейру', 1]
['бурибсиличивад', 1]
['чевверхес', 1]
['далтіусилис', 1]
['чевверхни', 1]
['киласабази', 1]
['бегіталара', 1]
['тіашдатурхіели', 1]
['буришара', 1]
['шишимайзира', 1]
['мадиркудая', 1]
['гіеббуру', 1]
['давлачевла', 1]
['мехіурдешличила', 1]
['кьукьялизивад', 1]
['бутіахъес', 1]
['гъай-мез', 1]
['бекідирахъес', 1]
['имціадухъарицад', 1]
['давлали', 1]
['белгидирути', 1]
['тамяхікардешлизирад', 1]
['хъуми', 1]
['дерхъили', 1]
['ухінав', 1]
['какьеси', 1]
['мералра', 1]
['калкьути', 1]
['дехъубли', 1]
['урасили', 1]
['ризкьилисра', 1]
['маслисра', 1]
['даарицад', 1]
['дирис', 1]
['кадирхьис', 1]
['викіус', 1]
['дусмас', 1]
['баари', 1]
['лебну', 1]
['лигіматлизир', 1]
['деркіа', 1]
['абдал', 1]
['ишдугил', 1]
['баргъибси', 1]
['чис', 1]
['биркура', 1]
['аллагьличивли', 1]
['давлачевхіейрули', 1]
['сунесцун', 1]
['бурчуси', 1]
['гьариллис', 1]
['беркайчилара', 1]
['чархлис', 1]
['палтарличилара', 1]
['беркайчир', 1]
['жанра', 1]
['палтарличиб', 1]
['мягіничерти', 1]
['ціудара', 1]
['къянбачи', 1]
['делгіули', 1]
['иршули', 1]
['хазнала', 1]
['хъулри', 1]
['далхули', 1]
['арцантачир', 1]
['дурхъатирал', 1]
['багьадалри', 1]
['къайгъиличирли', 1]
['сягіятлалра', 1]
['духъяндиахъес', 1]
['секіалалра', 1]
['хіедирули', 1]
['секілачила', 1]
['къайгънадиркьес', 1]
['вавначи', 1]
['хіердизирая', 1]
['вавни', 1]
['духъулил', 1]
['душули', 1]
['хабарла', 1]
['сулайбанра', 1]
['илдазибадли', 1]
['цалраван', 1]
['вегіиэс', 1]
['жягіял', 1]
['пичлаб', 1]
['ціали', 1]
['игуси', 1]
['кьар', 1]
['бегібирули', 1]
['дирхаранти', 1]
['дегідирура', 1]
['букутирая', 1]
['дужутирая', 1]
['умціра', 1]
['мамціудая', 1]
['къайгъилизимадиркудая', 1]
['дунъяличибти', 1]
['аллагьагартала', 1]
['бекілибиубсигъуна', 1]
['дудешлира', 1]
['пешкешбарни', 1]
['бицили', 1]
['удхіевдути', 1]
['тавруми', 1]
['тіалабдарая', 1]
['кахіеберхеси', 1]
['гъамиэс', 1]
['хіейэси', 1]
['имсли', 1]
['хіебергеси', 1]
['цалабирхъеная', 1]
['лебихіиб', 1]
['уркіира', 1]
['дусмадусадая', 1]
['вайлиу', 1]
['ирира', 1]
['чиргъмира', 1]
['адалкахъи', 1]
['мекъличивад', 1]
['кьутідяхъибмадан', 1]
['абхьес', 1]
['чегьурли', 1]
['кьумурличи', 1]
['къуллукъбиру', 1]
['чариалра', 1]
['байдуги', 1]
['шаладиркухіели', 1]
['виаб', 1]
['хъулкни', 1]
['лябкьянал', 1]
['балалри', 1]
['бигіяхъес', 1]
['хіелти', 1]
['нушабцун', 1]
['лебтасалра', 1]
['къаравашуначи', 1]
['заманаличиб', 1]
['берк-бержличил', 1]
['гіеббурцахъес', 1]
['къаравашличи', 1]
['давла-хазналичи', 1]
['хіерудибарахъесра', 1]
['жявли-декіар', 1]
['чархіейрар', 1]
['кепкайралли', 1]
['иту', 1]
['лехіхіейхъантачи', 1]
['ватиу', 1]
['хіялра', 1]
['мутигівакіес', 1]
['валалра', 1]
['хіелзуси', 1]
['халахар', 1]
['левгіев', 1]
['танбихілаиру', 1]
['халахарли', 1]
['витес', 1]
['хіебагьурли', 1]
['дедибсилизибад', 1]
['тіалабра', 1]
['бихьибсилизибад', 1]
['декіарбикни', 1]
['челябкьлала', 1]
['визуливан', 1]
['вазес', 1]
['чеблира', 1]
['бетаайчи', 1]
['децілизивра', 1]
['вакіилра', 1]
['хіебалгундеш', 1]
['ишхіейчибад', 1]
['юртлаб', 1]
['декіарбиркур', 1]
['кіиличи', 1]
['хьунуйчи', 1]
['адамтазира', 1]
['машрикьлизиб', 1]
['дакіубиубси', 1]
['гъагул', 1]
['ургьесбирхіур', 1]
['дягі', 1]
['бухъунхіели', 1]
['ванабирар', 1]
['ванзаличира', 1]
['зубрачира', 1]
['аргъ', 1]
['хіебалулрая', 1]
['белгибарес', 1]
['хіейрутирая', 1]
['къаршикарра', 1]
['судличи', 1]
['маслигіятбарес', 1]
['хіебарадли', 1]
['туснакъкайрахъури', 1]
['гіергъисигъуна', 1]
['къарапулличи', 1]
['ахіехъили', 1]
['итадли', 1]
['дурахіелхъад', 1]
['гіяйибличи', 1]
['мукіурвакіи', 1]
['вебкіи', 1]
['кьурбаннис', 1]
['делгьестира', 1]
['бякьунти', 1]
['галилеяланти', 1]
['кабушниличила', 1]
['кьурбандарибти', 1]
['хіяйвантала', 1]
['хіилизи', 1]
['дархдикниличила', 1]
['галилеялантас', 1]
['биубхіели', 1]
['галилеялантачиб', 1]
['имціякь', 1]
['силоамла', 1]
['кабикили', 1]
['бебкіибтиван', 1]
['ярусалимла', 1]
['халкьличиб', 1]
['гіяйибкарти', 1]
['дикіулрав', 1]
['галгаличила', 1]
['анхълаб', 1]
['анхъчизи', 1]
['хіедаргира', 1]
['бяхъили', 1]
['убаса', 1]
['бурцахъули', 1]
['анхъчини', 1]
['батигу', 1]
['буркъили', 1]
['декра', 1]
['калкьас', 1]
['дусалра', 1]
['дакіес', 1]
['дакіхіедакіалли', 1]
['бяхъишину', 1]
['гіемсни', 1]
['дуцибси', 1]
['арарарни', 1]
['киласалав', 1]
['рархьриэс', 1]
['къакъуй', 1]
['руцили', 1]
['жирариб', 1]
['изайзирад', 1]
['сагъкариубри', 1]
['чедуциб', 1]
['рархькариубли', 1]
['дезарикіесряхіиб', 1]
['сагърарни', 1]
['гьимукіибси', 1]
['кашишли', 1]
['урегал', 1]
['сагъдирахъес', 1]
['бурхіназир', 1]
['дашеная', 1]
['гьариллира', 1]
['тіенилизибад', 1]
['бахес', 1]
['бикуси', 1]
['руцибси', 1]
['сагъриэс', 1]
['пайдахіебирулив', 1]
['къаршикартала', 1]
['гъайли', 1]
['урузбиахъуб', 1]
['гіяжаибдешунани', 1]
['разибариб', 1]
['кьякьличила', 1]
['хамирдайчила', 1]
['цугбуцес', 1]
['кьякь', 1]
['хъучи', 1]
['бегіи', 1]
['чебакіили', 1]
['халабаили', 1]
['галгацад', 1]
['кьялубачир', 1]
['берціес', 1]
['умцла', 1]
['декьлизи', 1]
['хамирданра', 1]
['кабихьили', 1]
['башунси', 1]
['башни', 1]
['чеахъбиуб', 1]
['къапу', 1]
['гіекіибхіели', 1]
['виули', 1]
['камтасцун', 1]
['берцес', 1]
['биркни', 1]
['марсив', 1]
['унзаларад', 1]
['адаціес', 1]
['илад', 1]
['балбизурли', 1]
['гіекакіалли', 1]
['дурар', 1]
['кавладая', 1]
['унзализи', 1]
['кьутідикіули', 1]
['абхьагу', 1]
['дукулира-дужулира', 1]
['калунрагу', 1]
['гіякьлумара', 1]
['угьади', 1]
['бурулрагу', 1]
['вайдеш', 1]
['ардукьеная', 1]
['гіисакьра', 1]
['дисидирудая', 1]
['цулба', 1]
['кьяржардикіудая', 1]
['сепайда', 1]
['иларад', 1]
['дугіаили', 1]
['магърибла', 1]
['машрикьла', 1]
['хьанила', 1]
['лигіматла', 1]
['цалабиркур', 1]
['гіелабтили', 1]
['гіергъитили', 1]
['арукьес', 1]
['гурдази', 1]
['узус', 1]
['таманбирис', 1]
['даимбарес', 1]
['цархіиллав', 1]
['кабуршуси', 1]
['бархьибтира', 1]
['къаркъуба', 1]
['кабуркіуси', 1]
['гіяргіянира', 1]
['жибхіни', 1]
['дуклумау', 1]
['дурчуливан', 1]
['бучес', 1]
['чуйнара', 1]
['кьабулхіебикири', 1]
['бацікабухъи', 1]
['мубаракварибси', 1]
['дикіуси', 1]
['чехіейура', 1]
['инсанти', 1]
['сагъбирни', 1]
['хіякимтазивад', 1]
['хіерикунничи', 1]
['бирул', 1]
['дяхі-дяхіли', 1]
['шиндикили', 1]
['зягіипси', 1]
['гіялимтачира', 1]
['фарисейтачира', 1]
['сагъбирес', 1]
['асубирусив', 1]
['хіегиб', 1]
['зягіипсиличи', 1]
['къуюла', 1]
['бухінакабикалли', 1]
['дурахіейсидав', 1]
['суаллисра', 1]
['цаибти', 1]
['чердикіни', 1]
['жибарибтани', 1]
['къайгъилизиб', 1]
['мекъличи', 1]
['хіурматла', 1]
['камайруд', 1]
['хіечивра', 1]
['жидарибси', 1]
['кайахъа', 1]
['вайсигъуна', 1]
['кайэс', 1]
['гіелабси', 1]
['живарибсини', 1]
['цархіилтала', 1]
['чевяхіируси', 1]
['фарисейлизи', 1]
['букахъес', 1]
['тухумти', 1]
['жимабирид', 1]
['чебкайхъидая', 1]
['хурегличи', 1]
['мискинтира', 1]
['балкіабира', 1]
['жибирен', 1]
['харили', 1]
['ламус', 1]
['миціирбирухіели', 1]
['керира', 1]
['биур', 1]
['гіяхілазивад', 1]
['талихікар', 1]
['ужесра', 1]
['кьадарбиубси', 1]
['беркайчи', 1]
['жибарибти', 1]
['хіебакіни', 1]
['кабиэс', 1]
['хіядурлину', 1]
['жибарибтази', 1]
['вягідалабиубтиван', 1]
['бикіесбяхіиб', 1]
['хіякьи', 1]
['гіямал', 1]
['хіебирарну', 1]
['кіиибилли', 1]
['пайдалати', 1]
['сарил', 1]
['ахтардидарес', 1]
['гіягінилину', 1]
['мабирид', 1]
['мекъ', 1]
['хіейрус', 1]
['гіясивиубси', 1]
['кьакьурбази', 1]
['алавиубли', 1]
['садакьачибира', 1]
['барира', 1]
['акьути', 1]
['гьундурачибтира', 1]
['кьакьурбазибтира', 1]
['тиладибара', 1]
['гіяхілани', 1]
['биціахъес', 1]
['хіебакіибтазивад', 1]
['кахіейрар', 1]
['арукьнила', 1]
['дудешличира', 1]
['нешличира', 1]
['хьунуйчира', 1]
['дурхіначира', 1]
['узбачира', 1]
['рузбачира', 1]
['гіямруличираван', 1]
['дигичевсили', 1]
['чедуркъибтира', 1]
['чекахіейсуси', 1]
['гіелавадра', 1]
['хіешуси', 1]
['къелгіердушес', 1]
['гіягінидиркурал', 1]
['дарес', 1]
['харжани', 1]
['хіясибхіейрув', 1]
['белшалли', 1]
['хъараахъес', 1]
['баркьудиличиб', 1]
['дукаркабирхіур', 1]
['лушес', 1]
['таманбарес', 1]
['хіейубси', 1]
['пачачи', 1]
['дяви', 1]
['бехібихьес', 1]
['пачанира', 1]
['гъал', 1]
['гіяскарличил', 1]
['гіяскар', 1]
['дявлизиахъес', 1]
['хіясиббарес', 1]
['хіебиралли', 1]
['бурхьу', 1]
['духъес', 1]
['хіейрадалли', 1]
['мутагіялимтили', 1]
['диэсра', 1]
['зелизибад', 1]
['зукьидеш', 1]
['бегъалли', 1]
['багаладирара', 1]
['гъягъя', 1]
['гіявадаресалра', 1]
['какьес', 1]
['лайдакіалли', 1]
['мазачила', 1]
['агьлура', 1]
['кайрули', 1]
['чебкабалкіи', 1]
['бетахъили', 1]
['гіелар', 1]
['мазара', 1]
['авлахъличир', 1]
['датурли', 1]
['илигіив', 1]
['архіякьяну', 1]
['разииубли', 1]
['хъуцірумачи', 1]
['гіелакахъили', 1]
['унрубира', 1]
['баргирану', 1]
['тавбадарибсиличи', 1]
['тавбадарес', 1]
['гіябидличиван', 1]
['арцличила', 1]
['бетахъалли', 1]
['алкахъи', 1]
['чирагъра', 1]
['хъалира', 1]
['гіямзурбира', 1]
['умціхіемціару', 1]
['унраличибти', 1]
['цалабяхъили', 1]
['баргилрану', 1]
['тавбадарибси', 1]
['малаикуна', 1]
['чеввалкіунси', 1]
['уршиличилара', 1]
['узиличилара', 1]
['дудешличилара', 1]
['виштіалгъунани', 1]
['ца-кіел', 1]
['арцра', 1]
['ардухили', 1]
['саяхъ', 1]
['гіямрулизи', 1]
['лебдешлизивад', 1]
['ухъун', 1]
['харждарили', 1]
['улкализир', 1]
['гаши', 1]
['кьяраэсра', 1]
['чебуркъуб', 1]
['адамличив', 1]
['узесвяхіиб', 1]
['дихіяхъес', 1]
['хіелугни', 1]
['далхути', 1]
['секіли', 1]
['дукесра', 1]
['хіядурлири', 1]
['дудешличиб', 1]
['бузути', 1]
['белкъра', 1]
['белкъи', 1]
['имціара', 1]
['бухъеси', 1]
['камхіебири', 1]
['гаша', 1]
['убкіулра', 1]
['узахъесалра', 1]
['илмаданал', 1]
['уркіеціидухъун', 1]
['хъябрусра', 1]
['байикун', 1]
['къаравашунази', 1]
['дегілара', 1]
['чегьахъая', 1]
['тіуйс', 1]
['тіулекара', 1]
['кьяшмас', 1]
['дабрумира', 1]
['хая', 1]
['белгьеная', 1]
['кадиили', 1]
['бирехіе', 1]
['вебкіилри', 1]
['миціиркайуб', 1]
['ветахъилри', 1]
['дакіуиуб', 1]
['чарируси', 1]
['далуйталара', 1]
['делхълара', 1]
['агурби', 1]
['дакьиб', 1]
['къаравашуназивад', 1]
['чариънила', 1]
['белгьахъун', 1]
['гьимукіиб', 1]
['хъайгіира', 1]
['ахіеціеслибариб', 1]
['узули', 1]
['чум', 1]
['гъайалра', 1]
['чархіебатурра', 1]
['юлдашуначил', 1]
['гіежалра', 1]
['лайикьхіебарири', 1]
['масра', 1]
['шаддикь', 1]
['хьунрачил', 1]
['бергунси', 1]
['къача', 1]
['белгьахъунри', 1]
['лебдешра', 1]
['вакіниличи', 1]
['буюрчичила', 1]
['давлачевси', 1]
['хіянчизартас', 1]
['хужаимлизи', 1]
['багьахъурли', 1]
['пулкіуцібирули', 1]
['тіалабварили', 1]
['хіечила', 1]
['хіянчила', 1]
['баянти', 1]
['хіейруд', 1]
['пикриухъи', 1]
['баришара', 1]
['хіянчилавад', 1]
['дуракайулрагу', 1]
['укъес', 1]
['садакьалигіив', 1]
['вашесра', 1]
['ціахли', 1]
['гіягінисил', 1]
['балас', 1]
['хіянчилизивад', 1]
['ухъунхіели', 1]
['арукишагу', 1]
['жибиресвяхіиб', 1]
['цаибиллизи', 1]
['гіявадешла', 1]
['чармала', 1]
['цархіиллизира', 1]
['гехіціали', 1]
['хужаимлира', 1]
['гапвариб', 1]
['хіилла', 1]
['устадешличил', 1]
['барни', 1]
['иман', 1]
['бухибтиван', 1]
['цархіилтачилси', 1]
['бархбаслизиб', 1]
['сакіубти', 1]
['гибсиличирли', 1]
['пайдаладиреная', 1]
['гьалмагъуни', 1]
['имціабиахъес', 1]
['ишабси', 1]
['духъунси', 1]
['хьурадирура', 1]
['камсилизив', 1]
['хіялалагарси', 1]
['хіялалли', 1]
['хіейадалли', 1]
['хіекьси', 1]
['игьдибар', 1]
['бирхьув', 1]
['асухіебирули', 1]
['дегіси-декіар', 1]
['цагьакіли', 1]
['къуллукъли', 1]
['кайзес', 1]
['дигхіейгахъу', 1]
['цархіиллис', 1]
['багиагарли', 1]
['кіилис', 1]
['аллагьлисра', 1]
['арцлисра', 1]
['къуллукъбирес', 1]
['диганти', 1]
['хіялалталадирули', 1]
['уркібала', 1]
['бала', 1]
['кьиматласилизи', 1]
['буйгіуси', 1]
['хіейгуси', 1]
['низамра', 1]
['къайгъибирахъес', 1]
['гіеббугьес', 1]
['бехібихьибти', 1]
['мусни-зубри', 1]
['пяхіли', 1]
['дуаллира', 1]
['хіярпла', 1]
['бутіалра', 1]
['бетхіейхъур', 1]
['мурул-хьунул', 1]
['декіарбиркниличила', 1]
['хьунуйзивад', 1]
['декіарикили', 1]
['карируси', 1]
['муруйзирад', 1]
['декіаррикибсиличи', 1]
['хъайчикайрусира', 1]
['давлачевличила', 1]
['лазарличила', 1]
['муртрил', 1]
['пачналагъуна', 1]
['байрамличив', 1]
['хіеркайрулри', 1]
['дяхъурбани', 1]
['уцибси', 1]
['садакьачира', 1]
['къапула', 1]
['кайхьири', 1]
['кьумурличир', 1]
['кьаціла', 1]
['кесекуни', 1]
['лайдакіибхіели', 1]
['дикахъес', 1]
['хурани', 1]
['дяхъурбира', 1]
['ижулри', 1]
['садакьачи', 1]
['вебкіиб', 1]
['малаикунани', 1]
['заки', 1]
['вегіра', 1]
['вебкіибхіели', 1]
['хіяриихьиб', 1]
['жагьаннаблизив', 1]
['гіязабтазивси', 1]
['гьарахъихіиб', 1]
['мякьлав', 1]
['лазарра', 1]
['ибрагьимличи', 1]
['набчира', 1]
['гіязаблизив', 1]
['инжитлирану', 1]
['бемхіехъурси', 1]
['тіуйчил', 1]
['лезми', 1]
['шинкіабарахъесалра', 1]
['вархьагу', 1]
['гьандикахъа', 1]
['гіямрулизир', 1]
['гіяхідешуницун', 1]
['лазарлис', 1]
['вайдешуни', 1]
['кьадар', 1]
['лигіматлизив', 1]
['дурабад', 1]
['ветахъухъес', 1]
['виъхіейэси', 1]
['декіардируси', 1]
['хандакь', 1]
['вархьа', 1]
['итаб', 1]
['хіебикахъес', 1]
['бураб', 1]
['итдала', 1]
['лехібилзаб', 1]
['бебкіибтазивад', 1]
['укьялри', 1]
['бунагьуначи', 1]
['мусачи', 1]
['идбагуначи', 1]
['лехіхіебилзули', 1]
['бебкіибихіибад', 1]
['миціирбиубтачира', 1]
['бирххіерар', 1]
['бунагьличила', 1]
['вирхниличила', 1]
['чеблаличила', 1]
['гьуціирути', 1]
['бунагьла', 1]
['сабабчи', 1]
['сайсилис', 1]
['балагь', 1]
['гіеббиур', 1]
['адамтазивадра', 1]
['биштіалтазивадра', 1]
['бунагь', 1]
['барахъниличиб', 1]
['хъябличи', 1]
['шинкьала', 1]
['урхамра', 1]
['чекахъили', 1]
['урхьнази', 1]
['лайвакіни', 1]
['хатіаикалли', 1]
['уркъубяхъя', 1]
['мукіурвакіалли', 1]
['жаляхъили', 1]
['хатіара', 1]
['гіяйибмабирид', 1]
['алли', 1]
['иличивад', 1]
['имціабиахъа', 1]
['хіушазиб', 1]
['кьякьцадалра', 1]
['галгализи', 1]
['хіячмира', 1]
['айтіенну', 1]
['урхьулизи', 1]
['убатурли', 1]
['багьарбии', 1]
['адалра', 1]
['мутіигібикіур', 1]
['балцуси', 1]
['дуки', 1]
['ургубалавад', 1]
['ириду', 1]
['вашину', 1]
['хіейридну', 1]
['укухіели', 1]
['къуллукъбара', 1]
['укен', 1]
['хъарси', 1]
['къаравашлис', 1]
['икіару', 1]
['дарибхіели', 1]
['дарибтира', 1]
['изайзивси', 1]
['самариялан', 1]
['хіебалути', 1]
['самариялара', 1]
['ургабси', 1]
['дазукад', 1]
['ватихьили', 1]
['шила', 1]
['ветаибхіели', 1]
['гьарахъ-гьарахъли', 1]
['тіашбизурли', 1]
['ахъли', 1]
['ахърила', 1]
['кашишуначи', 1]
['итдани', 1]
['хіеркайруну', 1]
['аркьуйхіиб', 1]
['сагъкабиуб', 1]
['сагъкайъни', 1]
['баркаллаикіесвяхіиб', 1]
['самариялизивадси', 1]
['изайзибад', 1]
['умубиубти', 1]
['баркаллала', 1]
['миллатлан', 1]
['вакіхіекіибу', 1]
['верцахъибси', 1]
['чебаэсли', 1]
['лябкьуси', 1]
['хіейру', 1]
['гьанналаубал', 1]
['чеваэсси', 1]
['иштяхідиубси', 1]
['лябкьян', 1]
['чехіейидая', 1]
['итав', 1]
['къалабамадикіудая', 1]
['дуцімадикіудая', 1]
['зак', 1]
['дублабад', 1]
['шалабируси', 1]
['лямцігъунсили', 1]
['къияндешунира', 1]
['хіейгиварнира', 1]
['дяхіяэс', 1]
['диубти', 1]
['гамиличи', 1]
['сабаэс', 1]
['гьалабра', 1]
['кабирули', 1]
['башули', 1]
['чедидерхурли', 1]
['гъаркькадарибти', 1]
['дирцу-исулира', 1]
['делгіулира', 1]
['лушулира', 1]
['содомлизивад', 1]
['лот', 1]
['зубразирад', 1]
['ціалара', 1]
['алтілара', 1]
['заб', 1]
['къирбариб', 1]
['дакіуиубси', 1]
['хъалчличив', 1]
['къаршиикили', 1]
['ваяхі', 1]
['хъулир', 1]
['касес', 1]
['камаціаб', 1]
['дурав', 1]
['чармайаб', 1]
['хьунуйчилара', 1]
['къайгъилизивси', 1]
['жаннизивад', 1]
['улхъан', 1]
['дургу', 1]
['ухьалаб', 1]
['валта', 1]
['шинкьалар', 1]
['лукьути', 1]
['ралта', 1]
['хъучиб', 1]
['чинар', 1]
['детарутив', 1]
['алхунси', 1]
['лебихіир', 1]
['чіакни', 1]
['чукурдирар', 1]
['судьяличила', 1]
['булгес', 1]
['умутагархіебирес', 1]
['уруххіекіуси', 1]
['ціаххіебилзуси', 1]
['рашули', 1]
['икьалабарили', 1]
['гіярза', 1]
