['абуна', 219]
['хъваларо', 1]
['умумуз', 1]
['чіезабулеб', 1]
['ишазда', 1]
['рекъолел', 1]
['чапарзабиги', 1]
['цоял', 1]
['рачахъизе', 1]
['гьабилидаса', 1]
['къурбан', 1]
['бакіалдаги', 1]
['рукъалдаги', 1]
['чіварав', 1]
['аварагасде', 1]
['бижаралдаса', 1]
['тіураб', 1]
['гіелмуялъул', 1]
['кіул', 1]
['кіулал', 1]
['нужгоги', 1]
['бокьаралги', 1]
['аралдасаго', 1]
['чанкъан', 1]
['тіаделъизе', 1]
['аза-азар', 1]
['гіахьаллъарал', 1]
['заманалда', 1]
['цоцаца', 1]
['мерхьиналде', 1]
['вореха', 1]
['реччеялдаса', 1]
['кіигьумерчилъиялдаса', 1]
['тіатинчіого', 1]
['бахчараб', 1]
['хутіулареб', 1]
['загьирлъичіого', 1]
['балъгояб', 1]
['букіунареб', 1]
['сардил', 1]
['бецілъухъе', 1]
['канлъухъе', 1]
['гіинзукье', 1]
['щурараб', 1]
['тіохаздасан', 1]
['кіоларезукьа', 1]
['малъила', 1]
['лъикьа', 1]
['хіинкъизе', 1]
['кколелали', 1]
['хіинкъа', 1]
['жужахіалъуре', 1]
['рехизе', 1]
['гьесукьа', 1]
['хіинкъаян', 1]
['шагьиялъухъ', 1]
['къадако', 1]
['кіочон', 1]
['рас', 1]
['батаниги', 1]
['рикікіунин', 1]
['къудкуздаса', 1]
['гьабурав', 1]
['рухіалда', 1]
['тіасалъугьин', 1]
['синагогаялъуреги', 1]
['чіухібуздаги', 1]
['хіакимзабаздаги', 1]
['чіезарураб', 1]
['бицинаян', 1]
['жавабдай', 1]
['суалазеян', 1]
['ккоге', 1]
['малъилелъулха', 1]
['кколебали', 1]
['вацасда', 1]
['бикьизе', 1]
['хъантіиялдаса', 1]
['гьарзаго', 1]
['хіалкіоларебгіан', 1]
['гьечіогури', 1]
['царгъалги', 1]
['риххун', 1]
['царгъал', 1]
['хіалухъенги', 1]
['буссинабила', 1]
['напсалда', 1]
['напс', 1]
['соналъе', 1]
['рахіаталда', 1]
['гьекъе', 1]
['кеп', 1]
['гіабдал', 1]
['лъие', 1]
['хутіулеб', 1]
['бакіарараб', 1]
['чохьое', 1]
['ретіинаян', 1]
['чорхое', 1]
['хъалхъадуге', 1]
['квандаса', 1]
['ратілидаса', 1]
['гъудузухъ', 1]
['бекьуларо', 1]
['лъилъуларо', 1]
['царгъахъе', 1]
['хьихьун', 1]
['хіанчіаздаса', 1]
['ківезе', 1]
['хъалхъаданиги', 1]
['къоялъниги', 1]
['халалъизабизе', 1]
['гьитіихіинабгицин', 1]
['бажаруларел', 1]
['гьабизеян', 1]
['тіугьдузухъ', 1]
['хурир', 1]
['хіалтіуларо', 1]
['кун', 1]
['дургъуларо', 1]
['машгьурлъиялъул', 1]
['завалалдагицин', 1]
['парччахіасул', 1]
['тіогьол', 1]
['гіадинаб', 1]
['метер', 1]
['тіегь-хералдагицин', 1]
['берцинаб', 1]
['берцинабдай', 1]
['гьекъелаян', 1]
['гіакъуба', 1]
['халкъалъги', 1]
['хіажалъулеблъи', 1]
['хутіарабщинаб', 1]
['ціоб', 1]
['бугебин', 1]
['боціи-рикъзиги', 1]
['багьулареб-бихъулареб', 1]
['турулареб-холареб', 1]
['ціогьорас', 1]
['бикъуларо', 1]
['ицица', 1]
['кваналаро', 1]
['ретіа-къан', 1]
['чирахъалги', 1]
['кавуда', 1]
['тункидал', 1]
['вачіинегіан', 1]
['рачел', 1]
['тіибитіизе', 1]
['чіезаризе', 1]
['виччаларевлъи', 1]
['нижеейищ', 1]
['бачунеб', 1]
['халкъалъейищ', 1]
['рагьтіателазе', 1]
['бетіерлъи', 1]
['ригь-ригьалда', 1]
['роцада', 1]
['квен-тіехги', 1]
['чіезабеян', 1]
['мехалда', 1]
['хіалтіулев', 1]
['тела', 1]
['магіишат', 1]
['гіезегіан', 1]
['ракіалдеги', 1]
['рагьтіателалги', 1]
['гъаравашалги', 1]
['рухизе-кьабизе', 1]
['тіамулел', 1]
['ккелеб', 1]
['вачіиниланго', 1]
['ккечіеб', 1]
['сагіаталъ', 1]
['вачіина', 1]
['кіихіи', 1]
['хъвалхьина', 1]
['гьечіесул', 1]
['амру-буюрухъги', 1]
['тіубазабичіев', 1]
['букіинчіев', 1]
['вухизе', 1]
['букіарасдаса', 1]
['тіалабги', 1]
['букіарас', 1]
['рещтіинабизе', 1]
['бугебани', 1]
['кигіанха', 1]
['бокьилеб', 1]
['гіор', 1]
['ургъелха', 1]
['кидадай', 1]
['тіубалаян', 1]
['рекъелги', 1]
['вачіаравиланищ', 1]
['гурилан', 1]
['ккезабизе', 1]
['лъабгояв', 1]
['кіигояв', 1]
['лъабгоясда', 1]
['ясалда', 1]
['эбелалда', 1]
['нусалда', 1]
['нус', 1]
['якьадалда', 1]
['хитіаб', 1]
['бакътіерхьудасан', 1]
['баккани', 1]
['ціціадае', 1]
['ціціадги', 1]
['пуйзе', 1]
['байбихьани', 1]
['бухіи', 1]
['ціикікіинин', 1]
['багіарараб', 1]
['бачіуна', 1]
['гьересишайихзаби', 1]
['хиса-басиялда', 1]
['гіунтіула', 1]
['нухдасан', 1]
['дагібадулавгун', 1]
['судалде', 1]
['щвелалдего', 1]
['рекъел-бакъалдалъун', 1]
['вихьизавизе', 1]
['судиясухъе', 1]
['вехъерхъила', 1]
['судияс', 1]
['гіеласухъе', 1]
['гіелас', 1]
['шагьи-пара', 1]
['беціичіого', 1]
['гвандиниса', 1]
['ворчіиларо', 1]
['чіванин', 1]
['хъураб', 1]
['биялда', 1]
['биги', 1]
['жубазабунилан', 1]
['силоамалъул', 1]
['биххун', 1]
['ахихъанасда', 1]
['лъабабго', 1]
['гъотіохъе', 1]
['течіого', 1]
['ахихъанас', 1]
['исаналъиялъги', 1]
['рохтиялъукь', 1]
['ракьги', 1]
['гьогь', 1]
['ракги', 1]
['тіадеялъул', 1]
['бижизе', 1]
['нагагь', 1]
['бижичіони', 1]
['кіичіван', 1]
['гьодилъа', 1]
['къуларай', 1]
['чіужугіаданги', 1]
['йорхун', 1]
['чіезего', 1]
['кіоларей', 1]
['гіазабалъукь', 1]
['йо', 1]
['гіузруялдаса', 1]
['хвасарлъана', 1]
['гьод', 1]
['гьаюнилан', 1]
['бахъарав', 1]
['гіадамаздехун', 1]
['рачіинчіого', 1]
['ругьунлъараб', 1]
['вугевищ', 1]
['русснадаса', 1]
['бачунарев', 1]
['юхьун', 1]
['илбисалъул', 1]
['йичизе', 1]
['бегьулей', 1]
['йикіинчіейищ', 1]
['инжитлъана', 1]
['халкъин', 1]
['хіикматал', 1]
['ишаздаса', 1]
['релълъунеб', 1]
['мугьалда', 1]
['инсанас', 1]
['хъарахъ', 1]
['бижана', 1]
['гіаркьалабазул', 1]
['бусабиги', 1]
['кквелеб', 1]
['пуланай', 1]
['ханждал', 1]
['къалиялда', 1]
['тіубанго', 1]
['беччизабураб', 1]
['реччеялда', 1]
['шагьаразде', 1]
['дагьал', 1]
['хвасарлъунгутіи', 1]
['жойищ', 1]
['чіедераб', 1]
['гіемераз', 1]
['жигар', 1]
['бахъила', 1]
['рахарабго', 1]
['къватіирги', 1]
['бухизе', 1]
['ричіе', 1]
['бичічіизабизе', 1]
['квана-гьекъарал', 1]
['къватіазда', 1]
['рикікіалъе', 1]
['дидаса', 1]
['ибрагьимги', 1]
['исхіакъги', 1]
['цаби', 1]
['къерщезарулел', 1]
['машрикъалдаса', 1]
['магърибалдаса', 1]
['севералъул', 1]
['чіела', 1]
['гьеродие', 1]
['царада', 1]
['сахлъизарилин', 1]
['сезе', 1]
['лъугіизабилин', 1]
['сезеги', 1]
['инчіого', 1]
['гіоларо', 1]
['чівалеб', 1]
['илчизабазда', 1]
['речічіулеб', 1]
['нухалъха', 1]
['къурщица', 1]
['тіанчіи', 1]
['кваркьиялда', 1]
['рачине', 1]
['бокьичіо', 1]
['чіобого', 1]
['вугесда', 1]
['абизегіан', 1]
['хіакимасухъе', 1]
['гьабулебали', 1]
['дандвитіун', 1]
['гіалимзабаздаги', 1]
['фарисеяздаги', 1]
['къануналъ', 1]
['кьоларебищ', 1]
['гъуялъубе', 1]
['бортани', 1]
['бахъиларищ', 1]
['гьалбал', 1]
['къалел', 1]
['рихьидал', 1]
['ахіараб', 1]
['бахіарасда', 1]
['чіоге', 1]
['ватизе', 1]
['дудасаги', 1]
['цевесев', 1]
['виччай', 1]
['инжитго', 1]
['вачіинахъего', 1]
['цевегіан', 1]
['берталъ', 1]
['къадру-къиматги', 1]
['борхила', 1]
['бетіергьанасдаги', 1]
['ахіиялде', 1]
['беціилилан', 1]
['ахіуге', 1]
['ахіе', 1]
['мискинал', 1]
['гіажизал', 1]
['рекъал', 1]
['кіоларелъул', 1]
['рахъинарулеб', 1]
['ахіанила', 1]
['витіанила', 1]
['гьечіин', 1]
['тіасалъугьайилан', 1]
['рекьарулищали', 1]
['рукьалда', 1]
['разе', 1]
['цогидасги', 1]
['йигин', 1]
['щоларилан', 1]
['бицанила', 1]
['ццинги', 1]
['векере', 1]
['ватанщинав', 1]
['гіажизав', 1]
['рекъав', 1]
['тіубазабуна', 1]
['эхеве-эхеде', 1]
['уневщинав', 1]
['ціезабе', 1]
['цонигияв', 1]
['гьездехун', 1]
['эбел-инсудехун', 1]
['лъимал-хъизаналдехун', 1]
['яцал-вацаздехун', 1]
['гіумруялдехун', 1]
['рокьукълъи', 1]
['хъанчги', 1]
['баччун', 1]
['хіисаб', 1]
['гьабиларищ', 1]
['сурсат', 1]
['жиндирали', 1]
['бачіого', 1]
['релъанхъила', 1]
['байги', 1]
['ківечіин', 1]
['пачаясда', 1]
['рагъде', 1]
['къачіарав', 1]
['пачаяс', 1]
['ккеларищ', 1]
['къоазарго', 1]
['рагъухъан', 1]
['тушманасул', 1]
['бода', 1]
['анціазарго', 1]
['багъун', 1]
['бажариладаян', 1]
['бажарунгутіи', 1]
['тушман', 1]
['щивав', 1]
['бугебщиналдаса', 1]
['ціам', 1]
['ціамгіаллъи', 1]
['холеб', 1]
['ціамгіаллъизабилеб', 1]
['хурибе', 1]
['рак', 1]
['агьлуги', 1]
['гіисахъ', 1]
['гіайиб-гъвелалда', 1]
['ціурал', 1]
['гьелгун', 1]
['квана-гьекъолев', 1]
['рехъалъа', 1]
['ичіабгоги', 1]
['тіагіараб', 1]
['батизегіан', 1]
['мегіер-гіалах', 1]
['тируларев', 1]
['гъежда', 1]
['баччула', 1]
['зобалаздаги', 1]
['мунапикъ', 1]
['кколарев', 1]
['ичіго', 1]
['муъминчи', 1]
['сабаблъуналдаса', 1]
['диргьамалъул', 1]
['чирахъги', 1]
['балагьичіого', 1]
['толей', 1]
['йикіунищ', 1]
['диргьам', 1]
['малаикзабиги', 1]
['рохула', 1]
['мунапикъасдаса', 1]
['хадубги', 1]
['бикьун', 1]
['къоялдасан', 1]
['бутіаги', 1]
['рикікіадаб', 1]
['пучго', 1]
['саяхъго', 1]
['букіанщинаб', 1]
['гіарацги', 1]
['хвезабун', 1]
['язихълъун', 1]
['досги', 1]
['болъонал', 1]
['хьихьизе', 1]
['гіалахалде', 1]
['болъоназе', 1]
['кванангіаги', 1]
['гьебгицин', 1]
['биччалеб', 1]
['гіакълуялде', 1]
['къавулъги', 1]
['гіунги', 1]
['вакъуца', 1]
['холев', 1]
['хіалтіухъанлъун', 1]
['восе', 1]
['рикікіадасанго', 1]
['къочарун', 1]
['инсуцайин', 1]
['рагьтіателазда', 1]
['килщида', 1]
['баргъичги', 1]
['ххе', 1]
['хьиталги', 1]
['хъве', 1]
['рохел-ихтилат', 1]
['кочіолги', 1]
['кьурдулги', 1]
['сах-саламат', 1]
['ватиялдаса', 1]
['хъвезабунин', 1]
['къабуллъуларого', 1]
['инсуе', 1]
['гьалщинал', 1]
['соназ', 1]
['хіуччдаса', 1]
['таричіого', 1]
['бурутіцин', 1]
['гьудулзабигун', 1]
['хъахібабазда', 1]
['бече', 1]
['хъвезабун', 1]
['бертин-той', 1]
['мал-мулкалъул', 1]
['хъулухъчи', 1]
['мал-мулк', 1]
['чіунтизабулеб', 1]
['гьесилан', 1]
['бачіаралъулги', 1]
['харж', 1]
['гьабуралъулги', 1]
['сияхі', 1]
['хъулухъалда', 1]
['хъулухъчияс', 1]
['вахъулев', 1]
['гьанкіизе', 1]
['гьардухъ', 1]
['намуслъула', 1]
['хважаинасул', 1]
['налъулал', 1]
['батіа-батіаго', 1]
['жиндихъего', 1]
['тіоцеве', 1]
['ахіарасда', 1]
['хважаинасе', 1]
['рагі', 1]
['кагъат', 1]
['къали', 1]
['бициндал', 1]
['кагъатги', 1]
['ункъого', 1]
['хважаинас', 1]
['веццулаан', 1]
['сихіиргони', 1]
['гьабунин', 1]
['ишилан', 1]
['къачіалел', 1]
['гіадал', 1]
['сихіирал', 1]
['къачіалездаса', 1]
['ричун', 1]
['росе', 1]
['хутіараб', 1]
['гьитіихіинаб', 1]
['бегьулев', 1]
['кіудиялъулги', 1]
['гьитіиналъулъ', 1]
['гьабурас', 1]
['кіудиялъулъги', 1]
['рекікі', 1]
['унго-унгояб', 1]
['нужерабгоги', 1]
['кьелеб', 1]
['вокьила', 1]
['цоясе', 1]
['цогидасе', 1]
['тіаса-масаго', 1]
['аллагьасеги', 1]
['боціи-рикъзиялъеги', 1]
['гіисахъги', 1]
['вализабилъун', 1]
['лъалебха', 1]
['жиб', 1]
['къабихіаб', 1]
['яхіяде', 1]
['щвезегіанги', 1]
['диналъул', 1]
['къанун', 1]
['щивас', 1]
['хіалица', 1]
['хіарп', 1]
['бортизегіан', 1]
['йиччан', 1]
['ячаравщинав', 1]
['чіужуялда', 1]
['мунагьги', 1]
['зиналъун', 1]
['росасдаса', 1]
['ятіалъарай', 1]
['ячарав', 1]
['зиначи', 1]
['дарай-зарбал', 1]
['гіуціулеб', 1]
['черхалде', 1]
['чанхъ', 1]
['гьардухъанги', 1]
['кавудул', 1]
['сурпаялдаса', 1]
['хутіа-кіучараб', 1]
['квен-тіехгіаги', 1]
['тіадежоялъеги', 1]
['рекерун', 1]
['гьабзаз', 1]
['чанхъаз', 1]
['пакъир', 1]
['аварагасда', 1]
['вукъана', 1]
['жужахіалъув', 1]
['рорхун', 1]
['рикікіадасан', 1]
['аварагги', 1]
['лазарги', 1]
['ціадулъ', 1]
['вежулев', 1]
['маціалда', 1]
['реччел', 1]
['килищги', 1]
['щвезабе', 1]
['лазариейин', 1]
['квешабщинаб', 1]
['хіалхьун', 1]
['витіилев', 1]
['кікіал', 1]
['гьенирехун', 1]
['бокьаразе', 1]
['гьанирехун', 1]
['рачіинеги', 1]
['рукіаян', 1]
['гіазабалъул', 1]
['дозие', 1]
['гіенеккеян', 1]
['гіенеккуларо', 1]
['цогіаги', 1]
['вачіани', 1]
['кантіила', 1]
['руссина', 1]
['мусахъги', 1]
['аварагзабазухъги', 1]
['гіенеккуларел', 1]
['чиясдаги', 1]
['инсан', 1]
['ккезавулеб', 1]
['лъугьинчіого', 1]
['божулезда', 1]
['гіадинав', 1]
['пулан', 1]
['мунагьалде', 1]
['ціазегіан', 1]
['букіинаан', 1]
['гьобоги', 1]
['ралъдалъе', 1]
['рехани', 1]
['бадибчівай', 1]
['рекіекълъани', 1]
['къода', 1]
['анкьабго', 1]
['рекіекълъанилан', 1]
['ціикікіинабе', 1]
['мугьгіанасеб', 1]
['божигун', 1]
['кьолболъа', 1]
['тіубазабилаан', 1]
['цонигиясул', 1]
['векьарун', 1]
['свакан', 1]
['рохьдодаса', 1]
['абулищ', 1]
['гіаксалда', 1]
['абуларищ', 1]
['квана-гьекъеян', 1]
['тіубазабуралъухъ', 1]
['лагъасе', 1]
['гьабурабщинаб', 1]
['гьабичіин', 1]
['нижецаян', 1]
['самариялъулги', 1]
['галилеялъулги', 1]
['гіорхъудасан', 1]
['дандеккана', 1]
['рикікіадегіан', 1]
['кашишзабазухъе', 1]
['раціціалъун', 1]
['чурхдул', 1]
['раціціалъана', 1]
['накалдаги', 1]
['гьевни', 1]
['самариялдаса', 1]
['сахлъичіевищ', 1]
['ичіавго', 1]
['кивеха', 1]
['ккечіебищха', 1]
['гьавунин', 1]
['гьикъидал', 1]
['абиларо', 1]
['доле', 1]
['нужелъин', 1]
['къогіаги', 1]
['гіащикълъараб', 1]
['гіенеккуге', 1]
['паркъун', 1]
['умматалъ', 1]
['гіадаб', 1]
['рачунел', 1]
['россабазе', 1]
['гамида', 1]
['тіупан', 1]
['тіуна', 1]
['махлукъат', 1]
['гьекъолел', 1]
['бичулел', 1]
['хисулел', 1]
['хурзал', 1]
['рекьулел', 1]
['минаби', 1]
['содом', 1]
['ціадулги', 1]
['чіабтіилги', 1]
['ціад', 1]
['мехалъги', 1]
['тіохда', 1]
['къайи-къоноялда', 1]
['рещтіунгеян', 1]
['хутіаралда', 1]
['тіадвуссунгеян', 1]
['чіужуялъул', 1]
['чіезабе', 1]
['ціунизеян', 1]
['боснор', 1]
['регун', 1]
['кіигоязул', 1]
['вачина', 1]
['гіаті', 1]
['ххенолей', 1]
['чіужугіаданалъул', 1]
['цояй', 1]
['ячина', 1]
['чудкал', 1]
['ракіарула', 1]
['ккеялъул', 1]
['бегьунгутіиялъул', 1]
['аллагьасукьаги', 1]
['гіадамазукьаги', 1]
['нечоларев', 1]
['ячіуней', 1]
['къадиясухъе', 1]
['дагібадуласдаса', 1]
['ціунеян', 1]
['хіинкъуларо', 1]
['гіадамазукьа', 1]
['нечоларо', 1]
['гьадай', 1]
['къваригіел', 1]
['нахъаса', 1]
['гьание', 1]
['сверизабила', 1]
['бихьулищ', 1]
['рикікіунарев', 1]
['къадиясулгицин', 1]
['ціобалде', 1]
['ахіделел', 1]
['рищарал', 1]
['аллагьасги', 1]
['ціуниларищ', 1]
['мурад', 1]
['кватіилищ', 1]
['ціунила', 1]
['батиладай', 1]
['вализабийиланги', 1]
['дугіаялъе', 1]
['фарисеявги', 1]
['вижичіелъул', 1]
['хъачагъазда', 1]
['макручагіазда', 1]
['зиначагіазда', 1]
['щварабщиналъул', 1]
['хайиралъул', 1]
['чийин', 1]
['зодихъе', 1]
['руссинаризецин', 1]
['намуслъун', 1]
['керенги', 1]
['ккуни', 1]
['ціикікіунго', 1]
['гіисинал', 1]
['бахъеян', 1]
['риччанте', 1]
['квекіен', 1]
['гьединазейин', 1]
['гьабичіев', 1]
['щвеялъе', 1]
['лъикіавилан', 1]
['зина', 1]
['ціогьодуге', 1]
['гьересинугілъи', 1]
['эбел-инсул', 1]
['адаб-хъатир', 1]
['гіолохъанаб', 1]
['мехалдасаго', 1]
['тіуразарулел', 1]
['биче', 1]
['насиблъила', 1]
['пашманлъана', 1]
['захімалъулеб', 1]
['рукікіадул', 1]
['ролъиялъусан', 1]
['вараниялъего', 1]
['чиясеялдаса', 1]
['хвасарлъизе', 1]
['чигіаги', 1]
['щивдайха', 1]
['инсанасда', 1]
['кіоларебги', 1]
['нижерго', 1]
['рилълъана', 1]
['мина-рукъги', 1]
['лъимал-хъизанги', 1]
['вацал-яцалги', 1]
['ціикікіараб', 1]
['щвечіого', 1]
['насиблъичіого', 1]
['аварагзабазда', 1]
['тіубала', 1]
['тударила', 1]
['вухила-кьабила', 1]
['чіаголъила', 1]
['ракьанда', 1]
['кіусун', 1]
['аскіосан', 1]
['ккарабилан', 1]
['гьанисан', 1]
['ахідана', 1]
['цересан', 1]
['вуціціун', 1]
['чіезавизе', 1]
['лъалхъун', 1]
['вачеян', 1]
['валагье', 1]
['чагіазул', 1]
['бетіерлъун', 1]
['вугевали', 1]
['бажарулеб', 1]
['къокъав', 1]
['цевегіанги', 1]
['гъотіотіе', 1]
['гъотіокье', 1]
['закайида', 1]
['духъ', 1]
['гъотіодаса', 1]
['гъоркьеги', 1]
['зурзудизе', 1]
['анин', 1]
['гьоболлъухъилан', 1]
['закайица', 1]
['бечелъиялъул', 1]
['гуккарав', 1]
['ункъиде', 1]
['бахинабун', 1]
['рилун', 1]
['ругелазда', 1]
['ралагьизейин', 1]
['гьаризегийин', 1]
['харбазухъ', 1]
['бачіинилан', 1]
['наслу-тухумалъул', 1]
['халкъалъулги', 1]
['рагьтіателги', 1]
['щивасухъе', 1]
['меседил', 1]
['гъурущ', 1]
['тіадвуссинегіан', 1]
['пайда-хайиралъе', 1]
['хіалтіизабеянги', 1]
['хадурго', 1]
['рази', 1]
['ханлъиги', 1]
['ахіейилан', 1]
['кигіанасеб', 1]
['пайда-хайир', 1]
['щвезабун', 1]
['божилъиялъе', 1]
['бихьизабуна', 1]
['лъабабилев', 1]
['квербаціціалда', 1]
['макирав', 1]
['хайиралъе', 1]
['хіалтіизабичіеб', 1]
['хайиргун', 1]
['щвелаангури', 1]
['рукіараздаги', 1]
['гъоб', 1]
['бугесухъе', 1]
['гъосухъ', 1]
['гьадинги', 1]
['бугевщинасе', 1]
['букіинчіел', 1]
['тушбабийин', 1]
['цереги', 1]
['чівай', 1]
['бетфагиялде', 1]
['гьудуб', 1]
['лъугьаралго', 1]
['рекіинчіеб', 1]
['рухьадасаги', 1]
['бачунебан', 1]
['аразда', 1]
['бетіергьабаз', 1]
['гьодиде', 1]
['рехана', 1]
['партал', 1]
['кіартида', 1]
['рекіинавуна', 1]
['тіибитіулеб', 1]
['тіолалго', 1]
['роха-хинлъун', 1]
['рихьизарурал', 1]
['мугіжизатазухъ', 1]
['турки', 1]
['парччахіасда', 1]
['букіаги', 1]
['руккалилъ', 1]
['ахідела', 1]
['шагьаралъухъ', 1]
['къоялъгіаги', 1]
['лъалебаниха', 1]
['саламалъиялъе', 1]
['къваригіунебали', 1]
['хъулбиги', 1]
['тушбабаз', 1]
['кисанго', 1]
['къан', 1]
['лъугьинабила', 1]
['хутіиларо', 1]
['кибниги', 1]
['дуй', 1]
['лъачіелъул', 1]
['ричарулел', 1]
['рукъалда', 1]
['как-диналъул', 1]
['хъачагъазул', 1]
['нохъоялде', 1]
['сверизабун', 1]
['чіухіби-хіакимзабаз', 1]
['бицунев', 1]
['кашишзаби', 1]
['зобалаздасанищ', 1]
['гіадамаздасанищ', 1]
['божичіелилан', 1]
['гіадамаздасан', 1]
['ганчіица', 1]
['букіарабали', 1]
['бицинаро', 1]
['ихтияралдалъун', 1]
['ах', 1]
['ахихъабазухъе', 1]
['ижараялъе', 1]
['барщараб', 1]
['ижарачагіазухъе', 1]
['кьейин', 1]
['абейилан', 1]
['вухун', 1]
['вухун-кьабун', 1]
['лъукъ-лъукъун', 1]
['гьабилебилан', 1]
['витіила', 1]
['гьесулгіаги', 1]
['хіурмат', 1]
['ижарачагіаз', 1]
['ирсилав', 1]
['ирсги', 1]
['ахикьа', 1]
['ижарачагіазе', 1]
['вачіинеги', 1]
['цогидазухъе', 1]
['гіенеккараз', 1]
['ціунагийилан', 1]
['калимаялъул', 1]
['щибали', 1]
['лъалищ', 1]
['къадалъ', 1]
['лъезецин', 1]
['ярагьунарилан', 1]
['къадахъабаз', 1]
['битіахъе', 1]
['цололъ', 1]
['ганчіиде', 1]
['вортаравщинавги', 1]
['речічіаравги', 1]
['чіинтіизе', 1]
['гіалимзабазе', 1]
['кашишзабазе', 1]
['тіамизе', 1]
['халкъалъукьа', 1]
['бачараб', 1]
['жасусал', 1]
['раціціадал', 1]
['хіалбихьеян', 1]
['сардарасда', 1]
['гіайиб-хатіа', 1]
['жасусаз', 1]
['рагіиги', 1]
['гьурмахъ', 1]
['гіамалги', 1]
['малъиги', 1]
['бегьулебищ', 1]
['бегьуларебищ', 1]
['бихьея', 1]
['суратги', 1]
['хъвай-хъвагіайги', 1]
['къайсарасул', 1]
['къайсарасулаб', 1]
['аллагьасулаб', 1]
['жасусазухъаги', 1]
['гіисахъа', 1]
['жавабалъ', 1]
['рахъине', 1]
['рукіиналде', 1]
['саддукеял', 1]
['мусаца', 1]
['хвани', 1]
['хутіичіони', 1]
['яче', 1]
['къинчіого', 1]
['гьабилалдего', 1]
['хадусев', 1]
['цо-цоккун', 1]
['анкьавго', 1]
['ахиралда', 1]
['росасул', 1]
['лъадилъун', 1]
['чіужулъун', 1]
['йикіине', 1]
['бихьиназ', 1]
['лъудбиги', 1]
['рачуна', 1]
['россабазеги', 1]
['рукъалъе', 1]
['мустахіикълъаразул', 1]
['холаро', 1]
['бащалъулелъул', 1]
['чіаголъизарурал', 1]
['лъималлъунги', 1]
['кколелъул', 1]
['бухіунго', 1]
['лъугіулареб', 1]
['хъархъилъан', 1]
['рагіанин', 1]
['исхіакъил', 1]
['гьаракьилан', 1]
['мусацаги', 1]
['бихьизабулеб', 1]
['чіагоязул', 1]
['киналгоги', 1]
['чіагоял', 1]
['бахіарчилъи', 1]
['гіечіо', 1]
['масихіилан', 1]
['забуралда', 1]
['чіезаризегіан', 1]
['бетіергьанилан', 1]
['рагіиледухъ', 1]
['гіалимзабаздаса', 1]
['гіабабиги', 1]
['къоролзабазул', 1]
['кванала', 1]
['рихьдаего', 1]
['дугіаби', 1]
['гьабунагіан', 1]
['капекалъул', 1]
['багьаяб', 1]
['рехулей', 1]
['йихьана', 1]
['садакъа', 1]
['тіокілъун', 1]
['долъин', 1]
['хіажат', 1]
['букіаниги', 1]
['къадазулъ', 1]
['ганчіазул', 1]
['берцинлъи', 1]
['бихьуларищилан', 1]
['сайигъатаз', 1]
['чіухіизабун', 1]
['куцилан', 1]
['бихьулебщинаб', 1]
['хутіичіого', 1]
['къосинаризе', 1]
['чанги', 1]
['вугелъулха', 1]
['щванилан', 1]
['рагъ-кьалги', 1]
['тунка-гіусиги', 1]
['гіемерлъун', 1]
['рагіани', 1]
['гьелдасаги', 1]
['гьедигіан', 1]
['щоларо', 1]
['ханлъиялде', 1]
['кіанціила', 1]
['багъарила', 1]
['бакі-бакіалда', 1]
['унта-щокълъи', 1]
['баккила', 1]
['балагьал', 1]
['рачина', 1]
['парччахізабазда', 1]
['наибзабазда', 1]
['чіезарила', 1]
['нугілъи', 1]
['кьелебали', 1]
['кколареблъиялда', 1]
['ракічіезабе', 1]
['дандечіезе', 1]
['дагібадулазухъа', 1]
['бажарулареб', 1]
['пасихілъиги', 1]
['гіакъиллъиги', 1]
['хилиплъила', 1]
['вацал', 1]
['чівазеги', 1]
['бутіруздаса', 1]
['расги', 1]
['бортизе', 1]
['гьечіебха', 1]
['сабруялдалъун', 1]
['рухіал', 1]
['боял', 1]
['чіунтулеб', 1]
['мугірузде', 1]
['лъута', 1]
['тіурун', 1]
['жанирего', 1]
['лъугьунгеян', 1]
['къисас', 1]
['ритіухълъизе', 1]
['хъварабщинаб', 1]
['къинал', 1]
['руччабазе', 1]
['каранда', 1]
['хахулел', 1]
['улбузе', 1]
['букіинаха', 1]
['къварилъи-гіазаб', 1]
['хвалчабаз', 1]
['къотіаралги', 1]
['улкабазде', 1]
['асирлъун', 1]
['аралги', 1]
['мерхьина', 1]
['бакъ-моціалъул', 1]
['цівабзазул', 1]
['ракьалдайин', 1]
['хъудиялъ', 1]
['карачалабазул', 1]
['хъуялъ', 1]
['хіинкъизарурал', 1]
['рихха-хочун', 1]
['балагьазухъ', 1]
['чіеялъги', 1]
['хіинкъиялъги', 1]
['гіакълуялдаса', 1]
['къвакіарал', 1]
['зобал', 1]
['гьаргьадизе', 1]
['гьебмехалда', 1]
['вихьила', 1]
['парчаялда', 1]
['гучалда', 1]
['къудраталда', 1]
['загьирлъаралго', 1]
['тархъанлъилъидал', 1]
['гъотіохъ', 1]
['гъутібузухъ', 1]
['гъутіби', 1]
['гіурччинлъун', 1]
['рии', 1]
['гьелдаго', 1]
['рицарал', 1]
['тіагіаниги', 1]
['гьекъолдун', 1]
['пасалъун', 1]
['магіишаталъул', 1]
['тіалаб-агъаз', 1]
['бицалъизе', 1]
['къор', 1]
['бачіине', 1]
['махлукъаталде', 1]
