['пуная', 303]
['алгъадаркай', 1]
['амегьан', 1]
['гіадара', 1]
['ттагьтегуна', 1]
['дифу', 1]
['гіай', 1]
['кьуватна', 1]
['хъучучіугуна', 1]
['кіуранихъра', 1]
['кіурарихъра', 1]
['гебуриъ', 1]
['тук', 1]
['архъай', 1]
['гіул', 1]
['хъучавеяф', 1]
['педегьенттара', 1]
['аларкьвай', 1]
['дуьйилас', 1]
['ерусалимдихъас', 1]
['амилгвасе', 1]
['тіабариъ', 1]
['архьаттис', 1]
['тіабар', 1]
['гьахъунаф', 1]
['адаф', 1]
['хъучадес', 1]
['кке', 1]
['бедбахттвелариккес', 1]
['ккеттархьас', 1]
['гъузанас', 1]
['сув', 1]
['кіунтіалди', 1]
['хъучавей', 1]
['вакилакес', 1]
['ягьуда-искариут', 1]
['вакилаъ', 1]
['ягьудайи', 1]
['маллабурихъайна', 1]
['хіаттихъай', 1]
['ягьудайис', 1]
['гьудава', 1]
['хіуьчіан', 1]
['вахттунихъ', 1]
['руккай', 1]
['хьеттин', 1]
['гвар', 1]
['гьегин', 1]
['ачаях', 1]
['ачавере', 1]
['мегіелимди', 1]
['гъуланде', 1]
['агваракьасе', 1]
['дуьхуьна', 1]
['джикіина', 1]
['ккерхьагунас', 1]
['іуьтіанасттава', 1]
['дахьудегьен', 1]
['ма', 1]
['ухасттава', 1]
['ирціандеяф', 1]
['іелегуна', 1]
['кіиркіугуна', 1]
['аларта', 1]
['иилди', 1]
['са-сайис', 1]
['хьегіас', 1]
['паччагьари', 1]
['биціиф', 1]
['гигь', 1]
['гьуруцаяф', 1]
['азиятар', 1]
['гъадивунаттар', 1]
['тахттарил', 1]
['тухумдин', 1]
['иблисас', 1]
['гіаттирхіас', 1]
['кьурагіас', 1]
['ттузар', 1]
['гіаттирхіаф', 1]
['дагулурай', 1]
['чуппарин', 1]
['хъугъувелла', 1]
['дусттагъидира', 1]
['вакиларифас', 1]
['шумар', 1]
['гьикугуна', 1]
['гьудуркіуф', 1]
['хьунев', 1]
['папушникіра', 1]
['чіиліанна', 1]
['хъудатти', 1]
['къундж', 1]
['ханджалла', 1]
['закунар', 1]
['хіисабсуз', 1]
['пунаттар', 1]
['чіевене', 1]
['гисалди', 1]
['тіемехівелариъ', 1]
['гебуригьас', 1]
['манзили', 1]
['ккеттив', 1]
['гіезабиккес', 1]
['эмкі', 1]
['иин', 1]
['тіинкіар', 1]
['гьучушуная', 1]
['ученикаригьди', 1]
['гъархьунаттар', 1]
['тіемехівелдиъ', 1]
['гисагьди', 1]
['гьахьуная', 1]
['ціеіуйигіас', 1]
['икіас', 1]
['мачра', 1]
['ирціандеяв', 1]
['ханджалар', 1]
['аттивав', 1]
['ханджалилди', 1]
['алдихьуная', 1]
['малайин', 1]
['хіаттарис', 1]
['къуджабурис', 1]
['къачагъ', 1]
['адеттар', 1]
['ханджаларна', 1]
['ресар', 1]
['авейи', 1]
['гъадивундава', 1]
['маллайин', 1]
['хіеятин', 1]
['къараваш-руша', 1]
['ачадаркуна', 1]
['петтруйиъ', 1]
['гьегебурихъай', 1]
['джуьреттира', 1]
['хъуттурфуная', 1]
['петтруйихъ', 1]
['юркіурак', 1]
['гьайтіуна', 1]
['йирхіуф', 1]
['келхъен', 1]
['чіалар', 1]
['аттивуная', 1]
['хъугъасттава', 1]
['хъугъафттава', 1]
['есттава', 1]
['гьалдилас', 1]
['фиттис', 1]
['унихьуне', 1]
['аркьаяттари', 1]
['ягіархьуне', 1]
['адихьаяф', 1]
['ккесардис', 1]
['адартаяф', 1]
['маллабурисра', 1]
['хъучучіуна', 1]
['учингъилди', 1]
['иродалди', 1]
['иродра', 1]
['унихьунахіела', 1]
['маллабурна', 1]
['гуджунилди', 1]
['эскерарира', 1]
['келхъуьная', 1]
['ягъанин', 1]
['иродна', 1]
['авала', 1]
['маллабура', 1]
['хіекимара', 1]
['кикіая', 1]
['тахсирарикес', 1]
['иродара', 1]
['хьелди', 1]
['фат', 1]
['хьибудпегелайра', 1]
['мертти', 1]
['ккандегъилди', 1]
['дусттагъиас', 1]
['адат', 1]
['гъагуна', 1]
['хъучикуная', 1]
['кейхьа', 1]
['кирена', 1]
['дишагьлибур', 1]
['шиниккварихъас', 1]
['кидаваттар', 1]
['дахуруттар', 1]
['бизи', 1]
['даеттар', 1]
['дагьарарис', 1]
['алахъ', 1]
['кіунтіарис', 1]
['кичадив', 1]
['гъазе', 1]
['ціаб', 1]
['адахъуна', 1]
['рукъу', 1]
['къачагъра', 1]
['келла', 1]
['кейхьуная', 1]
['къачагъара', 1]
['гебурилас', 1]
['хіекимар', 1]
['ухіурай', 1]
['эскерара', 1]
['сирка', 1]
['гьучагъай', 1]
['кіилихъ', 1]
['кейхьуна', 1]
['гучіайду', 1]
['джайнаттиъ', 1]
['ціеіударис', 1]
['мучі', 1]
['хьибударисттегьен', 1]
['мукьуйик', 1]
['парда', 1]
['яіанилас', 1]
['чіургъуна', 1]
['гъилиди', 1]
['иціандея', 1]
['гьегера', 1]
['дивуная', 1]
['кидавуйи', 1]
['гъурданф', 1]
['далгъуная', 1]
['ягіаттара', 1]
['вархайилас', 1]
['хъуттурфанди', 1]
['аттивуна', 1]
['диванил', 1]
['ягіударин', 1]
['аримафей', 1]
['паччагьвелдихъ', 1]
['пилатагьди', 1]
['кеттивуна', 1]
['кафанигі', 1]
['некьвдиъ', 1]
['гегунасттегьен', 1]
['джуміе', 1]
['некьвра', 1]
['икіайра', 1]
['ччамар', 1]
['ликіинаф', 1]
['элхіед', 1]
['некьвдигь', 1]
['гьихьуна', 1]
['ачадархьай', 1]
['иціан', 1]
['агьукіуная', 1]
['кеттихъас', 1]
['руцаф', 1]
['кіинаттаригі', 1]
['андава', 1]
['лик', 1]
['алирхіасе', 1]
['тик', 1]
['некьваригьас', 1]
['вакиласра', 1]
['магдалина-майрамра', 1]
['югьанара', 1]
['хъиртіанди', 1]
['ахъаркьаттар', 1]
['хумбарихъ', 1]
['гъагьархьуна', 1]
['алчикіуна', 1]
['кафанар', 1]
['эммаус', 1]
['километр', 1]
['хьуттар', 1]
['ягіардахьас', 1]
['аркьаяттар', 1]
['пушмалди', 1]
['клеупа', 1]
['агъатти', 1]
['дагіаяф', 1]
['курарилдира', 1]
['маллабурина', 1]
['хіекимари', 1]
['кейхьуне', 1]
['гъузунуйи', 1]
['азад', 1]
['чагьди', 1]
['четтарикес', 1]
['адаттар', 1]
['яваштти', 1]
['хъугъа', 1]
['пунаттарихъ', 1]
['ликіинаттарин', 1]
['мусайилас', 1]
['гьучарукьуная', 1]
['гудж', 1]
['гьадартай', 1]
['гагьра', 1]
['чахъай', 1]
['экьугуна', 1]
['дахъуттар', 1]
['тегіде', 1]
['вакил', 1]
['симонагьди', 1]
['адинуйи', 1]
['іуйира', 1]
['ягіархьунчин', 1]
['гебуригіди', 1]
['кіакіар', 1]
['лидегьен', 1]
['гъиларихъ', 1]
['лекарихъ', 1]
['ирккар', 1]
['авефттава', 1]
['гишттира', 1]
['гъиларна', 1]
['хъугъас', 1]
['уджуна', 1]
['пунуйи', 1]
['закунира', 1]
['пайгъамбарарин', 1]
['китабариъра', 1]
['забуриъра', 1]
['аларкьуна', 1]
['китабарин', 1]
['шигьидар', 1]
['рукьуна', 1]
['гъадивуна', 1]
['ученикаригьас', 1]
['агъафайшуная', 1]
['алирхіуная', 1]
