['э', 1393]
['нуне', 1]
['доноре', 1]
['мундебогьоре', 1]
['дуланмиши', 1]
['рафденки', 1]
['сер-сифет', 1]
['косибе-юхусуле', 1]
['диренки', 1]
['хэйрбу', 1]
['косибуьм', 1]
['кор-чи', 1]
['кем-биш', 1]
['нуми', 1]
['нунмере', 1]
['варасденге', 1]
['нунтуьре', 1]
['михурим', 1]
['мердевоз', 1]
['дуьлхуьрд-могъбул', 1]
['гисней', 1]
['хэсдеи', 1]
['гьолоке', 1]
['нечаруьсде', 1]
['гъово', 1]
['далдее', 1]
['вихде', 1]
['шеве', 1]
['гировунде', 1]
['кундигъо', 1]
['поисдигьо', 1]
['шенде-хэребе', 1]
['есиёви', 1]
['ещик', 1]
['мундигьо', 1]
['кембиш', 1]
['гiорде', 1]
['хэми', 1]
['дегесунд', 1]
['буржунд', 1]
['килово', 1]
['сесгьо', 1]
['пертовуш', 1]
['диромоге', 1]
['жуьргiэтиревоз', 1]
['жигеи', 1]
['тов', 1]
['вегирденуьм', 1]
['дечиренуьм', 1]
['вежегьисденуьм', 1]
['гьург', 1]
['марасо', 1]
['хуби…', 1]
['верс', 1]
['доргъой', 1]
['жерге', 1]
['лигегьой', 1]
['сироиме', 1]
['ширини', 1]
['доренигьо', 1]
['мохбере', 1]
['веним', 1]
['гуфдирениге', 1]
['хокорулугъи', 1]
['хуьмгьо', 1]
['хокоругьоре', 1]
['пес-пес', 1]
['денишуьм', 1]
['дуьшменгьой', 1]
['чогъолгьо', 1]
['равуьсде-равуьсде', 1]
['гурьде', 1]
['вирихденуьм', 1]
['гъэгьрме', 1]
['хуъмгьоре', 1]
['хокоруревоз', 1]
['мибисдорум', 1]
['духдери', 1]
['асдарай', 1]
['себэхьиревоз', 1]
['гiэзори', 1]
['кун', 1]
['милос', 1]
['мигьилуъ', 1]
['за', 1]
['жерэхьгьо', 1]
['недануьсдуьт', 1]
['мидануьгьо', 1]
['гурунде', 1]
['гiэзор', 1]
['гелеи', 1]
['оммоге', 1]
['вадарафдуьт', 1]
['буравтгу', 1]
['ихдилотгьой', 1]
['гирдебу', 1]
['вегуърде', 1]
['дечиребу', 1]
['нераси', 1]
['пертево', 1]
['вечи', 1]
['суърхи', 1]
['эршефигьоре', 1]
['тогьор', 1]
['бугьолухъе', 1]
['чупоне', 1]
['пенже', 1]
['куьшд', 1]
['гъэреулгьой', 1]
['исфогьон', 1]
['жерэхь', 1]
['гъереулчигъо', 1]
['вогошдут', 1]
['дебердуьт', 1]
['палшогь', 1]
['эу', 1]
['гуфдирембуге', 1]
['жерэхьгьойге', 1]
['несохдге', 1]
['жерэхьэ', 1]
['зимзерд', 1]
['лэгъэр', 1]
['зэгiиф', 1]
['дегшдебу', 1]
['муьрдере', 1]
['хогьиш', 1]
['бигьилуъ', 1]
['нечогъэвоз', 1]
['бонилей', 1]
['кемтере', 1]
['вегирдебугьоре', 1]
['лэгiей', 1]
['фуберде', 1]
['чорек', 1]
['сэгiэтиш', 1]
['супенжее', 1]
['гъутинегьой', 1]
['ранг', 1]
['чумгьоре', 1]
['томошеревоз', 1]
['кесигере', 1]
['луьхьуьфе', 1]
['падшогь-хуьсуьр', 1]
['вих', 1]
['кутэхьэ', 1]
['хумгьой', 1]
['гъелече', 1]
['одомигьоре', 1]
['буйругь', 1]
['векенуь', 1]
['эзунжо', 1]
['доргьой', 1]
['гiэселире', 1]
['биерут', 1]
['корут', 1]
['нуъшд', 1]
['палшогьи', 1]
['нуьшдеи', 1]
['гiонигьо', 1]
['косибгьо', 1]
['етимгьо', 1]
['зенгьоре', 1]
['нунвойхоне', 1]
['юловчигьоре', 1]
['кире', 1]
['нисдиге', 1]
['бигъил', 1]
['падшогьети', 1]
['сохугу', 1]
['гешди', 1]
['хуьшдечуьтам', 1]
['косиб-гiони', 1]
['шелбет', 1]
['сергъузе', 1]
['парае', 1]
['дурра', 1]
['тирохгьо', 1]
['вомунде-вомунде', 1]
['юловчие', 1]
['бугьо', 1]
['гъэревулгьой', 1]
['биёрут', 1]
['дивон-хоне', 1]
['овурденге', 1]
['нешинохд', 1]
['хьисобовоз', 1]
['кориге', 1]
['гумон', 1]
['юлховчи-овореуьм', 1]
['гъэчэгъ', 1]
['усолиш', 1]
['хэзинейме', 1]
['зигьи', 1]
['нуьшденге', 1]
['гирденге', 1]
['гьишденге', 1]
['лугъме', 1]
['вахуьшде', 1]
['кугьне', 1]
['хьэйвугьоревоз', 1]
['пэхъни', 1]
['дироморут', 1]
['десинере', 1]
['суфде', 1]
['вохурдеймгьо', 1]
['мепуьрс', 1]
['омори…', 1]
['ведешендуьм', 1]
['дечируьм', 1]
['ёсиёв', 1]
['рузинеймере', 1]
['жеиге', 1]
['ведиром', 1]
['гiэзроиле', 1]
['мирасиге', 1]
['пустиш', 1]
['нимунд', 1]
['вирихдуьм', 1]
['девлетмере', 1]
['гьовойтуьш', 1]
['могъбуле', 1]
['чуътам', 1]
['нибошум', 1]
['векенди', 1]
['догьой', 1]
['берди', 1]
['мундем', 1]
['гiэселсуьз', 1]
['вокурди-', 1]
['гирисдере', 1]
['жумунде', 1]
['сохдебируьм', 1]
['вегирди', 1]
['пушово', 1]
['сургьоймуре', 1]
['гуфдиреки', 1]
['дебири', 1]
['гофгьоймуре', 1]
['шиновусди', 1]
['гьэйсэгiэтиш', 1]
['гешдим', 1]
['офдимге', 1]
['нешумой', 1]
['ведешеним', 1]
['шиновусдки', 1]
['хьэйвугьоре', 1]
['куьнжгьоре', 1]
['киреш', 1]
['неофдуьт', 1]
['биригьо', 1]
['хьурш', 1]
['ведешендуьт', 1]
['сиб', 1]
['овусунере', 1]
['хундогоре111', 1]
['сале', 1]
['гирошдебу', 1]
['нехосдебу', 1]
['супой', 1]
['терсиренбу', 1]
['хосдге', 1]
['середердигьой', 1]
['омбари', 1]
['гъуншигьо', 1]
['мигуфдируьт', 1]
['мидешендуьт', 1]
['мердгьой', 1]
['хою', 1]
['вегирденбу', 1]
['гуфдирегьой', 1]
['гушиге', 1]
['медешенд', 1]
['хосдоре', 1]
['вегирденбуге', 1]
['эхир-эхириш', 1]
['хосдениге', 1]
['сие-гьэре', 1]
['чумгьош', 1]
['хьир', 1]
['уьсделуьге', 1]
['чупур-чупури', 1]
['фадире', 1]
['сула-сула', 1]
['дедешуре', 1]
['мизендуь', 1]
['хогь', 1]
['холу', 1]
['неберд', 1]
['эжигей', 1]
['духдеригеш', 1]
['терсире', 1]
['гiэдот', 1]
['бебегьо', 1]
['жэгiми', 1]
['венуь', 1]
['метлебевоз', 1]
['кергелуь', 1]
['хурузе', 1]
['куьф', 1]
['пуле', 1]
['бэхшгьоре', 1]
['дерд-дуьл', 1]
['кор-хьол', 1]
['гьечини', 1]
['гьерсей', 1]
['делине', 1]
['хэйлогъини', 1]
['немунум', 1]
['дуьлжэгiми-имиди', 1]
['хьомолиме', 1]
['когъозе', 1]
['хьэйкел-тилисим', 1]
['хьэйкеле', 1]
['дух', 1]
['кишдитуь', 1]
['оринегьоре', 1]
['биреиревоз', 1]
['незенд', 1]
['хьомоле', 1]
['недануьсдеи', 1]
['гъурлугъи', 1]
['эзумогьойлеревоз', 1]
['зенде', 1]
['кенуь', 1]
['бурав', 1]
['эгъуьлсуьз', 1]
['гiэилтуьре', 1]
['норей', 1]
['сеимуьне', 1]
['худош', 1]
['войгейтуьре', 1]
['нивою', 1]
['вессиге-весси', 1]
['эгененер', 1]
['дорениге', 1]
