['са', 951]
['кiамаш', 1]
['няметар', 1]
['пуьркьвед', 1]
['хъчарни', 1]
['келем', 1]
['гьарай-вургьай', 1]
['алахьдалди', 1]
['везирвал', 1]
['ийин…', 1]
['кiамаз', 1]
['абурай', 1]
['чуькь', 1]
['акъатначир', 1]
['яцни', 1]
['хътин', 1]
['хьунал', 1]
['вагьшийрикай', 1]
['хьунухьал', 1]
['стiуни', 1]
['вагьшияр', 1]
['гагьда', 1]
['гудач', 1]
['жейранри', 1]
['маралри', 1]
['къабанри', 1]
['чiугунатiайни', 1]
['къуьрекай', 1]
['атанай', 1]
['везириз', 1]
['акси', 1]
['экъечiдайди', 1]
['акьулсуз', 1]
['келледа', 1]
['нагъвар', 1]
['лагьанамазди', 1]
['тарихъ', 1]
['гелянай', 1]
['мижлис', 1]
['бедбахвилелди', 1]
['магъарайриз', 1]
['тiварунихъай', 1]
['законсузвилер', 1]
['жанавурринни', 1]
['чакъалрин', 1]
['фида-тефидай', 1]
['кьигьат', 1]
['хьуниз', 1]
['къазунзавай', 1]
['ухшарар', 1]
['акъвазнавайтiани', 1]
['юзаз', 1]
['визириз', 1]
['йикъарикакй', 1]
['кур', 1]
['алайдак', 1]
['гадарнавай', 1]
['тiалабда', 1]
['къуллугъдал', 1]
['эцигун', 1]
['минетда', 1]
['уьленра', 1]
['къумлухра', 1]
['векьин', 1]
['чкайра', 1]
['гьарай-вургьайдин', 1]
['ярхарнава', 1]
['пачагьдал', 1]
['хук', 1]
['кiвачериз', 1]
['анжариз', 1]
['чакъаларни', 1]
['цiалцiал', 1]
['тумунай', 1]
['хъхьанай', 1]
['къвалан', 1]
['кiамайрин', 1]
['чизвачирни', 1]
['лугьузвай88', 1]
['кацни', 1]
['хьванач', 1]
['къужа', 1]
['къужадихъ', 1]
['надинж', 1]
['чуьнуьхардай', 1]
['мийир-межер', 1]
['терг', 1]
['къекъвейдалай', 1]
['кацел', 1]
['вахтундалди', 1]
['жуьредин', 1]
['тапасар', 1]
['сипелар', 1]
['зурзурна', 1]
['мигьман', 1]
['гъайидлай', 1]
['гьуьрметар', 1]
['хъийизмачир', 1]
['сугьгьбетрик', 1]
['хъийизмач', 1]
['савкьатрин', 1]
['хандихъай', 1]
['атанвайдикай', 1]
['квас', 1]
['гъилералди', 1]
['баладик', 1]
['жанавурдинни', 1]
['севрен', 1]
['авайла', 1]
['гьараяйла', 1]
['гъанва', 1]
['къудгаз-къудгаз', 1]
['фейидлай', 1]
['сана', 1]
['хьвайитiа', 1]
['гуьзлемишзавайди', 1]
['алатнамазди', 1]
['хьуш-хьуш', 1]
['сараралди', 1]
['къарамахралди', 1]
['хкудиз', 1]
['эгечiда', 1]
['мяу-мяу', 1]
['туштiани', 1]
['акунва', 1]
['кьудавай', 1]
['куьтягьиз', 1]
['жанавурдивай', 1]
['ханддиз', 1]
['килигизни', 1]
['юзайла', 1]
['тiишек', 1]
['ккiана', 1]
['гьамни', 1]
['катзавайла', 1]
['вакъиадилай', 1]
['кацихъай', 1]
['хьана89', 1]
['куьпдик', 1]
['гишилавай', 1]
['нияниз', 1]
['элисиз-элисиз', 1]
['хьуруьз', 1]
['жугъурун', 1]
['цiапурни', 1]
['умудсуз', 1]
['къачунмазди', 1]
['гурмагъдайтiуз', 1]
['къурак', 1]
['куьпдиз', 1]
['хьайн', 1]
['гуж-баладалди', 1]
['куьпдай', 1]
['квахьзавай', 1]
['чакъалдал', 1]
['къапа-къап', 1]
['хушбеш', 1]
['чакъалдивай', 1]
['дегишнава', 1]
['жгъана', 1]
['зарафатри', 1]
['лекьериз', 1]
['ягъамир', 1]
['сугьбет', 1]
['чiалай', 1]
['тухриз', 1]
['вигьидани', 1]
['тiуьнар', 1]
['къвалари', 1]
['кiевелай', 1]
['кьазва', 1]
['гафунай', 1]
['гьарайдай', 1]
['хесет', 1]
['хкуд', 1]
['ягъайтiа', 1]
['аквамир', 1]
['вунани', 1]
['къанмаз', 1]
['раж', 1]
['акъалтнавай', 1]
['кепейкдайни', 1]
['аявал', 1]
['агалхьнавай', 1]
['къведайвал', 1]
['алахъунар', 1]
['чакъалдихъ', 1]
['кузвайвиляй', 1]
['ийизвайбур', 1]
['рангуник', 1]
['шулу', 1]
['тарарин', 1]
['серинрикай', 1]
['ракъиникай', 1]
['фена-фена', 1]
['чилелайтiуз', 1]
['рекьизвайдан', 1]
['макан', 1]
['гьиндистандин', 1]
['тамаравай', 1]
['ракъурнавайди', 1]
['алукь', 1]
['чукiурда…', 1]
['гьалдай', 1]
['лугьудалди', 1]
['юзамир', 1]
['атунин', 1]
['тарак', 1]
['ацукьдай', 1]
['куьсруь', 1]
['кiанчi', 1]
['эцигна…', 1]
['гьайванривай', 1]
['кьванди', 1]
['гъиливди', 1]
['къвеч', 1]
['ниси', 1]
['тарланар', 1]
['пеленгар', 1]
['масабур', 1]
['низамда', 1]
['ацiура', 1]
['тiуьниз', 1]
['гьерекетна', 1]
['магъарадал', 1]
['верцiи', 1]
['магъардай', 1]
['метiер', 1]
['дамахдив', 1]
['куьсруьдал', 1]
['хкажай', 1]
['гьайвандиз', 1]
['яшинда', 1]
['чакъалдинбур', 1]
['авурбур', 1]
['рангуни', 1]
['ягъалмишарзавай', 1]
['хьанвайбурухъ', 1]
['рекьери', 1]
['жанаби', 1]
['мецелай', 1]
['хвашкалди', 1]
['экъечiунал', 1]
['реаят', 1]
['секиндиз', 1]
['хьунин', 1]
['кьабулунив', 1]
['эгечiзава', 1]
['кьулух', 1]
['патай', 1]
['кьулугъда', 1]
['лишан', 1]
['тегьерда', 1]
['жезт', 1]
['кичiезвай', 1]
['чакъалдик', 1]
['хзанар', 1]
['гьяддин', 1]
['чкiайдалай', 1]
['пачагьдихъ', 1]
['авунани', 1]
['чакъални', 1]
['къвала', 1]
['далудихъ', 1]
['хиялдиз', 1]
['атанайтiани', 1]
['гузвани', 1]
['гьиняй', 1]
['тiунайтiа', 1]
['алатдачир', 1]
['нихъ', 1]
['чидачни', 1]
['пачагьар', 1]
['ийизвайтiа', 1]
['акуна…', 1]
['папiах', 1]
['мисал', 1]
['дамахар', 1]
['алчах', 1]
['в', 1]
['хамунай', 1]
['ялтагъ', 1]
['терс', 1]
['къалурун', 1]
['хьавай', 1]
['тiуьна-тiуьна', 1]
['булахдив', 1]
['кул-кусра', 1]
['килигайта', 1]
['ягъизвайди', 1]
['галчiурна94', 1]
['индистан', 1]
['инсанрикай', 1]
['хевлет', 1]
['хуьзвай', 1]
['ничхиррикай', 1]
['акатайдал', 1]
['гьайбатрикай', 1]
['аватиз', 1]
['секинвал', 1]
['сада-садаз', 1]
['чакай', 1]
['вигьез', 1]
['нубатдалди', 1]
['дугурда', 1]
['кичiевилин', 1]
['хажалатдикай', 1]
['кесибвалда', 1]
['арзадалди', 1]
['гьуьрметдалди', 1]
['метлеб', 1]
['риаятар', 1]
['инжитмишда', 1]
['вигьиз', 1]
['чуп', 1]
['къуьрен', 1]
['ничхирриз', 1]
['чиди', 1]
['алчахвал', 1]
['ихтиярдалди', 1]
['алудин', 1]
['садбур', 1]
['зурлу', 1]
['чiуриз', 1]
['тадивилелди', 1]
['авурдакай', 1]
['пачагьриз', 1]
['айибда', 1]
['нихчиррин', 1]
['нихчирри', 1]
['ракъурнай', 1]
['зид', 1]
['садахъни', 1]
['мулкуналлай', 1]
['раиятрик', 1]
['кягъиз', 1]
['вахъай', 1]
['кичiевили', 1]
['регъуьвили', 1]
['катана', 1]
['фурал', 1]
['асладиз', 1]
['дехьнен', 1]
['асаландихъай', 1]
['фураз', 1]
['хиял', 1]
['вигьейла', 1]
['цик', 1]
['азадвал', 1]
['хьанай110', 1]
['цiингил-цiингил', 1]
['багъларани', 1]
['гьалдикай', 1]
['азиат', 1]
['зегьметрикай', 1]
['орда', 1]
['баш', 1]
['къекъвезвай', 1]
['нуькiен', 1]
['хьанача', 1]
['агьи-агьи', 1]
['акъатиз', 1]
['шехьайла', 1]
['зайиф', 1]
['шехьунрик', 1]
['менфят', 1]
['квачирди', 1]
['билбилдин', 1]
['билбил', 1]
['жерягьвилер', 1]
['лифревайни', 1]
['фицакьра', 1]
['нариманан', 1]
['типiих', 1]
['кiарасарни', 1]
['ахкъудун', 1]
['акьахнава', 1]
['билбилдивай', 1]
['лифревай', 1]
['жерягь', 1]
['сусваз', 1]
['гьадав', 1]
['акъудайла', 1]
['къаридал', 1]
['шумудра', 1]
['мукунал', 1]
['алахънатiани', 1]
['хьар', 1]
['хьрак', 1]
['акъудай', 1]
['гурпна', 1]
['куькiуьнна', 1]
['къарибадедини', 1]
['минетдай', 1]
['ахкъудай', 1]
['хьран', 1]
['туьхвейла', 1]
['вигьин', 1]
['бадедиз', 1]
['чрай', 1]
['фарни', 1]
['хперикай', 1]
['ацанва', 1]
['гвачирвили', 1]
['атанвач', 1]
['михьидаказ', 1]
['цуз', 1]
['чранвай', 1]
['жгъай', 1]
['абура', 1]
['чубанрихъ', 1]
['нуькiрезни', 1]
['незвай', 1]
['вахтцуна', 1]
['къечiна', 1]
['куьтягьнава', 1]
['хкiанзавай', 1]
['далдам-зурнадин', 1]
['мехъерал', 1]
['хинер', 1]
['цiийиз', 1]
['гъанвай', 1]
['сусвахъ', 1]
['тукiукi', 1]
['мугьманрини', 1]
['нуькiрени', 1]
['эгечiай', 1]
['хъфидатiа', 1]
['чуьнуругди', 1]
['алатайдалай', 1]
['эхкъечiай', 1]
['мехъерарни', 1]
['ахлахьнавай', 1]
['харжна', 1]
['гъанвайди', 1]
['агална', 1]
['рахкуриз', 1]
['къачудай', 1]
['такьат', 1]
['шегьре', 1]
['сазунин', 1]
['гаданин', 1]
['савда', 1]
['къванцел', 1]
['цiаз', 1]
['цiингал', 1]
['ядайла', 1]
['хъфейдалай', 1]
['гуьгьуьниз', 1]
['элхъвена', 1]
['мукуниз', 1]
['тарарай', 1]
['цiарнахар', 1]
['куквар', 1]
['дидедив', 1]
['къугъвада', 1]
['цiирив', 1]
['мугьуз', 1]
['ягъизвайла', 1]
['цiив-цiиривдив', 1]
['галукьда', 1]
['ган', 1]
['тванни', 1]
['куьнихъайни', 1]
['лаз-яр', 1]
['йикъара', 1]
['ажугъди', 1]
['сарарив', 1]
['жакь-жакь', 1]
['турла', 1]
['ангье', 1]
['алабашни', 1]
['лежбердинни', 1]
['алабашан', 1]
['къукъаба', 1]
['туькьуьн', 1]
['хълагьмир', 1]
['гьелек', 1]
['сарарик', 1]
['кутадай', 1]
['жгъидач', 1]
['луж', 1]
['чирай', 1]
['лифни', 1]
['лиферин', 1]
['лужунал', 1]
['тирни', 1]
['цiакулар', 1]
['арбе', 1]
['ачухайла', 1]
['пурр', 1]
['къудгун', 1]
['я117', 1]
['къадим', 1]
['ялда', 1]
['турпах', 1]
['кьаладин', 1]
['къазмайрал', 1]
['талагьана', 1]
['кiвалахзавайтiани', 1]
['хзанриз', 1]
['малариз', 1]
['алаф', 1]
['бегьердин', 1]
['алафрин', 1]
['дегьекрани', 1]
['налограй', 1]
['ряметдиз', 1]
['иллаки', 1]
['писди', 1]
['кьуьрагьвили', 1]
['хкудай', 1]
['никiерай', 1]
['тiимил-шимил', 1]
['техилни', 1]
['чилерин', 1]
['хутахнавай', 1]
['алафрикайни', 1]
['зулун', 1]
['эхирар', 1]
['къвайи', 1]
['марфари', 1]
['кьежирнавай', 1]
['метiяй', 1]
['ядайди', 1]
['къарачийрин', 1]
['къведатiа', 1]
['чидайтiани', 1]
['игьтияжди', 1]
['вугуниз', 1]
['авунай', 1]
['тiалабай', 1]
['мукьуфдалди', 1]
['камар', 1]
['къалтахрал', 1]
['гьач', 1]
['арухрилайни', 1]
['месерилай', 1]
['гьейри', 1]
['физавай', 1]
['палчухдай', 1]
['юзур', 1]
['хкатзавай', 1]
['чиниз', 1]
['гьална', 1]
['карвансарада', 1]
['алафдин', 1]
['чiугунач', 1]
['мензилдив', 1]
['иссидин', 1]
['мирес-вирисдиз', 1]
['къуни-къуншидиз', 1]
['писвал', 1]
['зай', 1]
['мирес-вирисди', 1]
['къуни-къуншиди', 1]
['абурувайни', 1]
['бахш', 1]
['къадир', 1]
['къарачидив', 1]
['гьакь', 1]
['къарачидин', 1]
['парни', 1]
['атiунни', 1]
['къалтахдик', 1]
['ламракай', 1]
['къалурдай', 1]
['уламчи', 1]
['къенни', 1]
['фена118', 1]
['уьленар', 1]
['гъуьрчехъанрин', 1]
['чизмачир', 1]
['алахънавай', 1]
['ингье', 1]
['цiайлапан', 1]
['миргер', 1]
['уьлендал', 1]
['расалмиш', 1]
['уьлендиз', 1]
['уьленди', 1]
['микьнатiисди', 1]
['уьлендай', 1]
['хъсанвал', 1]
['рекьидалди', 1]
['алуддач', 1]
['тежезвай', 1]
['талгьайтiани', 1]
['куьмекиз', 1]
['гужлу', 1]
['галкiурна', 1]
['хьункай', 1]
['къутармишна', 1]
['къутармишай', 1]
['уьлен', 1]
['акъуддайла', 1]
['гужа', 1]
['уьлендилай', 1]
['гадариз', 1]
['арха', 1]
['мирес-вирис', 1]
['алакь', 1]
['келлегуьз', 1]
['за…', 1]
['кьазвай', 1]
['мукьа', 1]
['гъуьрчехъанри', 1]
['кьунваз', 1]
['кьурди', 1]
['алакьай', 1]
['эхирдал', 1]
['бахтар', 1]
['вичикди', 1]
['гъуьрчехъанривай', 1]
['фенд', 1]
['къурмишиз', 1]
['тежедайдак', 1]
['такабурдиз', 1]
['хкатзавайди', 1]
['тфенгдин', 1]
['луьле', 1]
['гуьлледи', 1]
['кьилинпацар', 1]
['къаратикенриз', 1]
['хьана151', 1]
['кицiикай', 1]
['япар', 1]
['гуьзетмишиз', 1]
['яргъалай', 1]
['чiалалди', 1]
['чубанрини', 1]
['хуьзвач', 1]
['чуькьмир', 1]
['сарабаша', 1]
['сарабашни', 1]
['темягькарвал', 1]
['ргана', 1]
['паюнал', 1]
['хуьнин', 1]
['карда', 1]
['чалайни', 1]
['зегьмет', 1]
['гьадазни', 1]
['виликандалайни', 1]
['гуьзетиз', 1]
['р-р-р-р…', 1]
['вафасузбур', 1]
['инсафсузбур', 1]
['юзун', 1]
['кiус-кiус', 1]
['анлай', 1]
['авайдалайни', 1]
['башламишна1', 1]
['къаридизни', 1]
['цiувад', 1]
['юкiав', 1]
['элди', 1]
['къуншийрини', 1]
['фавай', 1]
['суфрадик', 1]
['кумайбурни', 1]
['тавурди', 1]
['гъуьруькайни', 1]
['чраз', 1]
['къари-дидедиз', 1]
['руфуник', 1]
['каш', 1]
['кьантiа', 1]
['ифей', 1]
['уьмуьрлух', 1]
['кудай', 1]
['къуншидини', 1]
['якiв', 1]
['агахьна', 1]
['къирмишиз', 1]
['гамишни', 1]
['рагъни', 1]
['кьакьанвиляй', 1]
['гьабурукай', 1]
['къабан', 1]
['араба', 1]
['такваз', 1]
['къекъерал', 1]
['цуьнуьйрал', 1]
['къабанарни', 1]
['гьамбарди', 1]
['кiевнавайвиляй', 1]
['башламишнай', 1]
['фекьийри', 1]
['къаварал', 1]
['лигенар', 1]
['атунвай', 1]
['басмишдайвал', 1]
['аял-куял', 1]
['садак', 1]
['акахьна', 1]
['патахъди', 1]
['хкизва', 1]
['къари-дидеди', 1]
['хуьрел', 1]
['аватзавай', 1]
['хкун', 1]
['къабанар', 1]
['арабадикай', 1]
['катмир', 1]
['кичiез-кичiез', 1]
['фекьи-фахра', 1]
['мискiиндиз', 1]
['ктабрай', 1]
['жагъанва', 1]
['тергда', 1]
['гьикiин', 1]
['вучин', 1]
['африка', 1]
['анин', 1]
['асланар', 1]
['анизни', 1]
['атiайтiани', 1]
['асланри', 1]
['къутармишдач', 1]
['къаридиде', 1]
['къаткурай', 1]
['лугьурай', 1]
['ракъуррай', 1]
['угь…угь…', 1]
['пелел', 1]
['якiукай', 1]
['масана', 1]
['гьинихъ', 1]
['кибле', 1]
['къекъведайла', 1]
['гьахьзавай', 1]
['асландай', 1]
['акьалжна', 1]
['паядал', 1]
['къенерни', 1]
['алугарна', 1]
['чумурра', 1]
['кьуьнел', 1]
['ахгакьна', 1]
['тiуьнач', 1]
['галатнаваз', 1]
['заказ', 1]
['гадарзава', 1]
['майдандин', 1]
['юкьни-юкьвал', 1]
['гьарнихъ', 1]
['чкiана', 1]
['устiардикай', 1]
['бушдиз', 1]
['мягькем', 1]
['раса', 1]
['уьцiуьдай', 1]
['кулак', 1]
['магьамадан', 1]
['цiайлапанди', 1]
['сажиндин', 1]
['гуьрзуьнин', 1]
['къекъиникай', 1]
['жемятрин', 1]
['къуватдал', 1]
['хъвайи', 1]
['дидед', 1]
['туькьуьндай', 1]
['девлерихъ', 1]
['гъалиб', 1]
['гуьрзни', 1]
['къалхан', 1]
['къвалал', 1]
['гуьрзуьналди', 1]
['хандакiар', 1]
['къарехдив', 1]
['ялиз', 1]
['пунай', 1]
['эцигзава', 1]
['залайни', 1]
['гьалчайлани', 1]
['тупар', 1]
['гьатнаваз', 1]
['гьяркьуьвал', 1]
['патани', 1]
['дагъларик', 1]
['капашар', 1]
['кадриз', 1]
['галчайла', 1]
['тiурни', 1]
['манн', 1]
['гъуьруьн', 1]
['ничхир', 1]
['магьамадани', 1]
['резервуар', 1]
['тини', 1]
['ишинна', 1]
['жендекдикай', 1]
['суьрсетдин', 1]
['21', 1]
['ничхирни', 1]
['чурудал', 1]
['хце', 1]
['22', 1]
['хгудач', 1]
['ягьсузвал', 1]
['юлдашриз', 1]
['кьуьзуьда', 1]
['чурудай', 1]
['къажгъвандай', 1]
['магьамадахъай', 1]
['чабаламишна', 1]
['гъуьргъуь', 1]
['хiинкар', 1]
['къажгъандавай', 1]
['хъувурди', 1]
['элбураназни', 1]
['хайбераз', 1]
['къажгъанда', 1]
['ахъайнатiани', 1]
['идавайни', 1]
['24', 1]
['кьисайрикай', 1]
['ажеб', 1]
['хуькведалди', 1]
['жезвайла', 1]
['25', 1]
['къажгъандикай', 1]
['хилел', 1]
['къвалаз', 1]
['галтад', 1]
['аламукьна', 1]
['26', 1]
['къудгъунна', 1]
['27', 1]
['цуькi', 1]
['алудайтiа', 1]
['шикилда', 1]
['ветегадал', 1]
['кьулалай', 1]
['авадарайла', 1]
['чiугун', 1]
['элбуранни', 1]
['28', 1]
['авадара', 1]
['бушара', 1]
['кьил-тум', 1]
['гьаят', 1]
['инлайни', 1]
['пару', 1]
['чiугунва', 1]
['къатканва', 1]
['рекьизни', 1]
['пiузаррикай', 1]
['29', 1]
['залумдин', 1]
['аватнач', 1]
['къвал', 1]
['магъамада', 1]
['30', 1]
['къалхандалди', 1]
['метiерихъ', 1]
['ахкъваз', 1]
['таххьана', 1]
['31', 1]
['адалайни', 1]
['пагьливанни', 1]
['ахъаяйтiа', 1]
['ксанва', 1]
['динма-диндирма', 1]
['юзана', 1]
['гадра', 1]
['тiветi', 1]
['32', 1]
['алатиз', 1]
['алатайтiа', 1]
['33', 1]
['къатканваз', 1]
['нер', 1]
['хилез', 1]
['чiугвада', 1]
['ахлад12', 1]
['къуьнерин', 1]
['шумал', 1]
['акьулуни', 1]
['тирдагълар', 1]
['цуькверни', 1]
['етим', 1]
['эвленмиш', 1]
['хзандихъ', 1]
['дертни', 1]
['пiирерал', 1]
['лукьманрин', 1]
['сурарилай', 1]
['гъуцариз', 1]
['къурбандар', 1]
['алатнатiани', 1]
['къисмет', 1]
['дагъларни', 1]
['гатадай', 1]
['гатазвайди', 1]
['илифдай', 1]
['къекъвезва', 1]
['чиналди', 1]
['хвашбеш', 1]
['ацукьа', 1]
['ацукъарна', 1]
['рекъин', 1]
['акьуллубур', 1]
['чинани', 1]
['камаллувилин', 1]
['кутягьяйдалай', 1]
['хучардай', 1]
['гьава', 1]
['баладин', 1]
['бахтунин', 1]
['гъед', 1]
['виледи', 1]
['манидихъ', 1]
['хажалатдин', 1]
['бендина', 1]
['касбуба', 1]
['хучардин', 1]
['хиляй', 1]
['дагъларав', 1]
['гъуцари', 1]
['кьисмет', 1]
['кьисметдиз', 1]
['эциг', 1]
['экверикай', 1]
['гамар', 1]
['бахтлувиликай', 1]
['пагьливанвал', 1]
['ашукьдиз', 1]
['лугьудатiа', 1]
['малумардатiа', 1]
['ичиниз', 1]
['махара', 1]
['цуьквера', 1]
['ашукьди', 1]
['варзни', 1]
['декьикьа', 1]
['аламатдинди', 1]
['ванцихъ', 1]
['бугъади', 1]
['гьарайзава', 1]
['ракъурзавай', 1]
['шадвилик', 1]
['вирибур', 1]
['шерик', 1]
['гьаятар', 1]
['гьарнихъай', 1]
['мугьманрай', 1]
['зуьрне-далдамни', 1]
['тiуьнарни', 1]
['касбубадивай', 1]
['ара', 1]
['датiана', 1]
['рушарикайни', 1]
['викiегь', 1]
['гадайрикай', 1]
['дегьзаманадин', 1]
['игитринни', 1]
['пагьливанрин', 1]
['тарифар', 1]
['аялдал', 1]
['къундахдик', 1]
['цуькваранди', 1]
['халкьаринди', 1]
['тереф', 1]
['хуьдайди', 1]
['игит', 1]
['къар', 1]
['чарпай', 1]
['акатайла', 1]
['кьилеллаз', 1]
['гьаятриз', 1]
['цiегьренни', 1]
['йисалайни', 1]
['итимривай', 1]
['хуьруьнвияр', 1]
['кьилихъ', 1]
['чуьхуьнгарзавай', 1]
['нехирбанри', 1]
['нехирдик', 1]
['къецiил', 1]
['гьужум', 1]
['юзай', 1]
['чил-цав', 1]
['руквади', 1]
['вирин', 1]
['сагъ-саламат', 1]
['бугъадин', 1]
['тухкiуна', 1]
['цанар', 1]
['лежберрай', 1]
['гъуьлягъдихъ', 1]
['галкiана', 1]
['гъуьлягъдин', 1]
['гамишдивайни', 1]
['шарвилидив', 1]
['никiел', 1]
['гъуьлягъни', 1]
['чиликай', 1]
['штiкьун', 1]
['яргъиди', 1]
['лежберар', 1]
['пагъ', 1]
['мягътел', 1]
['нисинихъ', 1]
['чубанрик', 1]
['кицiерини', 1]
['къализ', 1]
['лашарни', 1]
['кицiери', 1]
['чукурай', 1]
['шарвилидини', 1]
['гьанихъ', 1]
['гьужумзавай', 1]
['гьампа', 1]
['кицiер', 1]
['гелеваз', 1]
['шарагрин', 1]
['ахъкудна', 1]
['кьенвай', 1]
['лешни', 1]
['къуччагъ', 1]
['викiегьвилел', 1]
['гьейран', 1]
['межлисдал', 1]
['вацiукай', 1]
['шикаятдин', 1]
['вацiу', 1]
['алахьиз', 1]
['муьшкуьрвийрин', 1]
['никiериз', 1]
['багълариз', 1]
['бустанриз', 1]
['гьахъсузвал', 1]
['кацайни', 1]
['муьтiуьгь', 1]
['ичелай', 1]
['дагъларазни', 1]
['куьнни13', 1]
['пехливандин', 1]
['нефесди', 1]
['юзурзавай', 1]
['сирни', 1]
['шарвилидик', 1]
['гегьенш', 1]
['ахцукьай', 1]
['аваздив', 1]
['туькiуьрнавай', 1]
['гуьзелдин', 1]
['къуьнихъ', 1]
['рушалай', 1]
['твамир', 1]
['кварцеваз', 1]
['гьарарат', 1]
['шивцел', 1]
['пурарал', 1]
['уьмуьрдал', 1]
['къудгъун', 1]
['дехмедай', 1]
['хуьруьвай', 1]
['дердиникай', 1]
['сефердикай', 1]
['касбубадиз', 1]
['рекьера', 1]
['къуватдив', 1]
['женгера', 1]
['гьакьванни', 1]
['акьулни', 1]
['ява', 1]
['хуьрера', 1]
['чiавариз', 1]
['кiвалерив', 1]
['агатдай', 1]
['алатiа', 1]
['идан-адан', 1]
['зиянрихъ', 1]
['сан-гьисаб', 1]
['рад', 1]
['кацик', 1]
['несилдикай', 1]
['дарда', 1]
['гьатнаватiа', 1]
['катайбур', 1]
['килигин', 1]
['фасикьдин', 1]
['гьерекатдал', 1]
['тажублу', 1]
['кичiезва', 1]
['аквазвачни', 1]
['яцар', 1]
['зирекди', 1]
['акьуллуди', 1]
['эркекди', 1]
['лежберди', 1]
['тагьерда', 1]
['хкажмир', 1]
['тике-тике', 1]
['маст', 1]
['эцягъна', 1]
['инсандихъ', 1]
['къуьн', 1]
['геляйна', 1]
['сабурдив', 1]
['пеленгдив', 1]
['асант', 1]
['хкидай', 1]
['хъфин', 1]
['герендин', 1]
['хъфейтiа', 1]
['кутан', 1]
['туьрездик', 1]
['алцурарна', 1]
['къуьнериз', 1]
['чуькьвена', 1]
['яла', 1]
['туширни', 1]
['гамишар', 1]
['пад-падай', 1]
['хъуткьунарна', 1]
['агь-вагь', 1]
['лашунин', 1]
['хкечiиз', 1]
['далуда', 1]
['акьур-акьур', 1]
['хвал', 1]
['кьуьгъверал', 1]
['викiинин', 1]
['туьрездикай', 1]
['лежбердиз', 1]
['ахкурди', 1]
['кифир', 1]
['чарадан', 1]
['тахъуй', 1]
['куьрелди', 1]
['несигьатар', 1]
['фейитiани', 1]
['амукьрай', 1]
['ракъурдач', 1]
['кефер', 1]
['галатунни', 1]
['чимивал', 1]
['гишинвални', 1]
['мекьивал', 1]
['талгьана', 1]
['дереяр', 1]
['ярдин', 1]
['галатнач', 1]
['рекьелай', 1]
['алатнач', 1]
['сивеллай', 1]
['жегъидатiа', 1]
['бинеда', 1]
['дакiардай', 1]
['муьгьуббат', 1]
['дяведавай', 1]
['ийкъан', 1]
['мензилда', 1]
['давамарзава', 1]
['дяведиз', 1]
['югъ-йиф', 1]
['хар', 1]
['сеферни', 1]
['булутар', 1]
['дередай', 1]
['дяведин', 1]
['къаргъаяр', 1]
['къирмишзавай', 1]
['гъиликна', 1]
['руфуниз', 1]
['сухна', 1]
['шупiна', 1]
['ахцукьна', 1]
['куьмекдиз', 1]
['гьахъ', 1]
['къучагь', 1]
['намус', 1]
['кьегьалвал', 1]
['кiвалихъ', 1]
['серсер', 1]
['алудиз', 1]
['бегьем', 1]
['жаванрин', 1]
['ашкъидив', 1]
['рикiерикай', 1]
['хтанай18', 1]
['акъвазнавайла', 1]
['ракьурна', 1]
['аскерарни', 1]
['аскерриз', 1]
['гьахьайла', 1]
['буьркьуь', 1]
['хкiун', 1]
['хъижеда', 1]
['гьебеяр', 1]
['накьварив', 1]
['шагьдив', 1]
['вугайла', 1]
['накьваркай', 1]
['накьвариз', 1]
['накьварикайни', 1]
['чiалал', 1]
['фикиррик', 1]
['кiараба', 1]
['кiарабни', 1]
['гьахьдайвал', 1]
['тажирдихъ', 1]
['ганваз', 1]
['куькiуьрна', 1]
['гьуьлелай', 1]
['акъудзамаз', 1]
['нурдив', 1]
['пенжерда', 1]
['къумар', 1]
['къугъвана', 1]
['гевгъер', 1]
['нуьквердихъ', 1]
['нуьквердиз', 1]
['азадна', 1]
['щад', 1]
['пашманвилин', 1]
['акьалтнамазни', 1]
['гевгьеррихъ', 1]
['дериндиз', 1]
['гьавиз', 1]
['эвичi', 1]
['акъатнава', 1]
['гуьлле', 1]
['хъиткьиннава', 1]
['гададив', 1]
['вугудайла', 1]
['къужахда', 1]
['рекьяйтiуз', 1]
['тухузвани', 1]
['тухузвайтiа', 1]
['жедайни', 1]
['ктiанвай', 1]
['уюн', 1]
['адетриз', 1]
['гуьруьшмиш', 1]
['тахьун', 1]
['вацралай', 1]
['гьакъикъи', 1]
['гьуьлел', 1]
['хвар', 1]
['къведайла', 1]
['хутiурла', 1]
['сад-садаз', 1]
['гададлай', 1]
['хваракай', 1]
['латуниз', 1]
['гьахьиз', 1]
['чiугваз-чiугваз', 1]
['эхкьечiна', 1]
['ктiай', 1]
['хъхьай', 1]
['гададкай', 1]
['экъичзавайла', 1]
['хъайила', 1]
['гьалзавай', 1]
['луьтквечидин', 1]
['хиялар', 1]
['тадбирар', 1]
['алтiушна', 1]
['чпини', 1]
['хъвада', 1]
['чай-май', 1]
['байгьуш', 1]
['санлай', 1]
['хъванмазди', 1]
['мейитар', 1]
['хъиз', 1]
['итимрин', 1]
['кiандачни', 1]
['ахъайзава', 1]
['ацукьайтiа', 1]
['гьадакай', 1]
['йикъал', 1]
['ацукьнач', 1]
