['саб', 301]
['ибшричан', 1]
['хьузди', 1]
['гъидкьихъ', 1]
['хътiикьарзаяв', 1]
['сппар', 1]
['уьлчiюкьюри', 1]
['раккнихъ', 1]
['чиркин', 1]
['гьадапi', 1]
['багаригьан', 1]
['жилиризра', 1]
['хъчiюхюри', 1]
['иту', 1]
['гьапiу', 1]
['сад-кьюд', 1]
['атiин', 1]
['сабдихъди', 1]
['бархлиин', 1]
['дусу', 1]
['мяълийиинди', 1]
['иццуразу', 1]
['жви–', 1]
['гьагъму', 1]
['мучiмучiин', 1]
['руздиина', 1]
['мигъитан', 1]
['жакьварра', 1]
['руздин', 1]
['гьергуйи', 1]
['мяълйир', 1]
['варидин', 1]
['гъаври', 1]
['алдаъбан', 1]
['мютiюгъ', 1]
['лисхъан', 1]
['къисханумра', 1]
['гакiвлариз', 1]
['гъярхьа', 1]
['йишвагь', 1]
['ккундазуз', 1]
['дахъ', 1]
['кiуликк', 1]
['чакъларин', 1]
['жанаврарин', 1]
['хъиргнийи', 1]
['индии', 1]
['гъузнаш', 1]
['илбицну', 1]
['ишаракьан', 1]
['ебхьурадайи', 1]
['гукiниди', 1]
['абгурайи', 1]
['рякъна', 1]
['рякъди-и-и', 1]
['дихси', 1]
['рягъниина', 1]
['гъамшваъ', 1]
['алдапiардза', 1]
['хулазра', 1]
['гъягъярза', 1]
['ккучiву', 1]
['рякъникк', 1]
['кимиди', 1]
['гъван', 1]
['ликархилар', 1]
['цiийирстар', 1]
['зегьметнаан', 1]
['шетiнари', 1]
['ацiниз', 1]
['шадлугъар', 1]
['гъудужв', 1]
['арагъ', 1]
['аьшкь', 1]
['гъяцiли', 1]
['ликарди', 1]
['апiарзачвуз', 1]
['ккуртар', 1]
['ягълухъар', 1]
['харашлар', 1]
['жвурхуз', 1]
['рягъ', 1]
['ликариин', 1]
['алахьрудар', 1]
['иливруган', 1]
['ккадабгъру', 1]
['гъюрдлач', 1]
['абкъинай', 1]
['дакьикьа', 1]
['алахьузра', 1]
['сундукьра', 1]
['абцiнийи', 1]
['гамдигъян', 1]
['гакiул', 1]
['шейтiнарихъ', 1]
['хъергу', 1]
['в', 1]
['гарайнахъди', 1]
['зазракьнахъди', 1]
['рабхурайи', 1]
['кидитiну', 1]
['гюрчегди', 1]
['бахилвалин', 1]
['мянфяаьт', 1]
['гъяргърарикди', 1]
['йивуб', 1]
['ккебгъу', 1]
['йивагь', 1]
['хутiан', 1]
['усалди', 1]
['дарифри', 1]
['фатмаханумдин', 1]
['ярквраккна', 1]
['къисханумси', 1]
['яркваргьна', 1]
['фатмаханумдира', 1]
['духьнайиваликан', 1]
['хъайиваликан', 1]
['ккададабтiи', 1]
['канчiниин', 1]
['гъааху', 1]
['лабланган', 1]
['фатмаханумра', 1]
['гъирагъ-бужагъ', 1]
['мучiуди', 1]
['рякъярин', 1]
['ишбан', 1]
['гьелди', 1]
['гьарайнан', 1]
['шурагьна', 1]
['хъадабку', 1]
['гагайинси', 1]
['зулуматсиб', 1]
['цiакьан', 1]
['кадрапiди', 1]
['гьитру', 1]
['илтiикiу', 1]
['хилар-ликар', 1]
['тiаъну', 1]
['гарччил', 1]
['гъяаьлхъю', 1]
['абдалси', 1]
['аьлхъюру', 1]
['дукiну', 1]
['тамарзуди', 1]
['шаквал', 1]
['ккилигурайи', 1]
['гъягъюр', 1]
['гьадардикьана', 1]
['гъафдар', 1]
['жагъ', 1]
['шилнаъ', 1]
['чира', 1]
['са-сабди', 1]
['чантайиз', 1]
['дюдюхну', 1]
['кiурбарин', 1]
['танхлихъинди', 1]
['гатiабхьну', 1]
['дутiубкiну', 1]
['гъакiну49', 1]
['айханумна', 1]
['гъахьнийиштiан-гъахьундайштiан', 1]
['гагайиин', 1]
['дугъканна', 1]
['гъахьихъанмина', 1]
['бабгьан', 1]
['рягъра', 1]
['хюндихъди', 1]
['гвачiниан', 1]
['хябяхъдиз', 1]
['улгьан', 1]
['хюнди', 1]
['микiлахъди', 1]
['жазайигьан', 1]
['гучiурайи', 1]
['микiлаз', 1]
['чава', 1]
['гужалди', 1]
['раццарихъна', 1]
['гъябкъюнчвуз', 1]
['яркврар-хярариантина', 1]
['даккниб', 1]
['дярябкъричвуз', 1]
['учiврачiв', 1]
['тувиди', 1]
['хъидирчган', 1]
['халуйир', 1]
['йипайчва', 1]
['апiрудари', 1]
['баракаллу', 1]
['ишричву', 1]
['арс', 1]
['гъадабгъидиза', 1]
['габнихьинди', 1]
['габнизра', 1]
['гьадшвазди', 1]
['гъаписи', 1]
['гъябкъну', 1]
['ассалам', 1]
['тувундайиш', 1]
['жандин', 1]
['силбикк', 1]
['кчiвубкьидийзаяв', 1]
['муччвригьди', 1]
['убхъидийзаяв', 1]
['узукна', 1]
['йипа', 1]
['йивиди', 1]
['гъишу', 1]
['гъябкъюнзуз', 1]
['гьунар', 1]
['каш', 1]
['лигарза', 1]
['минаси', 1]
['фти-вуш', 1]
['кьацiар', 1]
['апiуразуз', 1]
['периханумра', 1]
['гъашиси', 1]
['кифирди', 1]
['кушаригъ', 1]
['чурчлар', 1]
['рачiвуради', 1]
['йихури', 1]
['марццир', 1]
['дарна', 1]
['абайинси', 1]
['кьябаъ', 1]
['дапiнайиз', 1]
['чiюрхшнари', 1]
['ругари', 1]
['кабцiнайи', 1]
['ккарцуб', 1]
['дадайинси', 1]
['дутну', 1]
['уьлар', 1]
['аяв', 1]
['гафарра', 1]
['хулариан', 1]
['идицури', 1]
['ругдигьанна', 1]
['чiюрхшнаригьан', 1]
['мурччваригъ', 1]
['гавагьиларин', 1]
['чiвеэр', 1]
['дахьну', 1]
['ичiикну', 1]
['хазнйириин', 1]
['ругна', 1]
['чiюрхшин', 1]
['алдапiну', 1]
['деетбанди', 1]
['тямягь', 1]
['гъизиларна', 1]
['гьитикiнуш', 1]
['дебккнайи', 1]
['жукмиъ', 1]
['эъну', 1]
['жуккумра', 1]
['аьламатнануб', 1]
['хазнайикан', 1]
['гьитiибкiур', 1]
['эиш', 1]
['шейэр', 1]
['кадахьури', 1]
['вижнара', 1]
['эу', 1]
['ктабхъдар', 1]
['хиларра', 1]
['мелзра', 1]
['уьхрур', 1]
['аждагьайира', 1]
['гюрчегур', 1]
['уччвувал', 1]
['гужал', 1]
['дагар', 1]
['тмунубра', 1]
['дагриъ', 1]
['дагрин', 1]
['штугьди', 1]
['улчiвмарикан', 1]
['периханумдин', 1]
['жандакна', 1]
['шюкьнарси', 1]
['кiаруди', 1]
['утканвалин', 1]
['мипiан', 1]
['мубхъан', 1]
['рякъюб', 1]
['чiяаьн', 1]
['ариз', 1]
['влар', 1]
['тiау', 1]
['хюнира', 1]
['хъуркьси', 1]
['дибтiну', 1]
['дибтiру', 1]
['чагь', 1]
['хазнйир', 1]
['рубдиз', 1]
['гагана', 1]
['успагьивал', 1]
['хълу', 1]
['тiуркiурайи', 1]
['гъушишра', 1]
['либхурада', 1]
['духьнадарна', 1]
['гъаъдиза', 1]
['улд', 1]
['ахъайиз', 1]
['гьапiну', 1]
['чантайиъ', 1]
['заз', 1]
['хьара', 1]
['гьау', 1]
['майдандикна', 1]
['хъюгъюбси', 1]
['хъайин', 1]
['дарибшривуз', 1]
['гъабхурава', 1]
['мугъазра', 1]
['ккутiриячв', 1]
['гъизилиин', 1]
['мудам', 1]
['бюдяъйир', 1]
['гъябкънийчвуз', 1]
['уьжар', 1]
['йипай', 1]
['зердегюш', 1]
['дагъдик', 1]
['чарвйир', 1]
['швутiрамиан', 1]
['йивурайи', 1]
['терефнаъ', 1]
['дагъ', 1]
['дидиъра', 1]
['йишвагьна', 1]
['дубснади', 1]
['салам-каламра', 1]
['вайгьарай', 1]
['набши', 1]
['ярхлаан', 1]
['улупидизавуз', 1]
['айнахум', 1]
['жяргълариъ', 1]
['кiулигъ', 1]
['чурчларна', 1]
['дебккуз', 1]
['ктар', 1]
['хямриз', 1]
['чиркинди', 1]
['хямрарин', 1]
['мурглихьди', 1]
['ичiикуб', 1]
['имбубсан', 1]
['чiюрхю', 1]
['ругдиъ', 1]
['гъизиларикан', 1]
['гавагьиларикан', 1]
['жибар', 1]
['ацiу', 1]
['зуз', 1]
['гъадагъу', 1]
['сабкьан', 1]
['хиларинна', 1]
['мелзнан', 1]
['эйсивал', 1]
['даршлур', 1]
['даграъ', 1]
['жибкiуз', 1]
['улчiвмарна', 1]
['дагран', 1]
['шейтiанси', 1]
['вуйиртiан', 1]
['духьнайики', 1]
['гъяркъюр', 1]
['хъергуб', 1]
['гъиву', 1]
['унтi', 1]
['казабгу', 1]
['убрушв', 1]
['кадабтi', 1]
['кадабтiган', 1]
['пилтара', 1]
['дибрихъур', 1]
['хюндихьна', 1]
['урччвури', 1]
['гьавалу', 1]
['гъашириси', 1]
['гьапiуйкiан', 1]
['ккебгърайи', 1]
['касибризра', 1]
['дурушбанди', 1]
['шейтiниз', 1]
['дерккган', 1]
['гюзелвали', 1]
['рюкъна', 1]
['кибикьну', 1]
['рюкъхьан', 1]
['дерднаан', 1]
['гъишнушра', 1]
['уларикан', 1]
['нивгъкьан', 1]
['кадабхъундарив', 1]
['нивгъари', 1]
['адрабцiиш', 1]
['илтiибкiарзаяв', 1]
['апiурушра', 1]
['нивгъарра', 1]
['удузури', 1]
['удучiвуруш', 1]
['дадайигьан', 1]
['накьвдиан', 1]
['сесну', 1]
['рюкъ', 1]
['сифккан', 1]
['ккадапi', 1]
['тiабкiиъ', 1]
['гьип', 1]
['рюкъдигьан', 1]
['язлиъра', 1]
['сабкьадар', 1]
['кубз', 1]
['нивгъси', 1]
['кьялчiву', 1]
['рубдикан', 1]
['лигъабра', 1]
['гъябхъ', 1]
['айишвахьна', 1]
['рякъиди', 1]
['тувди', 1]
['элдеъ', 1]
['иливнутiан', 1]
['элдеурдарза', 1]
['дерккди', 1]
['мяракайиъ', 1]
['бабна', 1]
['алдагъайиз', 1]
['рюкъдихьан', 1]
['айгъур', 1]
['гьяйвниинди', 1]
['элдеайиз', 1]
['шюкьянсиб', 1]
['гьадгъан', 1]
['элдеъдарза', 1]
['элеънайи', 1]
['цiаси', 1]
['деебтури', 1]
['гужниинди', 1]
['гъахиган', 1]
['ккудургу', 1]
['гьяйвникан', 1]
['руб', 1]
['палтарикди', 1]
['кiурмиккан', 1]
['ккадабгъурайиган', 1]
['арчул', 1]
['ккадатнушра', 1]
['тувбан', 1]
['дурубхъри', 1]
['тiубччвуз', 1]
['ккадайиш', 1]
['маргъ', 1]
['ккадатган', 1]
['маргълиинди', 1]
['гъизилиинди', 1]
['ккадабгъу', 1]
['шидра', 1]
['башмакъра', 1]
['улупган', 1]
['гъапики', 1]
['кiалбин', 1]
['башмакъин', 1]
['дарагди', 1]
['гъитза', 1]
['чарасуз', 1]
['гагайира', 1]
['гъитдихьа', 1]
['гьякьикьатди', 1]
['гъабгнийи', 1]
['макурчи', 1]
['улупбан', 1]
['тувган', 1]
['айханумдин', 1]
['башмакъарра', 1]
['гъидихъу', 1]
['дярякъишра', 1]
['хъирсу', 1]
['сумчирра', 1]
['тяйин', 1]
['дивагъра', 1]
['гъябхъну', 1]
['итiикьнийи', 1]
['заълан', 1]
['кьулар', 1]
['иливнийи', 1]
['удучiвиш', 1]
['адабхъиш', 1]
['бисидизаяв', 1]
['гучiар', 1]
['ккаънийи', 1]
['чiалла', 1]
['даркiури', 1]
['гьелдилан', 1]
['жамрар', 1]
['адаъну', 1]
['итган', 1]
['даттли', 1]
['балхундихъна', 1]
['гъежебгну', 1]
['дубхна', 1]
['кечел', 1]
['фейтунди', 1]
['гъяра', 1]
['лагълагъчи', 1]
['балхундиккан', 1]
['ккутiубккну', 1]
['гъуху', 1]
['гьяйи', 1]
['дивагъ', 1]
['гъядябгъю', 1]
['гъабшир', 1]
['хъутiурччву', 1]
['лизидар', 1]
['кiварч', 1]
['гъашир', 1]
['гьялнакан', 1]
['ктибтуз', 1]
['гагара', 1]
['мюгьал', 1]
['адмйирин', 1]
['вухьиди', 1]
['сабриъ', 1]
['ашул', 1]
['периханумдикан', 1]
['ляхнарин', 1]
['анмина', 1]
['хулазди', 1]
['дирипiиш', 1]
['шулдариз', 1]
['апiураш', 1]
['убккуз', 1]
['нярс', 1]
['дерккуз', 1]
['шуладайи', 1]
['ккундузуз', 1]
['даршиган', 1]
['гъубкку', 1]
['рудрар-фунар', 1]
['йиккхьан', 1]
['ансина', 1]
['багъдизди', 1]
['гьадрар', 1]
['куркiу', 1]
['кудубчiвнашул', 1]
['серин', 1]
['кюлар', 1]
['гьатiарццнайи', 1]
['гьариз', 1]
['сифтена-сифте', 1]
['тувур', 1]
['гьари', 1]
['гъитрадар', 1]
['аьрзар', 1]
['багарихьди', 1]
['алдабтiну', 1]
['гьяйифди', 1]
['алдабтiруган', 1]
['кадабхъу', 1]
['швул', 1]
['иливуз', 1]
['бакар', 1]
['гьубху', 1]
['иливу', 1]
['гьягъюйи', 1]
['гъюйи', 1]
['ачiлиз', 1]
['хюндиз', 1]
['укiра', 1]
['лигарва', 1]
['къайдасузди', 1]
['ккатiахьну', 1]
['алдатну', 1]
['ахнар-леъфар', 1]
['ккадагъну', 1]
['уларихъ', 1]
['хъугърадайи', 1]
['гьякьди', 1]
['рябкъюрайиб', 1]
['йивбан', 1]
['дахъу', 1]
['алдапiу', 1]
['апiурайир', 1]
['гъудрузарза', 1]
['21', 1]
['ахнар', 1]
['гъивру', 1]
['тахчайихь', 1]
['гьебхнайи', 1]
['чарчликк', 1]
['дийигъу51', 1]
['дадайна', 1]
['гагайихъ', 1]
['гъакiнийи', 1]
['битiарси', 1]
['хпириккан', 1]
['чавна', 1]
['исихъ', 1]
['вичра', 1]
['дивуру', 1]
['анучвуз', 1]
['юртниин', 1]
['гъажаргъиш', 1]
['гъадгъаз', 1]
['жаргъай', 1]
['жаргъуру', 1]
['юртра', 1]
['веледарин', 1]
['сузйирин', 1]
['уларна', 1]
['гъуйдихъан', 1]
['хътакнийи', 1]
['гъванра', 1]
['гъашидари', 1]
['гъюрур', 1]
['рахури', 1]
['мархьра', 1]
['ктубгъуз', 1]
['астам', 1]
['бихъуру', 1]
['илипнайи', 1]
['гъарзккан', 1]
['ккудубзурайи', 1]
['мархьликкан', 1]
['уьрхюз', 1]
['астмиинди', 1]
['ккидибгъури', 1]
['ккидибгъну', 1]
['ккучiвубси', 1]
['алдахъна', 1]
['уьбхюрайи', 1]
['ккабхьри', 1]
['дявдиз', 1]
['уьбхюрайиб', 1]
['ккабхьнайи', 1]
['ккадабцiну', 1]
['гъабхуру', 1]
['сурсат', 1]
['ккадауру', 1]
['хараб', 1]
['гьяйвнариз', 1]
['уларикк', 1]
['усалвалиъ', 1]
['абхърайи', 1]
['усал', 1]
['гъариб', 1]
['жаллатiаризра', 1]
['ккабхьра', 1]
['хътругъри', 1]
['угъраш', 1]
['тiафлари', 1]
['гьитiибкiурашул', 1]
['гъурумсахари', 1]
['ахълийихъан', 1]
['улам', 1]
['хъапiуз', 1]
['фуж-вуш', 1]
['садпи', 1]
['ипiураш', 1]
['нивкуз', 1]
['хьарккан', 1]
['ккудучiвну', 1]
['кьюдпи', 1]
['кьяланнур', 1]
['душнайир', 1]
['гъушубси', 1]
['ахрихъан', 1]
['гъубхнийи', 1]
['чвччву', 1]
['ахъиз', 1]
['кiаркiли', 1]
['тiубан', 1]
['адабтiну', 1]
['тiубу', 1]
['гьацiйишвариан', 1]
['гъубшиган', 1]
['цалхъан', 1]
['ебхьуру', 1]
['мурччвхъанмина', 1]
['гьапiри', 1]
['ахрихъна', 1]
['теет', 1]
['ипiрубдихьинди', 1]
['суалназра', 1]
['тутрувди', 1]
['ашухьинди', 1]
['гьивай', 1]
['аьбкъинай', 1]
['тавханайин', 1]
['ашдин', 1]
['хъабхьри', 1]
['ипiурава', 1]
['кьюрсана', 1]
['вазкьан', 1]
['начди', 1]
['ачухъвал', 1]
['нукерариз', 1]
['чйирра', 1]
['шубарихьан', 1]
['шубарин', 1]
['успагьивализ', 1]
['хизан-кюлфет', 1]
['хутулра', 1]
['чйирин', 1]
['бицiидарра', 1]
['удучiвуйи', 1]
['дячiяргънайи', 1]
['урнарихъна', 1]
['вичун', 1]
['гьарикк', 1]
['хянакк', 1]
['танх', 1]
['гьамусди', 1]
['кивнайиз', 1]
['китiнайи', 1]
['13хябяхъган', 1]
['харйирин', 1]
['чарчаригъян', 1]
['гъидиржну', 1]
['жиларин', 1]
['бицiинур', 1]
['илитну', 1]
['чiатариз', 1]
['гъеерхьдари', 1]
['гъюрхюндарва', 1]
['веледра', 1]
['чюллериз', 1]
['булагъ', 1]
['душвахь', 1]
['дижикiну', 1]
['кьабликк', 1]
['кiаж', 1]
['кудубтiну', 1]
['цiиртi', 1]
['уьлюрхюрза', 1]
['гьдму', 1]
['гардандикан', 1]
['мухрикан', 1]
['кадат', 1]
['ккудубгуру', 1]
['мухриккан', 1]
['никкра', 1]
['ккудубзури', 1]
['дубхьнайиганси', 1]
['гьудужвну', 1]
['ергуз', 1]
['чиб-чпик', 1]
['кархьру', 1]
['дадайина', 1]
['йицiуд', 1]
['дагъдиккинди', 1]
['дагъдиъ', 1]
['хьарариккди', 1]
['хяннан', 1]
['урнар', 1]
['арццубси', 1]
['кубкьубси', 1]
['абдал', 1]
['лига', 1]
['дарши', 1]
['улериз', 1]
['имдариз', 1]
['хурагди', 1]
['алдахънашул', 1]
['гьяйванатди', 1]
['гьугъужвури', 1]
['шулвуз', 1]
['бабхьанна', 1]
['гьерхуб', 1]
['хъерхуб', 1]
['мугъарайиъ', 1]
['гъахар', 1]
['дирчнайи', 1]
['итiуйи', 1]
['йибкiбан', 1]
['аждагьайикди', 1]
['нубатнахъди', 1]
['илигуйи', 1]
['илдандин', 1]
['дацц', 1]
['хътабкурушра', 1]
['мелзнакк', 1]
['тiубландилан', 1]
['асиллу', 1]
['есир', 1]
['ухьуна', 1]
['рягъну', 1]
['хубси', 1]
['иставутдиан', 1]
['ибиргъну', 1]
['даабхну', 1]
['хъухар', 1]
['апiурайиган', 1]
['хъюхъникк', 1]
['жабгъну', 1]
['пулиъ', 1]
['адабхъундайи', 1]
['тiулсан', 1]
['гъирибшвундайи', 1]
['зурбади', 1]
['амандиан', 1]
['бабуна', 1]
['йисирвалиъ', 1]
['аждагьайихьди', 1]
['дяви', 1]
['дярякъбан', 1]
['сам', 1]
['дубкiнайиб', 1]
['хялижв', 1]
['утiурккнийи', 1]
['аьхюдариз', 1]
['курсйир', 1]
['дивурва', 1]
['кiакiлин', 1]
['хялариз', 1]
['гьиврайиган', 1]
['гакiвлин', 1]
['муччврар', 1]
['дурарра', 1]
['фикур', 1]
['вухьа', 1]
['кайкiан', 1]
['хъимиди', 1]
['гьядисйирикан', 1]
['гъапiур', 1]
['харза', 1]
['йивархьа', 1]
['сариинди', 1]
['халкьдин', 1]
['нянайикк', 1]
['сатiи', 1]
['хьуб', 1]
['аллагьдин', 1]
['учiвур', 1]
['хтулна', 1]
['дихъбан', 1]
['хурагар', 1]
['гъитiнийза', 1]
['гъафнийза52', 1]
['жилирна', 1]
['дархур', 1]
['уччвур', 1]
['гъахур', 1]
['дарццир', 1]
['тяриф', 1]
['учвуб', 1]
['гъадабгъури', 1]
['душманси', 1]
['урччвуйи', 1]
['гъахирин', 1]
['палтартiан', 1]
['ккахьудайи', 1]
['жилирихъ', 1]
['алдаъ', 1]
['аьхниккра', 1]
['дахънийи', 1]
['ккундувуш', 1]
['гъайих', 1]
['ибарихъан', 1]
['хъадабтi', 1]
['сюгьринган', 1]
['учiвруган', 1]
['уьлна', 1]
['дуругънайи', 1]
['хъайиз', 1]
['пiипiниин', 1]
['нивкiун', 1]
['гьацiариъ', 1]
['пiипi', 1]
['аьхникканра', 1]
['гъудужвуру', 1]
['йишваъра', 1]
['вай', 1]
['кiурдар', 1]
['сесерихъ', 1]
['сабди', 1]
['гъушундарва', 1]
['гьюрматлу', 1]
['дерйириз', 1]
['гъитiирхнийи', 1]
['мурарра', 1]
['дубхьнайири', 1]
['хамурзагдихъди', 1]
['дюрюпiди', 1]
['далда', 1]
['лицурайи', 1]
['бархумарра', 1]
['хъайидар', 1]
['удучвуру', 1]
['дирипiдира', 1]
['хъайивалиинди', 1]
['икризди', 1]
['чiат', 1]
['хумурзагдихъди', 1]
['гьяйиф', 1]
['гъибиргъу', 1]
['дийибгънади', 1]
['парчйир', 1]
['нирихъ', 1]
['жикiура', 1]
['жилирра', 1]
['хумурзги', 1]
['гъюбзну', 1]
['фицдар', 1]
['габан', 1]
['хумурзагра', 1]
['сундхиъ', 1]
['валар', 1]
['утiуркку', 1]
['бикiур', 1]
['гучiру', 1]
['диту', 1]
['кури', 1]
['дюгюрин', 1]
['пешкешарра', 1]
['ктибтуру…', 1]
['тум', 1]
['адабгърияв', 1]
['кучiлар', 1]
['гъафнува', 1]
['дархури', 1]
['кьасаб', 1]
['дитнава', 1]
['гъаахундайи', 1]
['сюгьрин', 1]
['улубхьайиз', 1]
['лисуккна', 1]
['эргназа', 1]
['ахуру', 1]
['илипну', 1]
['хьимдар', 1]
['сарра', 1]
['сесериз', 1]
['дихарихъ', 1]
['раст', 1]
['хътурччвури', 1]
['хъюттар', 1]
['алархьну', 1]
['улдудуру', 1]
['сяаьтдин', 1]
['кiурбариин', 1]
['илимдайи', 1]
['утiурккну', 1]
['дихъдар', 1]
['хъиган', 1]
['дахьри', 1]
['ацiрур', 1]
['шлур', 1]
['дайва', 1]
['гъийибкку', 1]
['абйирин', 1]
['гъафнуза55', 1]
['гъхьнийиштiан-гъухьундайиштiан', 1]
['вуди-дару', 1]
['метлебнахъ', 1]
['хъуркьуз', 1]
['жафйир', 1]
['зигбахьан', 1]
['дарур', 1]
['шивна', 1]
['думутiан', 1]
['гъяркъну', 1]
['ялавлувалиинди', 1]
['хъархьру', 1]
['кепккин', 1]
['ккайиганси', 1]
['йигъанра', 1]
['хьибдарзугьан', 1]
['мюгьюббатнан', 1]
['зигуйи', 1]
['бадади', 1]
['гьаъбанди', 1]
['ниятарикан', 1]
['ачухъди', 1]
['кiарчар', 1]
['гъягъбакан', 1]
['ухьин', 1]
['аьлхъюр', 1]
['ляхнихъ', 1]
['мюхъюгъян', 1]
['жвугъри-жвугъри', 1]
['кiурур', 1]
['мишмишра', 1]
['леъфиз', 1]
['ликара', 1]
['гьачiаркi', 1]
['дихъур', 1]
['йишварикна', 1]
['ухьгьан', 1]
['кудучiвуз', 1]
['мюгьюббатдин', 1]
['ургурайи', 1]
['ккарццуйи', 1]
['кахьу', 1]
['хифарисира', 1]
['тясир', 1]
['дадайикан', 1]
['гучiури-гучiури', 1]
['хяннакк', 1]
['гъючiвну', 1]
['тувруш', 1]
['дуфнаш', 1]
['сабшвнубан', 1]
['начу', 1]
['гафкьан', 1]
['мягьрум', 1]
['гьаай', 1]
['кадиси', 1]
['гьаънайир', 1]
['дайзаки', 1]
['жараб', 1]
['аьгъявуз', 1]
['улигь-кьялляхъ', 1]
['дерднакан', 1]
['гьалайиз', 1]
['мажабур', 1]
['дерд-метлеб', 1]
['ачукъ', 1]
['айиваликан', 1]
['балик', 1]
['вуйибтiан', 1]
['кубчiвру', 1]
['аьгьвалатдикан', 1]
['шуладарин', 1]
['багагьлу', 1]
['хаиш', 1]
['тавакъуйикан', 1]
['кидибт', 1]
['гьякьикьатдира', 1]
['чагьан', 1]
['гъягьиди', 1]
['гьялак-гьялакди', 1]
['дерд-метлебдикан', 1]
['увгьан', 1]
['афалугъдира', 1]
['хъархъна', 1]
['дуфнайир', 1]
['эбхну', 1]
['дяргъюринхъа', 1]
['хъютiюбкьну', 1]
['хъирсуз', 1]
['къаршу', 1]
['гъудубгъиш', 1]
['тувунвуз', 1]
['ккидипва', 1]
['удудукьру', 1]
['дивна', 1]
['дудрубгъиш', 1]
['ихтилатар', 1]
['апiурва', 1]
['шулушра-шулдаршра', 1]
['закуриз', 1]
['баркаллагь', 1]
['шаламар', 1]
['илдитну', 1]
['латазди', 1]
['рягьят', 1]
['вуйиштiан', 1]
['ккудубкiайиз', 1]
['латккан', 1]
['ккутiубччву', 1]
['хаб', 1]
['латакк', 1]
['ккадабку', 1]
['латан', 1]
['исикк', 1]
['гъючiикк', 1]
['кирпич', 1]
['иливури', 1]
['аждагьайинуб', 1]
['утканди', 1]
['ликарихъна', 1]
['эрхнайи', 1]
['мушвайишвар', 1]
['ккудучiвуз', 1]
['балайикк', 1]
['ккахънава', 1]
['ахчахди', 1]
['увусдар', 1]
['узусдар', 1]
['инсадин', 1]
['йикктiан', 1]
['фукiа', 1]
['ипiдар', 1]
['залумди', 1]
['апiруганра', 1]
['адмйирихъ', 1]
['кумру', 1]
['цiиси', 1]
['гъугърумарин', 1]
['ипру', 1]
['гъитна', 1]
['дебккри', 1]
['уьрхюра', 1]
['мизиган', 1]
['дидхьан', 1]
['ухьук', 1]
['уьлкйири', 1]
['удучiвбан', 1]
['гъяхънуш', 1]
['улупидза', 1]
['илтiикiуз', 1]
['хьидивухьан', 1]
['аждагьайиин', 1]
['апiарва', 1]
['цiихъ', 1]
['тупси', 1]
['гатiабхьуйи', 1]
['бализра', 1]
['улупну', 1]
['чагълариз', 1]
['хуйи', 1]
['цiийир', 1]
['гьиричуз', 1]
['гъараху', 1]
['гъапйирихъна', 1]
['гъурукьси', 1]
['арццуз', 1]
['дубхьназуз', 1]
['раккнарихъан', 1]
['дихъурадарзуз', 1]
['абццидиза', 1]
['гъушдиз', 1]
['утiубччвайиз', 1]
['гьергбан', 1]
['хулагъ', 1]
['дидрихъган', 1]
['нашиш', 1]
['даахнашул', 1]
['энгел', 1]
['раккнихъна', 1]
['балигьди', 1]
['люкьраз', 1]
['дубшнайи', 1]
['хъебгнайи', 1]
['депiу', 1]
['гьяйивниз', 1]
['хъубкьу', 1]
['чавшиз', 1]
['гьобгнайи', 1]
['гъажар', 1]
['гъу', 1]
['кьясламарсдар', 1]
['куру', 1]
['кючйириъди', 1]
['зарби', 1]
['ккудубгу', 1]
['гъубхган', 1]
["унчiв'антина", 1]
['ккитру', 1]
['гамшариз', 1]
['илтiикiидиза', 1]
['жакьвли', 1]
['гамшар', 1]
['гъадагъурихьан', 1]
['жакьвликан', 1]
['жюлегин', 1]
['ачар', 1]
['хиларихъ', 1]
['ачрарихъди', 1]
['чавушдин', 1]
['суратнаъ', 1]
['убчiвнайи', 1]
['тiафал', 1]
['гьитiикiна', 1]
['агурайир', 1]
['арцц', 1]
['жюлегар', 1]
['алдахьури', 1]
['жажара', 1]
['ачраригьди', 1]
['абццри', 1]
['чагьна', 1]
['илигъган', 1]
['тувундайи', 1]
['ачрарикан', 1]
['гъитiибху', 1]
['эйсийиз', 1]
['чавушра', 1]
['улюкьраз', 1]
['гъурубкьу', 1]
['гьалайихъ', 1]
['гьадрарикан', 1]
['сабнубдигъ', 1]
['люкьра', 1]
['чай', 1]
['гьараригъ', 1]
['гъушна', 1]
['гъушриин', 1]
['алжабгъуз', 1]
['балхундин', 1]
['мягьражариин', 1]
['люкьру', 1]
['ккадапiдайи', 1]
['ккепiнайи', 1]
['гьиликъу', 1]
['унизди', 1]
['кюкйирин', 1]
['гъварч', 1]
['луфракан', 1]
['рангнан', 1]
['вакилариз', 1]
['табиаьтдин', 1]
['гьаъдар', 1]
['кiураза', 1]
['женнетдиъра', 1]
['дихъуб', 1]
['килигурайи', 1]
['дисурдайи', 1]
['кюкйириин', 1]
['алийи', 1]
['утiурккуб', 1]
['завузди', 1]
['заргуйи', 1]
['паччагьдигьинди', 1]
['ккарагуйи', 1]
['ккадабхъуз', 1]
['жарарин', 1]
['гъяйибдиз', 1]
['тямягъ', 1]
['гъилицнацин', 1]
['машнягъинди', 1]
['кюкйириз', 1]
['карк', 1]
['гъарагъу', 1]
['пеълиз', 1]
['дюхюз', 1]
