['да', 1311]
['атсыз', 1]
['кант', 1]
['ювугъунда', 1]
['ерлешген', 1]
['уяны', 1]
['янындан', 1]
['тутгъансан', 1]
['атымны', 1]
['уягъа', 1]
['тутп', 1]
['къоймагъан', 1]
['чыгъаражакъман', 1]
['атдыр', 1]
['ялы', 1]
['чабагъанда', 1]
['ер-кёк', 1]
['титрей', 1]
['къулакъларыны', 1]
['ерлешдирме', 1]
['садис', 1]
['булутлагъа', 1]
['макътап', 1]
['къызгъанчлыгъындан', 1]
['агъачлыгъымда', 1]
['атынгны', 1]
['ихтияр', 1]
['турайым', 1]
['атыма', 1]
['гёзюме', 1]
['алдата', 1]
['алдатмассан', 1]
['алдат', 1]
['мысгъыллама', 1]
['яллап', 1]
['гёрмейсен', 1]
['эти-мети', 1]
['бирисен', 1]
['абзарынг', 1]
['касбунг', 1]
['абзарым', 1]
['сюйсем', 1]
['сюйгенимни', 1]
['болмайсандыр', 1]
['тюшюргенни', 1]
['тюшюрдюм', 1]
['алдатмас', 1]
['кютдюм', 1]
['миндирдим', 1]
['узатгъан66', 1]
['эр-къатынны', 1]
['хасарчы', 1]
['гьар-бириси', 1]
['сёзлерин', 1]
['къарайгъанны', 1]
['гёрсетейик', 1]
['чакъырма', 1]
['хоншусуна', 1]
['ясанын', 1]
['межитни', 1]
['хасап', 1]
['хасапчыдан', 1]
['къутгъасын', 1]
['тешиги', 1]
['къаралагъан', 1]
['инбашында', 1]
['чархы', 1]
['кесевлерин', 1]
['йыбанайыкъ', 1]
['къонакъсан', 1]
['хорек', 1]
['бищирейим', 1]
['тёр', 1]
['тёшекдеги', 1]
['олтурта', 1]
['кесевлени', 1]
['тёшекде', 1]
['гелгенге', 1]
['къоркъагъандай', 1]
['зухтюпге', 1]
['пуд', 1]
['дюгюсю', 1]
['савгъатлары', 1]
['шекери', 1]
['кишмиши', 1]
['тююн', 1]
['тонав', 1]
['къарайгъаным', 1]
['къучакъламагъа', 1]
['уялгъандай', 1]
['шатландырып', 1]
['ашгъа', 1]
['гёнгюм', 1]
['ашамаса', 1]
['яраймы', 1]
['асгъанман', 1]
['буссагьа', 1]
['гьинкал', 1]
['бузулур', 1]
['адап', 1]
['къалгъандай', 1]
['сыпаты', 1]
['гёргендей', 1]
['салайым', 1]
['явлугъун', 1]
['къайтдынг', 1]
['ёлдашларым', 1]
['думланы', 1]
['айлайыкъ', 1]
['чангдыр', 1]
['къакъмагъансандыр', 1]
['тазалайым', 1]
['сувурулуп', 1]
['думгъа', 1]
['урулагъан', 1]
['таякълар', 1]
['бюрюшюп', 1]
['экисине', 1]
['салгъансан', 1]
['салгъанман', 1]
['тишими', 1]
['эркекми', 1]
['тюкенчини', 1]
['сан-саны', 1]
['бийи', 1]
['чыракъны', 1]
['уланыбызны', 1]
['мыйыкъ-сакъалы', 1]
['ярамас', 1]
['юлюп', 1]
['гелтирчи', 1]
['мыйыкъ-сакъалын', 1]
['юлюген', 1]
['ойнатма', 1]
['тишлери', 1]
['къоркъунч', 1]
['айтыла', 1]
['келпетени', 1]
['къояйыкъ', 1]
['акъырта', 1]
['бешикден', 1]
['салланып', 1]
['недер', 1]
['салгъандокъ', 1]
['талпына-талаша', 1]
['бешиги-заты', 1]
['канзиден', 1]
['къолбавларын', 1]
['авзу-бурну', 1]
['тишлер', 1]
['чыкъгъынча', 1]
['къатдырып', 1]
['агьлюлери', 1]
['гелейим…', 1]
['ёлукъмай68', 1]
['къадиде', 1]
['ажайынга', 1]
['къадакъам', 1]
['къадакъамдан', 1]
['гьайтлар', 1]
['чечдирмеге', 1]
['гийирерсен', 1]
['айландыртарсан', 1]
['гечесинде', 1]
['гийинип-ярашынып', 1]
['зонкъ', 1]
['гирген', 1]
['къавгъадыр', 1]
['воллагьи', 1]
['унубуз', 1]
['екгенмен', 1]
['къавгъасыдыр', 1]
['яхшыдагъы', 1]
['уьйренмеген', 1]
['талып', 1]
['бит-бит', 1]
['сыртындан', 1]
['ашамайбыз', 1]
['гёрюр', 1]
['ара', 1]
['бёлмей', 1]
['вар-вар-вар', 1]
['токътамайчабып', 1]
['къояйымдагъы', 1]
['санлы', 1]
['къоркъгъанлыгъындан', 1]
['чапмагъа', 1]
['маслагьатлыкъ', 1]
['къуюлгъан', 1]
['ялан', 1]
['гёлек', 1]
['гёлек-иштанын', 1]
['папахын', 1]
['гийдирте', 1]
['яшындан', 1]
['ажайым', 1]
['къагьбадан', 1]
['унугъуз', 1]
['битгендир', 1]
['деген71', 1]
['жыйылышып', 1]
['тапшуруп', 1]
['макарьягъа', 1]
['бузукълугъу', 1]
['къызындан', 1]
['сындыргъан', 1]
['къйырмас', 1]
['салырбыз', 1]
['такъсырлап', 1]
['къоярбыз', 1]
['къонакълыкъгъа', 1]
['ухлатып', 1]
['ичим', 1]
['буша', 1]
['берир', 1]
['такъсырлайгъанын', 1]
['онгарыл', 1]
['къыдырмагъа', 1]
['яманлыкъны', 1]
['оьлтюрежекмен', 1]
['тирсеклеринден', 1]
['сёнер', 1]
['къолланы', 1]
['къаны', 1]
['аста-аста', 1]
['уйлеге', 1]
['гьавчу', 1]
['сёйлешип', 1]
['жувундуруп-гийиндирип', 1]
['яраларын', 1]
['уланыбыздан', 1]
['сорайыкъ', 1]
['балики', 1]
['юрегинде', 1]
['бардыр', 1]
['сёйлетдирип', 1]
['алмажакъман', 1]
['зайып', 1]
['ерлерден', 1]
['оьзгесине', 1]
['разилик', 1]
['алман', 1]
['савдюгерге', 1]
['ювукълашгъан', 1]
['къазагъыбыз', 1]
['худайбердиден', 1]
['йиберерсиз', 1]
['сююнчлю', 1]
['яманлы', 1]
['экинин', 1]
['чыкъгъансан', 1]
['тапмакъны', 1]
['худайбердиге', 1]
['орун', 1]
['къонакъуьйде', 1]
['ятдыра', 1]
['бокъчаны', 1]
['донгузну', 1]
['къатынынгны', 1]
['баласыны', 1]
['къагъызны', 1]
['аллагьдан', 1]
['къазапдыр', 1]
['алдындан', 1]
['худайбердини', 1]
['ахшамокъ', 1]
['абурлап', 1]
['сакълагъыз', 1]
['кагъызыгъызны', 1]
['кагъызым', 1]
['гетсин', 1]
['айыбы', 1]
['йиберсек', 1]
['аркъасында', 1]
['энкейтип', 1]
['къаплагъанда', 1]
['аркъасындагъы', 1]
['байлавундан', 1]
['шашып', 1]
['этегенлигин', 1]
['оьтген-баргъанны', 1]
['ёкъмукен', 1]
['гезей', 1]
['арибери', 1]
['ушанып', 1]
['талпынып-талпынып', 1]
['къаравсуз', 1]
['таныса', 1]
['къатынгишисен', 1]
['баражакъсан', 1]
['сарайгъа', 1]
['ватанына', 1]
['онгарылалар', 1]
['сакъларбыз', 1]
['геме', 1]
['уьйлер', 1]
['уйню', 1]
['савдюгерден', 1]
['танытмай', 1]
['ашайбыз', 1]
['ичебиз', 1]
['гьайыбыз', 1]
['арабызгъа', 1]
['айтдырайыкъ', 1]
['разилешип', 1]
['шарт', 1]
['сёйлейим', 1]
['битгинче', 1]
['къошгъан', 1]
['гесерсиз', 1]
['айыпны', 1]
['баласына', 1]
['лакъырын', 1]
['къолларымны', 1]
['уланкъардашым', 1]
['гелиним', 1]
['бувгъан', 1]
['жыйынны', 1]
['эркъардашындан', 1]
['гечген', 1]
['оьлтюртген', 1]
['шатлыкълар', 1]
['йыбангъан', 1]
['къала74', 1]
['ашлыкълар', 1]
['зарлы', 1]
['гюнюнде', 1]
['чара', 1]
['гелсене', 1]
['сатайым', 1]
['танадан', 1]
['гьайваны-заты', 1]
['яманлар', 1]
['къоркъмасана', 1]
['аркъан', 1]
['ёртуп', 1]
['етишгенин', 1]
['яхсайны', 1]
['къапусундан', 1]
['барагъанны', 1]
['а', 1]
['сата', 1]
['тарт', 1]
['танасы', 1]
['нартны', 1]
['сёзсюз-каламсыз', 1]
['минутну', 1]
['пайлап', 1]
['бителер', 1]
['пайларын', 1]
['баталар', 1]
['къата-къата', 1]
['тёлейген', 1]
['бушуп', 1]
['акъыр-къычыр', 1]
['къапудан', 1]
['гьызына', 1]
['тёкмей-чачмай', 1]
['тапдыра', 1]
['гьаракъыдан', 1]
['сувунгну', 1]
['гирсе-гирсин', 1]
['эшиклер', 1]
['бирдагъысы', 1]
['башгъасы', 1]
['берсегиз', 1]
['сёйлешейик', 1]
['акъчалыгъым', 1]
['гьаракъым', 1]
['эришип', 1]
['ичейик', 1]
['къалышмай', 1]
['йыгъылмай', 1]
['оьчешип', 1]
['йыгъылалар', 1]
['гьаракъыны', 1]
['гезиклетип', 1]
['ёрта', 1]
['илли–инсан', 1]
['айыгъып', 1]
['къулакъдан', 1]
['тапсана', 1]
['ойлашгъансан', 1]
['къоярлар', 1]
['битмегенмен', 1]
['аба', 1]
['сакъал', 1]
['э-гье-гьей', 1]
['гележекни', 1]
['авузда', 1]
['салдырабыз', 1]
['къуранын', 1]
['бисмилла', 1]
['танасын', 1]
['пайлагъансыз…', 1]
['сыпатлары', 1]
['тюрленип', 1]
['…сиз', 1]
['йибергенсиз', 1]
['сюйгенсиз', 1]
['дыгъар', 1]
['къанып', 1]
['айтажакъгъа', 1]
['шексиз', 1]
['ва-а-а', 1]
['кепде', 1]
['киселеринден', 1]
['уралар', 1]
['чакъырагъан', 1]
['бёлюп', 1]
['гечигип', 1]
['янчыгъына', 1]
['тыгъа', 1]
['къуранымны', 1]
['янчыгъын', 1]
['сюлдюрю', 1]
['алдатгъанны', 1]
['янчыгъы', 1]
['белмесин', 1]
['къаравуллама', 1]
['гьазирленип', 1]
['планын', 1]
['къызгъанма', 1]
['гийме', 1]
['пир', 1]
['нартлардан', 1]
['ачув', 1]
['къанайым', 1]
['аргъытып', 1]
['еликдирип', 1]
['ассаламу', 1]
['буюрса', 1]
['ыгьым-ыгьым', 1]
['кюлейсен', 1]
['кюлейгендир', 1]
['кюлемесдей', 1]
['периштегиз', 1]
['сюр', 1]
['папахлар', 1]
['кабиркот', 1]
['галипелер', 1]
['маси', 1]
['этиклер', 1]
['исхарла', 1]
['чепкенлер', 1]
['инана', 1]
['тарыкъбыздагъы', 1]
['яшларсыз', 1]
['эшегим', 1]
['инандыра', 1]
['дурус', 1]
['хытырларын', 1]
['етмеге', 1]
['алгъасайлар', 1]
['опуракълар', 1]
['къотангъа', 1]
['жыя', 1]
['гёр', 1]
['къаласыны', 1]
['терезесинден', 1]
['атлыны', 1]
['йыртыкъ-пыртыкъ', 1]
['тиленчилер', 1]
['яхсайдан', 1]
['къагьарланып', 1]
['тиленчилердей', 1]
['мысгъыллаймы', 1]
['оланы…', 1]
['къайтара', 1]
['буруп', 1]
['угьуй', 1]
['гьал', 1]
['саларбыз', 1]
['аларбыз', 1]
['гелсе-гелсин', 1]
['салып-алып', 1]
['къыставулну', 1]
['оьлелер', 1]
['ярыкъда', 1]
['къамуш', 1]
['тымыялар', 1]
['тымыйып', 1]
['кюю', 1]
['къоччакъ', 1]
['ханлыгъымны', 1]
['бажарылмай', 1]
['гьамав', 1]
['нёкерине', 1]
['юрютсюн', 1]
['аралап', 1]
['къалгъый', 1]
['ювукълаша', 1]
['аркъанын', 1]
['нёгерни', 1]
['къарамайлы', 1]
['тюенг', 1]
['къазапланып', 1]
['ташлагъыз', 1]
['гьиллалары', 1]
['юртдан-юртгъа', 1]
['авулдан-авулгъа', 1]
['ханыбыз', 1]
['дармангъа', 1]
['ессини', 1]
['чомуп', 1]
['белги', 1]
['алгъасай', 1]
['йибердим', 1]
['къойгъансан', 1]
['элчиси', 1]
['челек', 1]
['кёстекни', 1]
['къапуларына', 1]
['сукъ', 1]
['дамгъа', 1]
['асгери', 1]
['къол…', 1]
['мессепсиз', 1]
['сюемисен', 1]
['гесигиз', 1]
['ярахсызны', 1]
['къырма', 1]
['болмажакъны', 1]
['гёчюп', 1]
['тоюна', 1]
['арыды', 1]
['ёмакъ', 1]
['болду75', 1]
['насибин', 1]
['касбу', 1]
['аврувум', 1]
['сорадагъы', 1]
['орагъан', 1]
['сумагъа', 1]
['картопдан', 1]
['чёп', 1]
['къарадагъы', 1]
['халтагъа', 1]
['менмен', 1]
['юрютдагъы', 1]
['насибинг', 1]
['бажарсанг', 1]
['ашаса', 1]
['алмажакъ', 1]
['маъдан', 1]
['картобу', 1]
['картопчугъа', 1]
['дегенни', 1]
['багъырны', 1]
['агъылып', 1]
['кёмегим', 1]
['гишимен', 1]
['аювгъа', 1]
['эшитгенинг-гёргенинг', 1]
['айтдагъы', 1]
['ортакъ', 1]
['токътамадынг', 1]
['токътаймандагъы', 1]
['къазмасам', 1]
['тюшмейми', 1]
['къыдырсам', 1]
['тапман', 1]
['къалайыкъ82', 1]
['ойнашлыкъ', 1]
['шеклене', 1]
['утар', 1]
['безгенмен', 1]
['дарманны', 1]
['ашына', 1]
['арив-арив', 1]
['тегин', 1]
['агьлар-угьлар', 1]
['ичдеги', 1]
['сыйлап', 1]
['тойдуруп', 1]
['хотгъалап', 1]
['тёшеклер', 1]
['орунда', 1]
['ялгъавдагъы', 1]
['пусу', 1]
['къалмасмыкен', 1]
['къаратма', 1]
['чакъыргъан', 1]
['шекленежеклер', 1]
['сюекден', 1]
['инныргъа', 1]
['къадап', 1]
['иннырны', 1]
['айланайым', 1]
['чирелип', 1]
['жаваплан', 1]
['тиреп', 1]
['болары', 1]
['къутгъарса', 1]
['къайгъырмайгъанын', 1]
['мажигитге', 1]
['къылагъан', 1]
['жыйыла', 1]
['аякълар', 1]
['уьстюн', 1]
['оьлтюрмесе', 1]
['оьлтюрдюнгмю', 1]
['оьлтюрмедим', 1]
['оьлтюргенни', 1]
['гёлегин', 1]
['биргене-бир', 1]
['къалмагъалындан', 1]
['иштанда', 1]
['аварасы', 1]
['къагьба', 1]
['къутула', 1]
['ойнашы', 1]
['къадиден', 1]
['къутула83', 1]
['къышы-язы', 1]
['ташыта', 1]
['къотаргъан', 1]
['излеймен', 1]
['салагъандыр', 1]
['чанчып-тюйреп', 1]
['къоймаймы', 1]
['тюйрермен', 1]
['къурсагъыны', 1]
['тюйреп', 1]
['опрагъыма', 1]
['тюйреген', 1]
['уьстюм', 1]
['батды', 1]
['айтсакъ', 1]
['айтмадыкъ', 1]
['чюпюрекге', 1]
['чюпрекге', 1]
['къыйынлыкъда', 1]
['сыйдырып', 1]
['къотарып', 1]
['кисемден', 1]
['чыгъараман', 1]
['гьанцыллай', 1]
['гючюкню', 1]
['кисеге', 1]
['гелмесе', 1]
['мичарисин', 1]
['–къазан', 1]
['сюйретип', 1]
['энишге', 1]
['эшегими', 1]
['чюе', 1]
['байлагъан', 1]
['енгсеси', 1]
['тёбелей', 1]
['къабакъны', 1]
['уьйретесиз', 1]
['мичарим', 1]
['яшекни', 1]
['такъмас', 1]
['гесемен', 1]
['гесеген', 1]
['къувуш', 1]
['такъасы', 1]
['тешилип', 1]
['чачырап', 1]
['къозгъалып', 1]
['сан-санын', 1]
['аббезен', 1]
['балтасын', 1]
['эшиклерин', 1]
['тогъанагъын', 1]
['чюйлеп', 1]
['тикгенни', 1]
['турадым', 1]
['чапды', 1]
['къувалайыкъ', 1]
['гёрсетмеймен', 1]
['гъона', 1]
['савутлар', 1]
['тешген', 1]
['агъаларынг', 1]
['уьюгюзге', 1]
['савутланы', 1]
['балдан', 1]
['гиши-миши', 1]
['балгъа', 1]
['ашады', 1]
['гележекмен', 1]
['оьлтюрербиз', 1]
['къачмагъа', 1]
['алдатаман', 1]
['масхарамыдагъы', 1]
['хынжаллар', 1]
['ерлеше', 1]
['териден', 1]
['саркъып', 1]
['къанлар', 1]
['тамып-тамып', 1]
['ярылгъангъа', 1]
['тюкюремисен', 1]
['эби', 1]
['ярылмас', 1]
['къавгъалап', 1]
['къавгъаны', 1]
['ятсанг', 1]
['агъаларын', 1]
['орамда', 1]
['бирлерини', 1]
['бирлени', 1]
['паланчаларда', 1]
['терезесин', 1]
['энегесин', 1]
['хамут', 1]
['энегелерин', 1]
['билеклерине', 1]
['хар-хар', 1]
['азбаргъа', 1]
['ачыла-ябула', 1]
['эшик-терезелер', 1]
['ягъылгъан', 1]
['очакълар', 1]
['пилавдан', 1]
['батмакълыкъ', 1]
['ала-къула', 1]
['тойдагъылар', 1]
['эркеги-тишиси', 1]
['гелишине', 1]
['къырсал', 1]
['уьюнг-эшигинг', 1]
['делбелер', 1]
['дюрсюз', 1]
['айтмагъан', 1]
['кепим', 1]
['урушур', 1]
['солкъ', 1]
['халкълар', 1]
['янгырып', 1]
['халкъдан', 1]
['элге-юртгъа', 1]
['этди', 1]
['ухлагъан', 1]
['тарыкъ-гереги', 1]
['къалайыкъ', 1]
['ятывуну', 1]
['гьапур-чупурланы', 1]
['къутулгъан', 1]
['бар-ёкъ', 1]
['къаражакъ', 1]
['бюклене', 1]
['бутларым', 1]
['авуртду', 1]
['харалдан', 1]
['чыгъарыгъыздагъы', 1]
['къачабыз', 1]
['къачгъанбызмы', 1]
['къачгъансыз', 1]
['тюкенде', 1]
['тирменташ', 1]
['уну', 1]
['ашлыкъларын', 1]
['бережекмен–', 1]
['бармайбыз', 1]
['барсакъ', 1]
['бармажакъбыз', 1]
['гётерген', 1]
['тюелер', 1]
['кериванны', 1]
['тавушларын', 1]
['эшителер', 1]
['къалынгъа', 1]
['гетгинче', 1]
['турмасакъ', 1]
['къардашына', 1]
['кериваны', 1]
['хожайыны', 1]
['–айта', 1]
['тереги', 1]
['багъыйлы', 1]
['къонайыкъ', 1]
['къона', 1]
['якъдырып', 1]
['асдырып', 1]
['талды', 1]
['ташлама', 1]
['тутайыкъ', 1]
['алагъанда', 1]
['ташлайгъанда', 1]
['гесек-гесек', 1]
['оту-ялыны', 1]
['учгъун-учгъун', 1]
['салды', 1]
['олтургъанлар', 1]
['сулагь', 1]
['себепли', 1]
['айрылмасбыз', 1]
['къазандан', 1]
['яшайлар88', 1]
['тонкъуллакъны', 1]
['гюйдюрюп', 1]
['болгъандыр', 1]
['кёмюрню', 1]
['арбаларын', 1]
['яллатып', 1]
['кёмюр', 1]
['алышдырагъан', 1]
['биревлени', 1]
['къагъагъан', 1]
['ачмакъда', 1]
['нетдигиз', 1]
['къойдугъуз', 1]
['янкъыллакь', 1]
['алмасам', 1]
['юртлагъа', 1]
['гьий', 1]
['намуссузлар', 1]
['гёммейли', 1]
['къоймасбыз', 1]
['сюймеймен', 1]
['янкъыллакъдан', 1]
['батмайгъан', 1]
['эсен-аман', 1]
['къала104', 1]
['гунай-къатын', 1]
['яшавгъа', 1]
['сатгъан', 1]
['эркекден', 1]
['гече-гюн', 1]
['бошавсуз', 1]
['къулагъыны', 1]
['хырт-хыртын', 1]
['чайнавдан', 1]
['инжинип', 1]
['къутулдум', 1]
['боладыр', 1]
['пап-парахат', 1]
['йыламсырап', 1]
['ингырланагъан', 1]
['огь-угьгъа', 1]
['къапланып', 1]
['йыланман', 1]
['къуюдагъы', 1]
['чыгъарсанг', 1]
['йыламсырайгъан', 1]
['тилейгенине', 1]
['балагьланы', 1]
['къутулсам', 1]
['къайгъырмайман', 1]
['чыгъывунда', 1]
['арек', 1]
['аждагъа', 1]
['унутман', 1]
['вилаятларда', 1]
['ханлар', 1]
['ханланы', 1]
['токътажакъман', 1]
['къояжакъбыз', 1]
['бажаргъан', 1]
['саларман', 1]
['бурлугъуп-бурлугъуп', 1]
['вилаятдан', 1]
['вилаятны', 1]
['гьалиге', 1]
['табулмагъан', 1]
['табулса', 1]
['айырма', 1]
['ханлыкъны', 1]
['къызгъанып', 1]
['байлыкъгъа', 1]
['аждагьагъа', 1]
['устюме', 1]
['салмагъай', 1]
['ойлашса', 1]
['къутгъараман', 1]
['айтмагъанмедим', 1]
['чапма', 1]
['эсимде', 1]
['сёзлеринг', 1]
['тайышарман', 1]
['эшитгендокъ', 1]
['юртум', 1]
['йылады', 1]
['байлыкъны', 1]
['касбусу', 1]
['сакъланмакъ', 1]
['кёкюрегине', 1]
['чокъурбуз', 1]
['къаргъалар', 1]
['къычыралар', 1]
['гелгирлер', 1]
['бармагъыз', 1]
['къутулур', 1]
['яшлыкъ', 1]
['тынгламадылар', 1]
['гёмюлген', 1]
['гёрсетер', 1]
['балаларымны', 1]
['къора', 1]
['авдар', 1]
['экинни', 1]
['болагъанда', 1]
['тюшмегенмикен', 1]
['чыгъарса', 1]
['къапгъунда', 1]
['къапгъундан', 1]
['къазанлыкъ', 1]
['тюшмеди', 1]
['салкъынлы', 1]
['ялкъгъанынгны', 1]
['язар', 1]
['къапгъунунг', 1]
['къармагъынг', 1]
['тюшмегенми', 1]
['къарайыкъсана', 1]
['къарасалар', 1]
['незатдыр', 1]
['гьикматы', 1]
['эшитмегенмен', 1]
['аркъасы', 1]
['гюнгю', 1]
['ишде', 1]
['гьикмат', 1]
['гелмек', 1]
['затынга', 1]
['харжларсан', 1]
['акъчалыгъын', 1]
['къыйынмы', 1]
['бурнун', 1]
['сындырар', 1]
['оьктем', 1]
['гьайгевге', 1]
['гюнюнге', 1]
['къутурасан', 1]
['бетлешип', 1]
['гюнюме', 1]
['къутурагъандыр', 1]
['тапгъанбыз', 1]
['хоншулагъа', 1]
['ханы', 1]
['адамларын', 1]
['шаршавун', 1]
['алтыным', 1]
['уьстюмде', 1]
['аягъымда', 1]
['лакъырланы', 1]
['айтдырыгъыз', 1]
['тапдыгъызмы', 1]
['эдепсиз', 1]
['шагьатсыз', 1]
['тапмадынгмы', 1]
['сувдагъы', 1]
['къармагъынга', 1]
['къапгъунунга', 1]
['тапмагъанмы', 1]
['жамаат', 1]
['сёзлеге', 1]
['тергев', 1]
['юрютегеним', 1]
['оьмюрюмню', 1]
['тюшсе', 1]
['къоягъан', 1]
['тюшгенми', 1]
['иришхат', 1]
['гертиме', 1]
['инанмайдагъы', 1]
['айтмайгъан', 1]
['кюмесден', 1]
['къала3', 1]
['алашада', 1]
['аллагьгъа', 1]
['тарыкъ-герегин', 1]
['гьалал', 1]
['къалгъаныны', 1]
['себепден', 1]
['ой-нап', 1]
['хапарсыздан', 1]
['чюпюрек', 1]
['си-бире', 1]
['хорлай', 1]
['гётериле4', 1]
['оьзенлерде', 1]
['явагъан', 1]
['алмашынгъанына', 1]
['эт-генде', 1]
['оьзендеги', 1]
['яшыны', 1]
['тайдыргъандан', 1]
['къалгъан17', 1]
['аламда', 1]
['санала', 1]
['гёзлерини', 1]
['килпиклерини', 1]
['ренкин', 1]
['дейлер26', 1]
['кёкюрев', 1]
['кёкюрей', 1]
['булайына', 1]
['булутлар', 1]
['денгизден', 1]
['ачувлангъан', 1]
['пайтонуна', 1]
['кёклерден', 1]
['атларына', 1]
['къаму-чусун', 1]
['урагъанда', 1]
['пайтонну', 1]
['дёгерчиклерини', 1]
['къавгъасы', 1]
['кёкюрейгендей', 1]
['эшитиле27', 1]
['бел-гили', 1]
['чыкъгъанча', 1]
['сыйыр', 1]
['савагъан', 1]
['ойнатып', 1]
['хынжаллары', 1]
['шёшкелери', 1]
['дав-гъа', 1]
['гёрюлегендей', 1]
['оьлежек29', 1]
['оьсюп', 1]
['уьлкерлени', 1]
['юлдузун', 1]
['къачыралар', 1]
['кёкню', 1]
['къаршы-къаршы', 1]
['якъларында', 1]
['къызкъардашыны', 1]
['къачыргъанланы', 1]
['туралар30', 1]
['маккагъа', 1]
['тангда', 1]
['узатма', 1]
['гёрюнгенде', 1]
['кер-ванны', 1]
['тургъузалар', 1]
['танг-чолпан', 1]
['шай-лы', 1]
['тувагъан', 1]
['гечелик', 1]
['алатолпан', 1]
['къырыла', 1]
['къумукълар', 1]
['юлдузгъа', 1]
['айталар34', 1]
['тавларыбызны', 1]
['бо-лагъан', 1]
['иманбармакъдан', 1]
['тюбеклерин', 1]
['ювушанлагъа', 1]
['илелер', 1]
['оьтеген', 1]
['къазалар', 1]
['къашкъарала', 1]
['иншакъ', 1]
['инша', 1]
['гелмес', 1]
['къыямат', 1]
['яра-тылгъандан', 1]
['ишлейлер41', 1]
['макътана', 1]
['жийилип', 1]
['атга', 1]
['айтипди-лар', 1]
['айиплар', 1]
['айтипди', 1]
['шунчагъи', 1]
['макътанасан', 1]
['депди', 1]
['шани', 1]
['макътанаман', 1]
['шалай', 1]
['ша', 1]
['ярни', 1]
['ярга', 1]
['баши', 1]
['урсун', 1]
['еринда', 1]
['атни', 1]
['сина', 1]
['ёкъ43', 1]
['шейтенни', 1]
['алдатган', 1]
['дунья', 1]
['къурулуп', 1]
['язбаш', 1]
['яшил', 1]
['гия', 1]
['жанибарлар', 1]
['сесгене', 1]
['яратилган', 1]
['бу-лай', 1]
['язбашни', 1]
['емишин', 1]
['къой-ман', 1]
['отмага', 1]
['ачган', 1]
['алдин', 1]
['армутлар', 1]
['куканлар', 1]
['емишлари', 1]
['тойгунча', 1]
['къишга', 1]
['жия', 1]
['башинда', 1]
['гузда', 1]
['гучлу', 1]
['озма', 1]
['билган', 1]
['уллулар49', 1]
['агъасын', 1]
['са-лып', 1]
['оьлтюрген-ни', 1]
['тырнакъла-ры', 1]
['башлайлар51', 1]
['гьава', 1]
['къариян', 1]
['эгизлер', 1]
['за-ман', 1]
['мекенлешдирип', 1]
['айтгъанда', 1]
['гюз', 1]
['бишегенде', 1]
['уьй-ленме', 1]
['башгъачалай', 1]
['къызкъардашын', 1]
['тувгъанын', 1]
['уьйленме', 1]
['ихтиярына', 1]
['эртенги', 1]
['къардашын', 1]
['за-манда', 1]
['бур-ну', 1]
['къозну', 1]
['эте58', 1]
['вакътилерде', 1]
['инсанланы', 1]
['оту', 1]
['тавларда', 1]
['орманларда', 1]
['ягъагъан', 1]
['бар-ма', 1]
['къоймайгъан', 1]
['урлайгъан', 1]
['ачувландырмас', 1]
['чыгъарагъан', 1]
['балта-тёш', 1]
['исинме', 1]
['сюегенде', 1]
['жазалангъан', 1]
['йыр', 1]
['булут', 1]
['къува', 1]
['дейлер86', 1]
['сынчы', 1]
['элде', 1]
['гелмежек', 1]
['хасиятынг', 1]
['ялкъгъанман', 1]
['кикимавдан', 1]
['билесен', 1]
['гьайванлары', 1]
['чалт-чалт', 1]
['тынгласа', 1]
['ал-гъасай', 1]
['барсын', 1]
['къакъгъандай', 1]
['бу-лан', 1]
['аллагьын', 1]
['къайтарарман', 1]
['къанжимни', 1]
['къоз', 1]
['зар-зигер', 1]
['аллагьы', 1]
['элтмели', 1]
['хошланып', 1]
['гьау-у', 1]
['гьау', 1]
['гьай-нанай-ананай', 1]
['терекдеги', 1]
['зигер', 1]
['хапар-сыздан', 1]
['миндинг', 1]
['оьрлеге', 1]
['тилейсен', 1]
['орманлагъа', 1]
['затынг', 1]
['тилевюнгню', 1]
['макънатис', 1]
['ойларын', 1]
['тарыгъым', 1]
['арты-алды', 1]
['гёрмеймен', 1]
['оьрленгенде', 1]
['тю-бюнде', 1]
['олтурдум', 1]
['япыракълары', 1]
['мелте', 1]
['бутагъына', 1]
['узатылмалы', 1]
['чырмап-чулгъап', 1]
['гелмейли', 1]
['болмадым', 1]
['аччы', 1]
['терегинг', 1]
['сыйынмасын', 1]
['назик', 1]
['яллай', 1]
['ормандагъы', 1]
['авзундан', 1]
['чалгъылары', 1]
['къабанлар', 1]
['жан-жанывар', 1]
['пелекет', 1]
['негетиме', 1]
['етдим', 1]
['ямучусу', 1]
['оьлегенин', 1]
['харж', 1]
['оьле-ди', 1]
['билесендир', 1]
['несен', 1]
['аллагьмысан', 1]
['даим', 1]
['абзарыбызгъа', 1]
['кикимав', 1]
['гьас-си', 1]
['иллагьлар', 1]
['тоюн', 1]
['гиевню', 1]
['жагьиллер', 1]
['окълар', 1]
['атып', 1]
['ойнай-лар', 1]
['инг', 1]
['къурдашыны', 1]
['гиевге', 1]
['маржанларым', 1]
['гёмюрсюз', 1]
['къушлагъа', 1]
['па-цари', 1]
['оьлешерсиз', 1]
['къабуруну', 1]
['очакъ', 1]
['болгъан-лар', 1]
['уьстюнгде', 1]
