['бур', 1623]
['аен', 1]
['ххаришивурттугу', 1]
['лаглайгу', 1]
['бучiанну', 1]
['ссуннатру', 1]
['дурчiун', 1]
['бучiлан', 1]
['бавчукун', 1]
['къабувуннича', 1]
['вайннух', 1]
['булути', 1]
['хъусругу', 1]
['къаливчiунни', 1]
['душварахь', 1]
['цийнува', 1]
['лавкьунни', 1]
['абадул', 1]
['ангу', 1]
['жур', 1]
['миннай', 1]
['дюъру', 1]
['девтурайгу', 1]
['чурттуйн', 1]
['хъюсулну', 1]
['миннаща', 1]
['шадшивуртту', 1]
['барчаллагьру', 1]
['дучiи', 1]
['тiулуйнсса', 1]
['къадуркуну', 1]
['циванссарив', 1]
['бурхiулттуйн', 1]
['хъунтiа', 1]
['хъунтiуллувугу', 1]
['бищаяхту', 1]
['чiиви', 1]
['агъа', 1]
['зат', 1]
['къур', 1]
['вивсса', 1]
['рангирайсса', 1]
['янна-ярагъгу', 1]
['чува', 1]
['шагьрулийнсса', 1]
['гьархьхьунува', 1]
['иянсса', 1]
['къуршигу', 1]
['кiийсса', 1]
['хавардугу', 1]
['миннахьгу', 1]
['кiийнмай', 1]
['мура', 1]
['буюр-агъанайн', 1]
['буюр-агъанахь', 1]
['усттартурал', 1]
['ттучаннал', 1]
['чагурт', 1]
['итайсса', 1]
['мунайн', 1]
['оьрчiалгу', 1]
['духьурчагу', 1]
['махънин', 1]
['мунахьхьун', 1]
['дакьинну', 1]
['ттучiава', 1]
['итанна', 1]
['ттучандаливу', 1]
['агъанайн', 1]
['дакьинсса', 1]
['батанагу', 1]
['кiиен', 1]
['лухiиссухiи', 1]
['тiитiайхту', 1]
['кьунну', 1]
['шананвагу', 1]
['къавхьуссар', 1]
['бувсъсса', 1]
['къахьун', 1]
['чагъарданувату', 1]
['тийнай', 1]
['ччарчагу', 1]
['хiакьгу', 1]
['кьутiигу', 1]
['чагуртшиврий', 1]
['ай', 1]
['сант', 1]
['цаннахь', 1]
['танинцiа', 1]
['икiава', 1]
['къашайссаривкьай', 1]
['мурадирайн', 1]
['вий', 1]
['арниву', 1]
['цивхьуну', 1]
['вилла', 1]
['къааянна', 1]
['муная', 1]
['гинмай', 1]
['цiала', 1]
['изан', 1]
['цiувххунну', 1]
['цуракьай', 1]
['уттугу', 1]
['бакьайсса', 1]
['кьадарссагу', 1]
['акъассара', 1]
['жувача', 1]
['виричушивуча', 1]
['виричувшиву', 1]
['майбакъун', 1]
['виричишиву', 1]
['цуркри', 1]
['тиячулин', 1]
['шиккурагу', 1]
['данмур', 1]
['маз-кьазрайн', 1]
['вичiикъадишайхьукун', 1]
['ляркъюну', 1]
['ликъахъан', 1]
['оьккину', 1]
['багьантiиссар', 1]
['бугьуну', 1]
['цивхьуссаякьай', 1]
['бусавича', 1]
['янналувусса', 1]
['урукъавгун', 1]
['майбакъуйн', 1]
['байбишайма', 1]
['цирача', 1]
['бигьар', 1]
['къаукун', 1]
['мархъ', 1]
['риршуну', 1]
['ду-дакъациригу', 1]
['букiсса', 1]
['кiиннайхрагу', 1]
['мауккара', 1]
['къадурссар', 1]
['къавичiидирхьуну', 1]
['давлалин', 1]
['зунттухун', 1]
['буккукун', 1]
['лухiидучрал', 1]
['оьтiи', 1]
['лухiичу', 1]
['цивхьуссая', 1]
['гъарза', 1]
['бусаннача', 1]
['къабуну', 1]
['байма', 1]
['къулагъасрагу', 1]
['никъащуна', 1]
['къаувкун', 1]
['хьхьичiма', 1]
['бувмур', 1]
['ттирагу', 1]
['къадачiайссар', 1]
['шамилчингу', 1]
['давлали', 1]
['чаран', 1]
['чулин', 1]
['къалихъан', 1]
['литiаврин', 1]
['ябанна', 1]
['къаивтун', 1]
['къабиривну', 1]
['майбакъума', 1]
['агьавай', 1]
['дуниялгу', 1]
['лухiи-цiан', 1]
['уккун', 1]
['ливхъсса', 1]
['урувагу', 1]
['къауругун', 1]
['бигьана', 1]
['щушивурагу', 1]
['къакiулхьуну', 1]
['щамилчингу', 1]
['зимизирттал', 1]
['укуссакссавагу', 1]
['мунилгу', 1]
['ччармузувун', 1]
['пикрирдайгу', 1]
['ччармузул', 1]
['энтту', 1]
['кьукьайхту', 1]
['нартгу', 1]
['ишан', 1]
['кiадуниял', 1]
['лавсъсса', 1]
['турдугу', 1]
['нартнайх', 1]
['бигьалавгун', 1]
['цивхьуссия', 1]
['хархавар', 1]
['ттущара', 1]
['кьукьуна', 1]
['дуссая', 1]
['ттининту', 1]
['майгу', 1]
['кьукьуну', 1]
['диркiуна', 1]
['буттукьираву', 1]
['дуччингу', 1]
['къадиллай', 1]
['чiиралусса', 1]
['бакъассарив', 1]
['къабагьай', 1]
['буссаркьай', 1]
['бюрххул', 1]
['лякьлувугу', 1]
['хiачiарча', 1]
['дукканниссар', 1]
['ялату', 1]
['мунаяту', 1]
['нигьгу', 1]
['манарда', 1]
['нахьусса', 1]
['куклусса', 1]
['тихун', 1]
['лун', 1]
['чирахъирал', 1]
['чанирвав', 1]
['буртiар', 1]
['кiарттух', 1]
['цукiуй', 1]
['къауккайсса', 1]
['чулинай', 1]
['ганахгу', 1]
['бичiи', 1]
['бюхъявивав', 1]
['къачай', 1]
['къалардаву', 1]
['гьантли', 1]
['авлин', 1]
['лагайссар', 1]
['гьантлигу', 1]
['кьинир', 1]
['бища', 1]
['тiитiинтiиссар', 1]
['уххукун', 1]
['мурцiни', 1]
['хьуйлувусса', 1]
['дирияйрив', 1]
['ккакки', 1]
['таних', 1]
['къашайссарча', 1]
['къарихьгу', 1]
['къалардугу', 1]
['дазузума', 1]
['цивгу', 1]
['ненттабакiраву', 1]
['мурцiнисса', 1]
['хьуй', 1]
['лирчуну', 1]
['лякьлуйх', 1]
['пiуртi', 1]
['ххябуккун', 1]
['ссапар', 1]
['ахирдани', 1]
['вихкъахъанай', 1]
['бувтiун', 1]
['ухьвай', 1]
['дунуккара', 1]
['буттукьрава', 1]
['хiурулъин', 1]
['мунихь', 1]
['майбакъугу', 1]
['чурххавун', 1]
['дуркiссакуна', 1]
['миннат-ссуннат', 1]
['лажинни', 1]
['чанссавагу', 1]
['оьрчiавун', 1]
['къабуххун', 1]
['багьаймур', 1]
['дучралгу', 1]
['кiураавну', 1]
['щавайн', 1]
['ххаригу', 1]
['ссури', 1]
['къашайшиву', 1]
['кiулнуя', 1]
['жагьилтурайх', 1]
['иллани', 1]
['халкьгу', 1]
['мурчiуй', 1]
['аьркку', 1]
['аруллайра', 1]
['дачiу-зюннявгу', 1]
['хьхьува', 1]
['ттуна', 1]
['увкiра…44', 1]
['аьгьу-гъелину', 1]
['лувдушнин', 1]
['сус', 1]
['лачiал', 1]
['оьлиха', 1]
['бахiайсса', 1]
['мурхьхьирай', 1]
['мюрайн', 1]
['ккагу-ккашилну', 1]
['аьматiрача', 1]
['куямур', 1]
['оьлин', 1]
['цупiа', 1]
['нагьлий', 1]
['ницiай', 1]
['дюхлахи', 1]
['люхiи', 1]
['ларсусса', 1]
['багу-бавттуну', 1]
['мабучiара', 1]
['къалякъирча', 1]
['аьматiра', 1]
['майданнайсса', 1]
['хъуруннай', 1]
['ттеркьюкьан', 1]
['ттарацiун', 1]
['букканиссара', 1]
['инсантурачiан', 1]
['дучрива', 1]
['ххуллув', 1]
['бакьинниссара', 1]
['оьлуркъусса', 1]
['булунниссар', 1]
['ганичiангу', 1]
['риртукунни', 1]
['бакьиннисса', 1]
['нузкьунттувух', 1]
['бувххукун', 1]
['ккакканниссар', 1]
['лакъавхъун', 1]
['къабитанниссара', 1]
['цiуххинниссар', 1]
['чiиртту', 1]
['инарив', 1]
['хiулухiа', 1]
['тiахiни', 1]
['битта', 1]
['зехха', 1]
['заралсса', 1]
['къабанниссар', 1]
['дикiайхту', 1]
['къабакьинниссара', 1]
['увкумуних', 1]
['вичiигу', 1]
['ттеркьюкал', 1]
['ттеркьюкьив', 1]
['чiяру', 1]
['зухьхьун', 1]
['душнихьсса', 1]
['чантайлувун', 1]
['ашрапирттангу', 1]
['ашрапиртталгу', 1]
['дуллалиминначiангу', 1]
['гайнул', 1]
['дуграл', 1]
['чiалансса', 1]
['лахъансса', 1]
['кьаркьсса', 1]
['къатрачiан', 1]
['гьазхьу', 1]
['шийн', 1]
['тикрал', 1]
['бухху', 1]
['къатравунча', 1]
['аьрщигу', 1]
['хiулувхiуну', 1]
['шанурду', 1]
['дурургуну', 1]
['даврих', 1]
['душнилганил', 1]
['чассажин', 1]
['алжаннул', 1]
['хiурулъэн', 1]
['тах', 1]
['тахлий', 1]
['шананниссара', 1]
['гьантрай', 1]
['чассажичiа', 1]
['бацiанссар', 1]
['дишайни', 1]
['бакiралу', 1]
['дущнища', 1]
['бакiрала', 1]
['дургарча', 1]
['чаралий', 1]
['ччарнийгу', 1]
['ликканнав', 1]
['дучрий', 1]
['щинайн', 1]
['щи', 1]
['нихъри', 1]
['бакiччаннай', 1]
['суратру', 1]
['пашмакьру', 1]
['хiалал', 1]
['канакимур', 1]
['цищава', 1]
['вевтiий', 1]
['неххардил', 1]
['къабугьанну', 1]
['бакьинну', 1]
['жуйн', 1]
['дуллалиминнахь', 1]
['жухун', 1]
['дикiара', 1]
['битара', 1]
['дукьан', 1]
['ниттихьхьун', 1]
['аццай', 1]
['бакiрайнгу', 1]
['лачак', 1]
['бавхiуссар', 1]
['кьувкьунни', 1]
['лачакгу', 1]
['хъачiунттайх', 1]
['каруннийсса', 1]
['аццив', 1]
['дуркьукун', 1]
['пар-пар', 1]
['цукунссар', 1]
['дишнил', 1]
['ванийн', 1]
['банссия', 1]
['оьличiа', 1]
['оьлихь', 1]
['оьлилгу', 1]
['ухчiин', 1]
['гьарта', 1]
['ччаргу', 1]
['къадукканнав', 1]
['оьккишиву', 1]
['къабитарача', 1]
['бакiрайсса', 1]
['дуллалиминничiан', 1]
['ттеркьюкьивгу', 1]
['зувагу', 1]
['къабукканнав', 1]
['бяар', 1]
['жучiан', 1]
['чiатiуй', 1]
['ккаччаща', 1]
['зерххунну', 1]
['дучраща', 1]
['ччанну', 1]
['кьацiа', 1]
['гайннухьгу', 1]
['оьлувкъаву', 1]
['дуцiаву', 1]
['кiиссурттай', 1]
['щавурду', 1]
['ххуллурду', 1]
['къабуллукун', 1]
['чассажичiан', 1]
['тiалавшин', 1]
['душнилгу', 1]
['кказа', 1]
['хiала-ккала', 1]
['парча-тика', 1]
['чапалсса', 1]
['хьюмушиврущалсса', 1]
['лажиндарай', 1]
['неттабакiрай', 1]
['чунтiуллив', 1]
['пицiурду', 1]
['бувкiмуния', 1]
['лувдушнихь', 1]
['аьрщараву', 1]
['дучча', 1]
['бузагу', 1]
['ттурчiардил', 1]
['бучча', 1]
['бузлущал', 1]
['дурччуну', 1]
['чiаххурайсса', 1]
['суратругу', 1]
['пашмкьругу', 1]
['шаппайсса', 1]
['хьунадаркьуну', 1]
['чарин', 1]
['чавахъ', 1]
['орчiал', 1]
['лахлан', 1]
['душварайн', 1]
['цумунил', 1]
['яржа', 1]
['лувдушнийн', 1]
['пашмакьрайсса', 1]
['суратраха', 1]
['дяркун', 1]
['арснахьгу', 1]
['бурача', 1]
['дакъагу', 1]
['къахiарчiунна', 1]
['-куну', 1]
['букки', 1]
['яча', 1]
['къавкъуну', 1]
['бунагу', 1]
['яхiбан', 1]
['ттулгу', 1]
['вилгу', 1]
['иман', 1]
['бухьурчабукки', 1]
['ягуча', 1]
['ягудуллуну', 1]
['къуй', 1]
['жалиндалул', 1]
['бувкiминнахь', 1]
['лаяннача', 1]
['архiалми', 1]
['лирккуну', 1]
['бучiангу', 1]
['янна-кагу', 1]
['арсначiан', 1]
['битаривун', 1]
['бакъассия', 1]
['баххана', 1]
['жалиндалуя', 1]
['начну', 1]
['къабуцинна', 1]
['бувтусса', 1]
['къуйлучiа', 1]
['къуйлува', 1]
['бувтсса', 1]
['кiусса', 1]
['дикiайссарив', 1]
['бурувгукун', 1]
['бур45', 1]
['гьанссия', 1]
['хъудугьу', 1]
['шинавусса', 1]
['урчiра', 1]
['цiийх', 1]
['щарнин', 1]
['кьинива', 1]
['цищала', 1]
['бюхъайссаксса', 1]
['ялу', 1]
['батлай', 1]
['кьипив', 1]
['буцiлай', 1]
['мазру', 1]
['цув', 1]
['къаххирара', 1]
['цахъивагу', 1]
['баннача', 1]
['кьурандалий', 1]
['ганихун', 1]
['дахчилан', 1]
['къатлун', 1]
['мюнпат', 1]
['къарингу', 1]
['язугъ', 1]
['ххира-ххуй', 1]
['душра', 1]
['балаллул', 1]
['дугьантiиссар', 1]
['цинмагу', 1]
['тiилисинну', 1]
['бангу', 1]
['лавхъсса', 1]
['чирахъкунмасса', 1]
['лапра', 1]
['жиндрал', 1]
['ласнахун', 1]
['дангу', 1]
['бахханнача', 1]
['циванну', 1]
['оьбала', 1]
['вийнна', 1]
['оьвча', 1]
['аруллагу', 1]
['гьивхьгу', 1]
['вайннуву', 1]
['гьарцаннуву', 1]
['ччитари', 1]
['ччими', 1]
['булукку', 1]
['чаннайн', 1]
['букканнав', 1]
['бувмургу', 1]
['вивува', 1]
['ккаччивгу', 1]
['жайранни', 1]
['оьрчiну', 1]
['лавсъссия', 1]
['увкумургу', 1]
['ссихiирдайну', 1]
['бикiайкунсса', 1]
['жайрандалия', 1]
['инсанкуна', 1]
['ябуллан', 1]
['циняннащал', 1]
['януну', 1]
['арснащаллив', 1]
['къабикiайсса', 1]
['оьрчiкунма', 1]
['хъири-хъирив', 1]
['вазирнал', 1]
['ссувхiатрай', 1]
['чiаркiув', 1]
['гьивхьхьувусса', 1]
['назирнахъаннин', 1]
['лабивкiунгу', 1]
['бувккукун', 1]
['яналлул', 1]
['ссухiатрай', 1]
['ххуйшиврий', 1]
['а-а', 1]
['бавхъун', 1]
['бухханнин', 1]
['ганийсса', 1]
['янналучiа', 1]
['лархмий', 1]
['дакъаятiар', 1]
['цiуку', 1]
['бувхссакунма', 1]
['цур', 1]
['ссувхiат', 1]
['бучiаншиврул', 1]
['бизлан', 1]
['бухссаксса', 1]
['хьхьунумий', 1]
['хьхьурдай', 1]
['лархминнух', 1]
['буругун', 1]
['личiинура', 1]
['къабавцiуну', 1]
['ччукъаччивуй', 1]
['кiиссавагу', 1]
['кiиссурая', 1]
['ляълужавгьар', 1]
['букiлай', 1]
['бувкiтари', 1]
['куннияр-ку', 1]
['эшкьилул', 1]
['кьавкьун', 1]
['хъанкуна', 1]
['авссуну', 1]
['нитти-буттан', 1]
['малагларда', 1]
['къаикiайсса', 1]
['ххуллинмай', 1]
['азихъру', 1]
['ччатiру', 1]
['гивах', 1]
['щикi', 1]
['къаравашнал', 1]
['букьу-бакъахьу', 1]
['бакъаруча', 1]
['буруча', 1]
['иникiмалул', 1]
['шашияра', 1]
['ишаннай', 1]
['хуйла', 1]
['лагивуй', 1]
['кiарттуй', 1]
['кiарттува', 1]
['дукканин', 1]
['къихъ', 1]
['кiарттухва', 1]
['шашаннагу', 1]
['ххуржин', 1]
['лакьлакьисса', 1]
['бацiлайгу', 1]
['ххуржинттавун', 1]
['къаравашнан', 1]
['рити', 1]
['гурча', 1]
['ххуллиннайсса', 1]
['хiадуршиннагу', 1]
['къуртул', 1]
['щаллагу', 1]
['дуниялих', 1]
['бикъавсса', 1]
['билаят', 1]
['ятiатiар', 1]
['дух', 1]
['сакъат', 1]
['зунттуй', 1]
['нукартурахь', 1]
['насиярача', 1]
['гила', 1]
['бучiанин', 1]
['ххуржинттаву', 1]
['къацi', 1]
['дуварала', 1]
['нукартурал', 1]
['хулара', 1]
['биччи', 1]
['дуканна', 1]
['дурхъун', 1]
['ккашигу', 1]
['уххавугу', 1]
['диртун', 1]
['оьрчiрув', 1]
['леща', 1]
['бикiанну', 1]
['хьияра', 1]
['дукан-хiачiанмунил', 1]
['хiадуршинна', 1]
['хьхьу-кьини', 1]
['анжагь', 1]
['уртiар', 1]
['паччахiналхъулгу', 1]
['паччахiгу', 1]
['мабулларда', 1]
['цикiулли', 1]
['бивкiссарив', 1]
['дакiния', 1]
['цучiаввагу', 1]
['щяикiан', 1]
['махъри', 1]
['буцайссарив', 1]
['начрихха', 1]
['тiутiимур', 1]
['буттаща', 1]
['бакьлан', 1]
['лахiан', 1]
['аьжаив', 1]
['авкьусса', 1]
['бикiайрив', 1]
['бувмий', 1]
['ххярацурттавух', 1]
['ивкiунгу', 1]
['жайрандалухь', 1]
['дуллалимур', 1]
['бикiантiиссару', 1]
['цурав', 1]
['цанкъашара', 1]
['бивтуннихха', 1]
['чаннайра', 1]
['ххярацулттив', 1]
['ккутiру', 1]
['памма', 1]
['дарщуну', 1]
['къатлувунмай', 1]
['изуча', 1]
['мицiмагьрай', 1]
['бурчува', 1]
['а-авхъун', 1]
['кьюлтiмур', 1]
['цалсса', 1]
['кьюлтiнува', 1]
['кьинирдай', 1]
['тяхъанну', 1]
['къабувчiлай', 1]
['лаянна', 1]
['кiулбарча', 1]
['хъинританна', 1]
['къари-малъоьн', 1]
['дацiлан', 1]
['хьхьурай', 1]
['ла', 1]
['тана', 1]
['паччахiнахъалгу', 1]
['къавтiи', 1]
['ччучлан', 1]
['кьункьай', 1]
['къавхьурив', 1]
['къелли', 1]
['лищевуй', 1]
['ччуччарду', 1]
['дукьу', 1]
['малъоьнкъари', 1]
['дардиравун', 1]
['бивчуннуча', 1]
['лихълахъи', 1]
['арсмагу', 1]
['хьуннина', 1]
['хiадуршин', 1]
['нукартуращал', 1]
['гьанссара', 1]
['буттахгу', 1]
['чаннанил', 1]
['цiуххаву', 1]
['тiартiун', 1]
['ссурссуну', 1]
['уксса', 1]
['къаавкьуну', 1]
['лякъария', 1]
['лап', 1]
['умуд', 1]
['паччахiнахъулгу', 1]
['аь-къана', 1]
['игьалаглай', 1]
['салам', 1]
['зиссара', 1]
['акъарахха', 1]
['сурагъ', 1]
['игьалаган', 1]
['оьрчiисса', 1]
['лачиндалух', 1]
['къалявкъунни', 1]
['винмагу', 1]
['къакiуллив', 1]
['чулух', 1]
['мащив', 1]
['мащал', 1]
['чулийгу', 1]
['оьну', 1]
['чiиракунма', 1]
['ттакбивкiсса', 1]
['муруллив', 1]
['муруллавун', 1]
['кiавагу', 1]
['бакъарив', 1]
['къужлуха', 1]
['муруллачiан', 1]
['кiикку', 1]
['дянивусса', 1]
['ххярацулттавун', 1]
['бухлай', 1]
['кьунниялай', 1]
['бавтiминнал', 1]
['аьвхiуну', 1]
['щинзирдугу', 1]
['махъуннай', 1]
['кьаитан', 1]
['къабюхълахъисса', 1]
['маслихiатрай', 1]
['лялулух', 1]
['зуманиягу', 1]
['мукьуннал-ххюннал', 1]
['ххярацурттичiа', 1]
['цахьрасса', 1]
['къармах', 1]
['ххярацурттавун', 1]
['ттирирхiуну', 1]
['щинзиргу', 1]
['кьариртсса', 1]
['бучiай', 1]
['щуркiал', 1]
['кьадиртун', 1]
['цахъий', 1]
['дуркусса', 1]
['ивкiссар', 1]
['дуркуссар', 1]
['леххан', 1]
['ччуччивуй', 1]
['лихъларда', 1]
['ччаннацiун', 1]
['кьаитаннав', 1]
['ганай', 1]
['гьанттагу', 1]
['барзу', 1]
['гъанну', 1]
['сипатрайн', 1]
['бувкiишву', 1]
['шадлугъирттащал', 1]
['чiалкъавхьуну', 1]
['цiуницiа', 1]
['билаянтрансса', 1]
['бярницiух', 1]
['цiущуну', 1]
['хъунзунтту', 1]
['пулаврай', 1]
['увкiра66', 1]
['ттихiлан', 1]
['бахiлан', 1]
['къавлул', 1]
['мунихлу', 1]
['бахiин', 1]
['къабюхълай', 1]
['къабахiара', 1]
['рязира', 1]
['кулпат', 1]
['литiаяр', 1]
['шатлучiан', 1]
['хъинбала', 1]
['оьрмулухун', 1]
['хъанантiиссару', 1]
['ккутiух', 1]
['цiувцiу', 1]
['чария', 1]
['куча', 1]
['кiичiиравугу', 1]
['къатри-къаларду', 1]
['ххулурдугу', 1]
['ябуллай', 1]
['хъувкун', 1]
['ххяллу', 1]
['ритлан', 1]
['кьабагьан', 1]
['икрамру', 1]
['буллали', 1]
['мусия', 1]
['арцуя', 1]
['бартбисуртту', 1]
['райхiанатухь', 1]
['биза', 1]
['райхiанатулгу', 1]
['ливккуну', 1]
['арсра', 1]
['аьркинмунил', 1]
['райхiанатгу', 1]
['бивтусса', 1]
['дуниялий', 1]
['дугу', 1]
['чуври', 1]
['буллуссар', 1]
['ччиккун', 1]
['бургу-куну', 1]
['ганийгу', 1]
['ахъулсри', 1]
['хiачанмур', 1]
['дукияра', 1]
['хiачiияра', 1]
['увара', 1]
['шяравух', 1]
['аваза', 1]
['булаврия', 1]
['ласная', 1]
['муси-мухiадлул', 1]
['куннахь', 1]
['уч', 1]
['хьурвав', 1]
['караматин', 1]
['ссупралуву', 1]
['цуркни', 1]
['дуканшиврул', 1]
['ссупралух', 1]
['ккашилнува', 1]
['ливчiуну', 1]
['ванахьхьун', 1]
['гьанантiиссар', 1]
['гьаллай', 1]
['аьркинссаксса', 1]
['дацiантiиссар', 1]
['гьанан', 1]
['гьаллан', 1]
['иникьаллул', 1]
['шахьлан', 1]
['лирчiмур', 1]
['мусил-мухiадлун', 1]
['къанатiий', 1]
['дарцушиву', 1]
['оьтiланниссар', 1]
['бавхiун', 1]
['мюрацiун', 1]
['магъулун', 1]
['биянин', 1]
['ашрапиртал', 1]
['ттуккун', 1]
['чассагулгу', 1]
['ашрапирттайва', 1]
['бантiисса', 1]
['чiаххул-цуркинт', 1]
['куяв', 1]
['начри', 1]
['бавцунни', 1]
['хъицiив', 1]
['мусил-мухiадлухьхьун', 1]
['батлати', 1]
['мусил-мухiадлуйн', 1]
['диллай', 1]
['укунмая', 1]
['ванах', 1]
['куявначiату', 1]
['учiайвав', 1]
['ттурщардищал', 1]
['уккайхту', 1]
['къалярхърив', 1]
['дарцумунил', 1]
['лякьиви', 1]
['щябикiияра', 1]
['чiаххул', 1]
['гьей', 1]
['ашрапирту', 1]
['бавцуминнал', 1]
['даннин', 1]
['дакъарцiуну', 1]
['цуркинтрайх', 1]
['цуркинтран', 1]
['лабикiан', 1]
['батлан', 1]
['мусил-мухiадлухъ', 1]
['къадурссаксса', 1]
['къакьадагьанниссар', 1]
['бавттуну', 1]
['мурцiух', 1]
['бучiарчiа', 1]
['литiуннин', 1]
['баттияра', 1]
['мусил-мухiадлучiату', 1]
['ур73', 1]
['къабивкiунгу', 1]
['цивави', 1]
['дахъахьукун', 1]
['кьатiуппай', 1]
['чiавамарив', 1]
['усайсса', 1]
['лавгний', 1]
['бакiухунгу', 1]
['качалнахун', 1]
['чунчiав', 1]
['къаччисса', 1]
['столданийсса', 1]
['нацiушиврийн', 1]
['зимизирттах', 1]
['гъулуртусса', 1]
['каруннай', 1]
['лажиндараву', 1]
['щябикiлай', 1]
['ацци', 1]
['зимизирттайх', 1]
['лялух', 1]
['мухiулттуйгу', 1]
['ппагу', 1]
['ххалаххигу', 1]
['бурчул', 1]
['усру', 1]
['тiартiукун', 1]
['даван', 1]
['урга', 1]
['бивзунма', 1]
['чагру', 1]
['бивчунма', 1]
['тiитiи', 1]
['ивхьусса', 1]
['нуххулу', 1]
['рухiри', 1]
['жуятура', 1]
['къадурсун', 1]
['чiаравппай', 1]
['лялусса', 1]
['хiалданин', 1]
['ванах-танах', 1]
['цахва', 1]
['ссалам-аьлайкгу', 1]
['ттухава', 1]
['уссурваврах', 1]
['цаява', 1]
['хьинну', 1]
['цирар', 1]
['нагьар', 1]
['даннагу', 1]
['бувххуссару', 1]
['даннача', 1]
['бу-бунин', 1]
['гужкъиялий', 1]
['нуххул', 1]
['ттала', 1]
['бириян', 1]
['ккурукки', 1]
['ккуруй', 1]
['куннан-кув', 1]
['дурцiуну', 1]
['ссугру', 1]
['цияхьур', 1]
['лажиндарайн', 1]
['цiунцiия', 1]
['уссиявча', 1]
['ккарччухунвагу', 1]
['ккарччула', 1]
['уссувавран', 1]
['къалирчiуннихха', 1]
['угь', 1]
['увкуссияча', 1]
['шиккусса', 1]
['чаггу', 1]
['къавтiигу', 1]
['левщун', 1]
['дурцiунни', 1]
['вакссава', 1]
['бавай', 1]
['кiиришиву', 1]
['гьавалийн', 1]
['ивчiарду', 1]
['бурувгсса', 1]
['щунщугу', 1]
['рурцуну', 1]
['саламатну', 1]
['гаксса', 1]
['буманал', 1]
['кiунтiатiи', 1]
['закканттай', 1]
['бищуннин', 1]
['хъазамрайн', 1]
['тiайланна', 1]
['къюкiлийн', 1]
['гацiана', 1]
['ччанналун', 1]
['бизи', 1]
['лярхъсса', 1]
['буттукьирттавун', 1]
['лакьияра', 1]
['буттукьригу', 1]
['бачияра', 1]
['ачинна', 1]
['къалихъаншиврул', 1]
['буттукьри', 1]
['тiининмай', 1]
['махъа-махъма', 1]
['буттукьрай', 1]
['бацiияра', 1]
['уссурваврайн', 1]
['манзилданийгу', 1]
['литiайссару', 1]
['лихъанну', 1]
['никъурал', 1]
['хьхьа', 1]
['буцаннин', 1]
['гайннавун', 1]
['уссурвавращал', 1]
['ряхвагу', 1]
['бавчiуну', 1]
['шяравусса', 1]
['мискинтурайх', 1]
['качалнан', 1]
['къимизуцiух', 1]
['хъуннех', 1]
['кiункiурдавун', 1]
['накьартту', 1]
['зюннаврду', 1]
['ваппабай', 1]
['хъатiул', 1]
['агьалинан', 1]
['магьлух', 1]
['дишаву75', 1]
['базаллуву', 1]
['буза', 1]
['бахлай', 1]
['ккупiасгу', 1]
['жучiара', 1]
['башиви', 1]
['аьтiутiиссар', 1]
['чухълунсса', 1]
['яиттарцiансса', 1]
['къаст', 1]
['ляхъланшиврул', 1]
['хiайприхха', 1]
['цаманан', 1]
['цаяр', 1]
['къалякъинтiиссар', 1]
['шарссанил', 1]
['душнихлу', 1]
['диялсса', 1]
['къалингу', 1]
['жалин', 1]
['мукунна', 1]
['туртул', 1]
['аьрххилий', 1]
['къабювхъунни', 1]
['банссар', 1]
['вайннул', 1]
['щащи', 1]
['ккарзинккалувун', 1]
['чан-чанну', 1]
['цаних', 1]
['щилай', 1]
['лачiайсса', 1]
['дугьайсса', 1]
['ччуччайсса', 1]
['личiайсса', 1]
['щяйтiантран', 1]
['бурган', 1]
['авлияшиврий', 1]
['бизаршивугу', 1]
['ххиен', 1]
['духтуртурал', 1]
['букъабувсса', 1]
['даруртту', 1]
['пачахiнан', 1]
['шала', 1]
['дуниялийх', 1]
['оьрчiансса', 1]
['лякъияра', 1]
['ансса', 1]
['гьару', 1]
['даляхъру', 1]
['уцирча', 1]
['пуршлахъру', 1]
['хъячин', 1]
['ччинин', 1]
['анмур', 1]
['ссихiгу', 1]
['цiуп', 1]
['ларчiун', 1]
['ччурччуну', 1]
['ччувччуну', 1]
['хъяхъи', 1]
['бушиврий', 1]
['дукайва', 1]
['ккупiасналгу', 1]
['буцайхту', 1]
['буцiингу', 1]
['туртгу', 1]
['кабивтун', 1]
['лавгунин', 1]
['ппалулларагу', 1]
['дюххин', 1]
['щяйтiантрахъ', 1]
['щарссанихьгу', 1]
['батiин', 1]
['гьунттийнин', 1]
['дувара', 1]
['кiама', 1]
['лирчiминная', 1]
['ххуржинну', 1]
['дарвагру', 1]
['чухърал', 1]
['гьантравун', 1]
['сайгъатругу', 1]
['чухърах', 1]
['хъаттирдах', 1]
['цахъва', 1]
['агьа-гьай', 1]
['талихiри', 1]
['учиви', 1]
['кiирашанна', 1]
['кьаритав', 1]
['щарссар', 1]
['чухъригу', 1]
['щащанманах', 1]
['кьяркьяр', 1]
['оьрватiал', 1]
['зуманиннайгу', 1]
['изажахъул', 1]
['зузалт', 1]
['бурухха', 1]
['учинин', 1]
['бухъурча', 1]
['хiияра', 1]
['ккарзинккарттавун', 1]
['къини', 1]
['учiаниссар', 1]
['оърватiивгу', 1]
['нанинигу', 1]
['ссайгъатран', 1]
['аьзизмур', 1]
['изагултрахьхьун', 1]
