['ми', 411]
['хъаваъардиш', 1]
['етимне', 1]
['адгыдыла', 1]
['мадинас', 1]
['гигус', 1]
['инсанашыхьван', 1]
['аллагьахьде', 1]
['джвёршикла', 1]
['гигубыр', 1]
['–шу', 1]
['маккади', 1]
['риши–гигубара', 1]
['ватандыла', 1]
['леджедкьыр', 1]
['а68', 1]
['арыдыы', 1]
['либхьура', 1]
['гьасакал', 1]
['йиьи', 1]
['ирхьуд', 1]
['гьулхъара', 1]
['кьвёiб', 1]
['халкьара', 1]
['кывылцiара', 1]
['йиъимихь', 1]
['гьагвад', 1]
['бей-де', 1]
['рышекла', 1]
['ачыхана', 1]
['гьагуддиш', 1]
['куьлфет', 1]
['виший', 1]
['гывкъыд', 1]
['хъаiджечiур', 1]
['мидири', 1]
['чiилыла', 1]
['рикисдиш', 1]
['хъыджыхьын', 1]
['раази', 1]
['хъуiруьре', 1]
['гьагумыкла', 1]
['хъиъине', 1]
['гъыiрчаа', 1]
['гьилаа', 1]
['нин-джан', 1]
['вышедыхъаъ', 1]
['гьилиъиди', 1]
['вы-гiлис', 1]
['мыкьлана', 1]
['маiгьлидид', 1]
['лалмыы', 1]
['марал-къари', 1]
['даъара71', 1]
['маралаклады', 1]
['келлечи', 1]
['лыкьаi', 1]
['гуьр-чекды', 1]
['лювшуд', 1]
['хъирхьури', 1]
['къанчанахъ', 1]
['ирх-ьур', 1]
['йыхыiд', 1]
['гьаiсаныс', 1]
['маралас', 1]
['гуджехь-ван', 1]
['хъыхьырдиш72', 1]
['хьылешыы', 1]
['зурбад', 1]
['гьаммише', 1]
['усдукiад', 1]
['шумдиъиди', 1]
['йыгъырмыхьван', 1]
['аргарай', 1]
['агъачiур', 1]
['йаiкваiс', 1]
['руъусна', 1]
['хьыдыл-ды', 1]
['билеле', 1]
['мибишы', 1]
['сувгъури', 1]
['хъывырдиш', 1]
['би-лель', 1]
['хьыле', 1]
['диъидихь', 1]
['галаг', 1]
['паджилда', 1]
['нехирдире', 1]
['паджилаа', 1]
['гьаммыкла', 1]
['ры-шаа', 1]
['гьагвардиший', 1]
['хаiля', 1]
['малаик', 1]
['йибкьыд', 1]
['сурухда', 1]
['га-джаркъыр', 1]
['хъаъасди', 1]
['вы-шер', 1]
['диъиди', 1]
['диъири', 1]
['билелда', 1]
['хъиширдиш', 1]
['некир-дире', 1]
['хъыхьыйне', 1]
['ади-ший', 1]
['маба', 1]
['рухьура73', 1]
['вешехьусды', 1]
['валибегды', 1]
['гьуджджурна-гьучiуб', 1]
['гьаiзы-рвалды', 1]
['улихьде', 1]
['бандухъунды', 1]
['валибегис', 1]
['хырыдады', 1]
['йывыiх', 1]
['кепiе', 1]
['джагвардыды', 1]
['банымыы', 1]
['сывымыы', 1]
['сыва-яцашды', 1]
['нехирдик', 1]
['йывхыiси', 1]
['лаабтiури', 1]
['джуула', 1]
['себыр', 1]
['люхъуiвшус', 1]
['йываъшене-йываъшене', 1]
['лихъийкьыдылахъуъ', 1]
['цiымды', 1]
['74', 1]
['гьыiрчешды', 1]
['хьваъ', 1]
['хыликлаа', 1]
['хъуiвгъуiд', 1]
['диший', 1]
['йыгъыр-мыклаа', 1]
['адкыд', 1]
['кiикiербыр', 1]
['минийикляа', 1]
['йаiкв', 1]
['минийиды', 1]
['цiарпi', 1]
['йыхваiлис', 1]
['духарыхьде', 1]
['хъуiдирдишме', 1]
['гъыiрчешихда', 1]
['кулбыр', 1]
['гьувулгара', 1]
['баiлик', 1]
['пар', 1]
['мидыхда', 1]
['гьаiйухьды', 1]
['джичiир', 1]
['вийис', 1]
['улаб', 1]
['вурма', 1]
['мени', 1]
['мен', 1]
['бу', 1]
['дагъын', 1]
['маралы', 1]
['ям', 1]
['сывхыiд', 1]
['мидик', 1]
['хьурад', 1]
['гунаа', 1]
['сувургъаiре', 1]
['ву-гъургъара', 1]
['уьликлаа', 1]
['хыляа', 1]
['сувургъуiре', 1]
['чiийинене', 1]
['га-рыркъара', 1]
['сайидыхда', 1]
['гьар-гуд', 1]
['вахьде', 1]
['мабдиш', 1]
['руъура-джугъуiре', 1]
['йихьыри', 1]
['ары-ди', 1]
['сургури', 1]
['лихьис', 1]
['джиги-ди', 1]
['джухьде', 1]
['кийтере', 1]
['дагьрыма', 1]
['саидды', 1]
['хаiбахъаiнашде', 1]
['литеди', 1]
['хъихири', 1]
['кьулыы', 1]
['хъидкьыд', 1]
['геркьыри', 1]
['муькъаi', 1]
['вай', 1]
['саид77', 1]
['выгiлеше', 1]
['марал-мар', 1]
['выгiле', 1]
['сюхъюдгири', 1]
['лухъузур', 1]
['сындире', 1]
['яратмиш', 1]
['дыъыдбыр', 1]
['екла', 1]
['халдыбишис', 1]
['якыдид', 1]
['ни-сидид', 1]
['лебшуд', 1]
['гьалга', 1]
['лешухьна', 1]
['сухъугаси', 1]
['ми-шухбыр', 1]
['мишухбыр', 1]
['тухумахда', 1]
['дарья', 1]
['дидыла', 1]
['хизындыхда', 1]
['хыдылад', 1]
['сыдкьыiйне', 1]
['кьаiрене', 1]
['78', 1]
['кьаiрды', 1]
['хылабырмыхьван', 1]
['минкир', 1]
['ыджывгын', 1]
['нехирдид', 1]
['маралмашыы', 1]
['гъаiрхаiре', 1]
['гьаiйухь', 1]
['джиликла', 1]
['кевири', 1]
['джилис', 1]
['карды', 1]
['сувулгъара', 1]
['йивхыiрдиш', 1]
['хъуiгъуьс', 1]
['гьемиди', 1]
['гьагудид', 1]
['выгыргаси', 1]
['йикiидана', 1]
['хъыхьырдиш', 1]
['лабтiурдиш', 1]
['шуъуна', 1]
['гевере', 1]
['кьуiне', 1]
['наiхан', 1]
['йакыдыхда', 1]
['рустамды', 1]
['маралмыхьван', 1]
['гыджыргъыiр', 1]
['гарыркъара', 1]
['йигыр', 1]
['гьахъагвас-диш', 1]
['руъхьура', 1]
['быркьаi', 1]
['йишири80', 1]
['дуьгъуьргъере', 1]
['хъуьдуьргъуьр', 1]
['хъуiдис', 1]
['гъыiрчмаiшды', 1]
['тиниъна', 1]
['хулаiхды', 1]
['хыдиеде', 1]
['ихды', 1]
['хы-лихьван', 1]
['тинбыйдинийис', 1]
['лахьури', 1]
['суьдгуьри', 1]
['кьуьнийсиние', 1]
['сыв', 1]
['хъабдже', 1]
['мизынды', 1]
['гадкъыд', 1]
['йакбыр', 1]
['чантыйма', 1]
['хъидъиди', 1]
['мибишиc', 1]
['къаргъышед', 1]
['ваiхде', 1]
['йывхыiри', 1]
['ичийе', 1]
['адиде', 1]
['ливис', 1]
['инсанашды', 1]
['гъыiрчехъанашыхда', 1]
['81', 1]
['гъыiрчехъанакляа', 1]
['гыiрче', 1]
['сураiгьбана', 1]
['ми-нийы', 1]
['куш', 1]
['йераа', 1]
['йыгыхьвна', 1]
['йерекляа', 1]
['йерахдана', 1]
['йилгара', 1]
['сивтес', 1]
['нехирдиклаа', 1]
['гуьл-ле', 1]
['гакъыйне', 1]
['улире', 1]
['пiинтi', 1]
['йыхыiсдихь', 1]
['гахъаiчiусмаа', 1]
['йиркь-ыр', 1]
['кьаicды', 1]
['гъыiрчахда', 1]
['улабаа', 1]
['тiинкi-тiинкi', 1]
['мичiрийа', 1]
['саiчiури', 1]
['гъыiрчехъанахда', 1]
['шывхьусди', 1]
['вичiири', 1]
['йи-ший', 1]
['гъыiрчехъанакла', 1]
['кiакiал82', 1]
['гьыр', 1]
['мибишыы', 1]
['вуруъра', 1]
['цiымна-цiымна', 1]
['баджагьат', 1]
['йывхыiсды', 1]
['сывхыiсди', 1]
['цiибхъыд', 1]
['хъавахас', 1]
['гьыiрчехъанад', 1]
['гуьллидире', 1]
['сасураа', 1]
['сураа', 1]
['гуна', 1]
['гъуiнаiаi', 1]
['лихьир', 1]
['гьаiъара', 1]
['кивкьыр', 1]
['хъавахасий', 1]
['вакляа', 1]
['гъыiр-чехъан', 1]
['хъуiдиси', 1]
['хъаджир', 1]
['галага', 1]
['шу-уна', 1]
['йывхыiрди', 1]
['марала', 1]
['сывырхаiре', 1]
['кивир-кьардиш', 1]
['чалыш', 1]
['миъ', 1]
['марал-машды', 1]
['мыкiмыхьде', 1]
['гийири', 1]
['илсанашда', 1]
['ахъыгыр', 1]
['усул', 1]
['кимабдишды83', 1]
['хъуiдуьре', 1]
['ба-лад', 1]
['дурухьвара', 1]
['лидирхьвара', 1]
['сыкьыiр', 1]
['кьаiчивалды', 1]
['угъувгъури', 1]
['йес', 1]
['гъыiрчешис', 1]
['гидиркiаси', 1]
['гьабхыiйне', 1]
['гъыiрчмашды', 1]
['былахахда', 1]
['мибишиклаа', 1]
['сабыйдынийе', 1]
['илхьвара', 1]
['улабырмыс', 1]
['гьахъагвардиш', 1]
['гьаваа', 1]
['хъившири', 1]
['эли', 1]
['дагьраа', 1]
['киджийкьыд', 1]
['джи-гиди', 1]
['лапiтiуйне', 1]
['бейдедбишыхда', 1]
['йидкьыбишдаа', 1]
['хувул-гъара', 1]
['йалыхъ', 1]
['лийчири84', 1]
['лечiуд', 1]
['гъилабахь-де', 1]
['гивирхьура', 1]
['кьурбана', 1]
['ыхыiри', 1]
['маралмашыхда', 1]
['гьайвырди', 1]
['лувкури', 1]
['кьур-бан', 1]
['йахыр', 1]
['леркьама', 1]
['кьвёдси', 1]
['мишлешдадыбыр', 1]
['дуьргъуьри', 1]
['эхъеръир', 1]
['къиркьыри', 1]
['лихъирхьурдиш', 1]
['85', 1]
['гъаргыд', 1]
['гъiырчехъанар', 1]
['ба-нала', 1]
['гьувгвара', 1]
['гьаiсана', 1]
['тухьван', 1]
['кивиркьара', 1]
['кьыхъак', 1]
['лувуркара', 1]
['выди', 1]
['хаджалат', 1]
['йукьсур', 1]
['духлад', 1]
['мишуха', 1]
['муiкъыiбыр', 1]
['тiуьбыр', 1]
['хагъуйне', 1]
['белыдихьде', 1]
['гьаiсанды', 1]
['лышанчиере', 1]
['ивхьир', 1]
['хаагъур', 1]
['гьашыкьахда', 1]
['бычiимыд', 1]
['десте', 1]
['гьукувгасдиш', 1]
['лийичi', 1]
['аiгьмаiде', 1]
['илсанар', 1]
['джигьилед', 1]
['гъаргыри', 1]
['аiгьмаiддустад', 1]
['авазахда', 1]
['гъаргы-ри', 1]
['аваз', 1]
['гъамаба87', 1]
['хиялбыр', 1]
['хъабджир', 1]
['сирхьире', 1]
['деъэре', 1]
['гъилаб', 1]
['хъихис', 1]
['йиширийдин', 1]
['силъэре', 1]
['лехъеш', 1]
['хъахыд', 1]
['хъыхьырдиш89', 1]
['пейзуллагьыс', 1]
['сыназырады', 1]
['йиъид-хъиъид', 1]
['вышга', 1]
['ихъвиргара', 1]
['хъюгъуiре', 1]
['касара', 1]
['сырыхчияла', 1]
['ухуiре100', 1]
['гьатiур', 1]
['джанда', 1]
['ибхьур', 1]
['киджид-хъыд', 1]
['су-куд', 1]
['эйбеджер', 1]
['хьесымаа', 1]
['тарелка', 1]
['убрабырмыд', 1]
['фа-нарбыр', 1]
['джандакара', 1]
['рапара', 1]
['ливчис', 1]
['чiир', 1]
['лубкуди', 1]
['убрабырмыс', 1]
['лихъмерихь', 1]
['гимадиший', 1]
['ирхьу-ри', 1]
['касашды', 1]
['104', 1]
['руъутiий', 1]
['гьувгухьна', 1]
['кийкьыд', 1]
['сирхьвара', 1]
['лаiхъаiшур', 1]
['хъихир', 1]
['ешлекла', 1]
['кеебтiес', 1]
['лалаъанаа', 1]
['хъиръий', 1]
['багъмыда', 1]
['нацiурды', 1]
['йи-шири', 1]
['нацiури', 1]
['либхьуд', 1]
['ешед', 1]
['рыхьы-ри', 1]
['кьийаматдухъунды', 1]
['гiарадаа', 1]
['сипiес', 1]
['пашмална', 1]
['ата-бабыйшды', 1]
['лийихьвна', 1]
['рухь-уд', 1]
['сидхьури', 1]
['хъарахыри', 1]
['гихъирхьуйне', 1]
['суркур', 1]
['гахъаркъыри', 1]
['гимабай', 1]
['хъырхьыри', 1]
['ма-дай', 1]
['105', 1]
['лювшус', 1]
['мишухаа', 1]
['йилагас', 1]
['гъивирхьирей', 1]
['мишухала', 1]
['сувургъуiрей', 1]
['гiарас', 1]
['ывъарай', 1]
['бюлмиди', 1]
['увухуiрей', 1]
['йаха', 1]
['ихьдибише', 1]
['рухьурагiар', 1]
['хъывхьухьна', 1]
['сувгаси106', 1]
['гiарара', 1]
['аiгьтиет', 1]
['гьыъырды', 1]
['угъуiвчiур', 1]
['джыбры', 1]
['йулдашахда', 1]
['фал', 1]
['ивиси', 1]
['лывыршири', 1]
['писвалдыбыр', 1]
['ярара', 1]
['дустара', 1]
['джывыъыхьвна', 1]
['белыдикла', 1]
['гихъирхьуси', 1]
['ывыршири', 1]
['баiлис', 1]
['дустахда', 1]
['гаадгъыiр', 1]
['луьдкуьр', 1]
['никьихь', 1]
['кидхьури', 1]
['гiале', 1]
['кирхьурдиш', 1]
['вазырыла', 1]
['гергыр', 1]
['еда', 1]
['йишидид', 1]
['тiутiкьури109', 1]
['руху-ри', 1]
['рухуд', 1]
['вишидыла', 1]
['къуъ', 1]
['вацiарай', 1]
['хъырыъыдыла', 1]
['сарырхарай', 1]
['кiвачiе', 1]
['ш-ш-ш', 1]
['кулак', 1]
['харгъури', 1]
['хи-идхьури', 1]
['гiарыра', 1]
['уьлимекла', 1]
['гехъерири110', 1]
['джудгъуiд', 1]
['йыхдыкасашды', 1]
['бы-лахаа', 1]
['гине', 1]
['захьде', 1]
['адишне', 1]
['исбат', 1]
['кикаси', 1]
['гiарак', 1]
['сиенебишыла', 1]
['рыша', 1]
['лихьири', 1]
['ришийне', 1]
['мукьуiд', 1]
['дыркьыри', 1]
['сурвыш', 1]
['вакля', 1]
['гьалысга', 1]
['рыъыхьвна', 1]
['тум-тухумара', 1]
['закля', 1]
['хъиивирхьвара', 1]
['хал–халаданара', 1]
['магьузарыхда', 1]
['да-ватак', 1]
['лидхъур', 1]
['сес-самырад', 1]
['рувгъа', 1]
['хъараъас', 1]
['джиршир', 1]
['худжудкур', 1]
['вишихьвна', 1]
['магьузарды', 1]
['джандыла', 1]
['джыгал', 1]
['сиибхьуд', 1]
['йикисдихь', 1]
['хъивширдиш', 1]
['шадна', 1]
['гуямишне', 1]
['хынхыда', 1]
['викьин', 1]
['тухумад', 1]
['кар117', 1]
['мазукiуйшды', 1]
['мыхаiд', 1]
['еше-миш', 1]
['хаймабыр', 1]
['йихирей', 1]
['гьаiзырды', 1]
['къеден', 1]
['люхъвурширей', 1]
['гьадургардиший', 1]
['къуншийшис', 1]
['мазукiыйшды', 1]
['пишкiинес', 1]
['лал–гьарыйбыр', 1]
['латiуси', 1]
['вы-шедыхъаъ', 1]
['садхас', 1]
['джывыр', 1]
['масалаа', 1]
['хы-лис', 1]
['йыхаъан', 1]
['пишкiинер', 1]
['инсанашыла', 1]
['адгыр', 1]
['сюхъюдги-ри', 1]
['мукъуiд', 1]
['лубкура', 1]
['гъуiле', 1]
['духлак', 1]
['кихьинбыр', 1]
['адиш121', 1]
['хуртама', 1]
['инса-нашыхда', 1]
['деъэд', 1]
['гьуiмирдыла', 1]
['нерази-валды', 1]
['бахтсызвалды', 1]
['ширинды', 1]
['кiыб-кiыб', 1]
['джигьилне', 1]
['хыни-мешды', 1]
['дыркьыбшис', 1]
['сада-кьа', 1]
['сырхыiра', 1]
['дыркьыбишды', 1]
['дурубыр', 1]
['йешиле', 1]
['хиндадый', 1]
['кьаiчине', 1]
['хъир-кьыр', 1]
['былахаа', 1]
['секки', 1]
['хаiдий', 1]
['гьувургар-диший', 1]
['гирибхьума', 1]
['гидиший', 1]
['гирхьуйне', 1]
['муiкъыкла', 1]
['киирхьуйне', 1]
['ший-тiамыйбыр', 1]
['ликiуд', 1]
['гваiчiур', 1]
['лацiыри', 1]
['лехъеркь-ыри', 1]
['сырымыда', 1]
['фикирек-хиялмык', 1]
['кирхьу-ри', 1]
['гьаiламат', 1]
['геркьыры', 1]
['сухъугурдиш', 1]
['хъаiаiтхыiри', 1]
['дибирес', 1]
['дибирере', 1]
['хъывыъыр', 1]
['дыркьыбишис', 1]
['дуiгьабыр', 1]
['вылцiара127', 1]
['султiанаiмаiд', 1]
['ал-басти', 1]
['лакь', 1]
['худулбыр', 1]
['мальуiм', 1]
['ихъихь', 1]
['ихъихьис', 1]
['хъикисдиш', 1]
['хъыiхьыiри', 1]
['султiанаiмаiде', 1]
['сывылтара', 1]
['султiанаiмаiдды', 1]
['къариехьван', 1]
['хал-ды', 1]
['хъалхьарай', 1]
['силкьарай', 1]
['хъаъарай', 1]
['рышехьде', 1]
['албастиеда', 1]
['эгъепiес', 1]
['эхъвилъэре', 1]
['кыбырмыс', 1]
['мыкi', 1]
['къашыкь', 1]
['сындис', 1]
['етир', 1]
['яха', 1]
['чiых', 1]
['сыхъыъыри', 1]
['лывырсара', 1]
['гьаiегаi', 1]
['керири', 1]
['хъавахыри137', 1]
['мыiхаiды', 1]
['йезир', 1]
['ихъийир', 1]
['леркьыр', 1]
['суркуд', 1]
['духлумыд', 1]
['цiудаа', 1]
['сур-кьур', 1]
['баргъумыере', 1]
['сагъур', 1]
['хьыдынийы', 1]
['джыы', 1]
['гъилыла', 1]
['мариетды', 1]
['киджидхъыд', 1]
['мариетыхда', 1]
['гаркъыр', 1]
['цiамна', 1]
['сиръирдиш', 1]
['лыздыкла', 1]
['кiакiал', 1]
['ми-нийыхда', 1]
['герубхьури', 1]
['сухъургури', 1]
['гъыiла', 1]
['гимардиший', 1]
['лыiхдыбыр', 1]
['гьаргурийдин', 1]
['йадалбыр', 1]
['уьлуьмбыр', 1]
['йикисий148', 1]
['кiаъдыкалды', 1]
['кирикара', 1]
['джинешиклады', 1]
['ублис', 1]
['руъулес', 1]
['кава-лахьде', 1]
['кьачiехьде', 1]
['гирирхьере', 1]
['халди-бишде', 1]
['уледи', 1]
['гериръэре', 1]
['ийлугбыр', 1]
['йукьудхьусды', 1]
['муiкъа', 1]
['накь-рыдид', 1]
['сунныдид', 1]
['муькъыi', 1]
['эскер', 1]
['лидхьур', 1]
['гихъийдхьири', 1]
['дидыхда', 1]
['гьарайбыр', 1]
['джин-рыш', 1]
['аiгъаiрчiури', 1]
['джинер', 1]
['гьуджум', 1]
['люзде', 1]
['хъыдыъыри', 1]
['эхджеръирийдин', 1]
['гьахъаргвасдиший', 1]
['йиджмы', 1]
['наiгьни-мыхьван', 1]
['мукiмыхьван', 1]
['хъаiдхыiри', 1]
['киирхьуд', 1]
['гъуiдигенехьде', 1]
['йиъиъй', 1]
['лувур-зура', 1]
['джигад', 1]
['кьаiчiекла', 1]
['гелъэрдиший', 1]
['кечмиш', 1]
['шума', 1]
['джиннер', 1]
['хъаiгъаiре', 1]
['китабак', 1]
['улис', 1]
['гьаджагвад', 1]
['муiкъуiд', 1]
['сихъихьир', 1]
['виъий167', 1]
['хаiбаiхъаiнекла', 1]
['юсуф', 1]
['хыiбде', 1]
['гьугъал', 1]
['гьугъара', 1]
['гьугълахьде', 1]
['сучiур', 1]
['иессияла', 1]
['джукля', 1]
['мыхаiбише', 1]
['шуркуд', 1]
['джандак', 1]
['тiатiалакла', 1]
['ла', 1]
['тылыекла', 1]
['хаiбахъаiн-шуркуд', 1]
['гьанийихьван', 1]
['шуркумыра', 1]
['сигирчудире', 1]
['сесехьван', 1]
['170', 1]
['чiалаг', 1]
['йирекды', 1]
['муiкъ', 1]
['чiалагада', 1]
['ус', 1]
['гьатiус', 1]
['гьалдына', 1]
['вичiердиш', 1]
['усыс', 1]
['йыхыiйне', 1]
['ху-каа', 1]
['йирекдибише', 1]
['чiилмы', 1]
['каiчiуд', 1]
['игьидхьур', 1]
['сыхыiри', 1]
['гудже-гуджехьван', 1]
['лихъийкьыд', 1]
['ин-санаше', 1]
['зем-земед', 1]
['китiир', 1]
['йиркьынийе', 1]
['рагъын', 1]
['гунагьбыр', 1]
['кидишдибишис', 1]
['гьувгад', 1]
['гьаiсаб', 1]
['хачпаразаше', 1]
['мусур-манар', 1]
['дырыхыiд', 1]
['дамыра', 1]
['кас', 1]
['султiан', 1]
['эмир', 1]
['шейхере', 1]
['дамыс', 1]
['хъиркьырдиш', 1]
['гурджистанди', 1]
['пир', 1]
['мусурманаше', 1]
['пира', 1]
