['сай', 989]
['дарести', 1]
['сатинти', 1]
['читла', 1]
['посылкала', 1]
['лутiилизира', 1]
['хiеррикiалли-илаб', 1]
['пархбикiули', 1]
['духурира', 1]
['ратрихьили', 1]
['дербент', 1]
['тукенчизи', 1]
['бирцулра', 1]
['тукенчибани', 1]
['тукейзир', 1]
['учидяхъили', 1]
['къапра', 1]
['бираб', 1]
['ляркьухiели', 1]
['машинти', 1]
['барести', 1]
['ваяхiли', 1]
['барахъили', 1]
['муруйчи', 1]
['бицiари', 1]
['духили', 1]
['жагатигъунти', 1]
['кьалтинтира', 1]
['дигутигъунти', 1]
['бусахъули', 1]
['хiербикiахъули', 1]
['кьаиси', 1]
['мурхьли', 1]
['гьанкiлизи', 1]
['бертурхiели', 1]
['бергараг', 1]
['гiелавадикили', 1]
['хiяриличирад', 1]
['тiяхiрулхъуси', 1]
['дисличил', 1]
['кьисдарили', 1]
['ахъес', 1]
['сунезирти', 1]
['нукертани', 1]
['алавбуцили', 1]
['дурахiевхъахъес', 1]
['вецiэси', 1]
['кабиибти', 1]
['хьунразирад', 1]
['хiейгули', 1]
['шагьарланти', 1]
['чеббяхъибал', 1]
['буралра', 1]
['лугасра', 1]
['ургис', 1]
['жибарили', 1]
['ахiенти', 1]
['бурги', 1]
['гьаргдарахъес', 1]
['шантазибад', 1]
['цiахли', 1]
['дурарухъес', 1]
['чебасес', 1]
['кiунби', 1]
['урасахъес', 1]
['илинира', 1]
['бергурси', 1]
['гьадуцили', 1]
['хiябтiерхьаличи', 1]
['жагьиллис', 1]
['давалала', 1]
['базригантани', 1]
['архiяра', 1]
['чарбухъесли', 1]
['чарбулхъухiели', 1]
['жагьилличир', 1]
['хьурадирехiе', 1]
['чардулхъехiе', 1]
['чятирлизи', 1]
['арбукиша', 1]
['къуш', 1]
['кiидерхiла', 1]
['ахъти', 1]
['хъулрира', 1]
['бяхiличилси', 1]
['хiязтариркьуси', 1]
['назбалишунира', 1]
['барниличи', 1]
['гiяхiланира', 1]
['регiлис', 1]
['хiятала', 1]
['гiягiниахълумира', 1]
['архути', 1]
['кiелцад', 1]
['кiапуцили', 1]
['пайтун', 1]
['неш-дудешхъалачи', 1]
['пайтунра', 1]
['чекабатурли', 1]
['абицiути', 1]
['дуклав', 1]
['пайтунничир', 1]
['пайтунничи', 1]
['неш-дудешлизи', 1]
['дашес', 1]
['дирудая', 1]
['хiеррирулрал', 1]
['чебиидая', 1]
['лябкьниличила', 1]
['даршили', 1]
['укадихьили', 1]
['абацiахъили', 1]
['абицiибхiели', 1]
['чулайчиб', 1]
['сабичиб', 1]
['хiербирути', 1]
['гьунарли', 1]
['учибикахъибсив', 1]
['тамай', 1]
['вирхаура', 1]
['къайгъихiебаралли', 1]
['давлачевиэс', 1]
['хiейрниличи85', 1]
['мискиндешличи', 1]
['ризкьира', 1]
['давлачебтала', 1]
['шинкьалар', 1]
['делкьес', 1]
['чебархализи', 1]
['детаркьурли', 1]
['мискинти', 1]
['биргiябиргес', 1]
['урхамла', 1]
['тiашиули', 1]
['урхам', 1]
['накьрикiуцiуйс', 1]
['танбихiлис', 1]
['шилизибти', 1]
['нешкiун', 1]
['карушада', 1]
['жаназалра', 1]
['хiярибихьахъес', 1]
['давлачебтачиб', 1]
['маллачи', 1]
['хьураиубли', 1]
['айцiухiели', 1]
['гьаргалаб', 1]
['ганзухъличиб', 1]
['гiяйсаличи', 1]
['хъарахъахъили', 1]
['тiашбатурли', 1]
['дуббат', 1]
['кабихьибхiели', 1]
['бетирхьули', 1]
['къузбирулрив', 1]
['гьаргаларси', 1]
['нешлис', 1]
['кадирхьути', 1]
['нушачиб', 1]
['ракiахъа', 1]
['накьрикiуцiулла', 1]
['тиладирикiули', 1]
['арацiахъес', 1]
['гiянцiа', 1]
['зузрарес', 1]
['зузрарили', 1]
['саригу', 1]
['карушахъили', 1]
['уъхiевус', 1]
['барая', 1]
['ахърилис', 1]
['хiяририхьили', 1]
['карушибти', 1]
['давлачебтази', 1]
['жаназунас', 1]
['унрачилибси', 1]
['руребира', 1]
['мургьи-арцра', 1]
['дедлугулри', 1]
['масличи', 1]
['гъаргъти', 1]
['жаназуни', 1]
['жаназалис', 1]
['ахiенчула', 1]
['мехiурдешличи', 1]
['дукарбяхiяхъили', 1]
['кабушахъили', 1]
['нахърикiуцiуйс', 1]
['бигубрану', 1]
['гаалра', 1]
['датира', 1]
['лутiилизи', 1]
['кепек', 1]
['вегiлара', 1]
['хьурайубли', 1]
['дидицiибти', 1]
['бацiси', 1]
['гiергъили', 1]
['шикьдарили', 1]
['тiама-гьамаличи', 1]
['музабухьунти', 1]
['халкъли', 1]
['ахтардидарили', 1]
['гавлагуназиб', 1]
['кьякьялра', 1]
['баргалли', 1]
['сагамад', 1]
['чеасили', 1]
['ахтардидарибхiели', 1]
['лутiилаб', 1]
['диалра', 1]
['лугулри', 1]
['мургьиличи', 1]
['гъаргъли', 1]
['юртани', 1]
['мучлаагардарибтирав', 1]
['жамигiятли', 1]
['битили', 1]
['шилизибад', 1]
['накърукiуцiул', 1]
['урхьназивяхi', 1]
['ватихьахъили', 1]
['аркули', 1]
['байхъу', 1]
['каахъибси', 1]
['лайвакiиша', 1]
['дурар', 1]
['шурила', 1]
['дигiяндарибти', 1]
['мургьилра', 1]
['заяли', 1]
['детхiехъахъес', 1]
['касая', 1]
['гьунила', 1]
['кiерси', 1]
['баэс', 1]
['гьалабухъес', 1]
['абдулти', 1]
['умцiес', 1]
['арбянкьунхiели', 1]
['накьрикiуцiуйчи', 1]
['инсан', 1]
['икiдани', 1]
['катурсирив', 1]
['кьабулхiеркухiели', 1]
['катурсира', 1]
['букiунни', 1]
['вирусну', 1]
['калхъас', 1]
['арзибси', 1]
['гавлаглавад', 1]
['букiуйзи', 1]
['икiди', 1]
['вявикiен', 1]
['даргхiергили', 1]
['гiясибиубти', 1]
['инжитдирутирав', 1]
['тiерхьуба', 1]
['бирхъесбяхiили', 1]
['гавлаглизивси', 1]
['ваятiа', 1]
['гiясибиубли', 1]
['гiелаиркухiели', 1]
['мутiиагарси', 1]
['нахърикiуцiул', 1]
['лайвакiниличи', 1]
['гъамбиухiебли', 1]
['дурзамра', 1]
['гiяйкабарили', 1]
['чеваибхiели', 1]
['лайвакiибкъи', 1]
['вагьариубсирив', 1]
['виругiевли', 1]
['дукаряхiили', 1]
['ихарти', 1]
['мазализирад', 1]
['декiардирулри', 1]
['иха', 1]
['дукьеная', 1]
['тiяхiдухъеная', 1]
['гьарилли', 1]
['бекiбяхъуни', 1]
['цалис-ца', 1]
['гьалабикес', 1]
['къайгънабиркьули', 1]
['тiяхiбикiесбяхiили', 1]
['тiяхiухъунси', 1]
['гiелаиркули', 1]
['тiяхiулхъуси', 1]
['хiясадкардешличил', 1]
['азиричирра', 1]
['декiардариб', 1]
['диганти', 1]
['алхи', 1]
['алхахънилис', 1]
['гьаймани', 1]
['вигьи', 1]
['бардни', 1]
['чiупри', 1]
['накьрикiуцiуйзи', 1]
['вигьунсирив', 1]
['разихiеркухiели', 1]
['вигьунсира', 1]
['бекiличира', 1]
['мерлав', 1]
['вирусиу', 1]
['вигьаба', 1]
['тiалхiянара', 1]
['гiяссибиубти', 1]
['булхъран', 1]
['кавшили', 1]
['чiупрачилси', 1]
['давлачебтачивад', 1]
['сай92', 1]
['хъалила', 1]
['лерсири', 1]
['жагьилтала', 1]
['уркiбази', 1]
['жагьилтира', 1]
['цалисалра', 1]
['разидеш', 1]
['балахъули', 1]
['баягьи', 1]
['шилара', 1]
['дублав', 1]
['левсири', 1]
['лачин', 1]
['хiеблизиб', 1]
['дурзамтачил', 1]
['букiуни', 1]
['букiунани', 1]
['лугусири', 1]
['дубурличибадли', 1]
['нусила', 1]
['кигьми', 1]
['дихутири', 1]
['серхурси', 1]
['хiял-тiабигiятла', 1]
['жагьилтас', 1]
['ургарикибси', 1]
['исбагьилара', 1]
['дигай', 1]
['дихьибти', 1]
['гъайлис', 1]
['бахъбаили', 1]
['шадибхiебакiибси', 1]
['башалра', 1]
['шадиб-гьундури', 1]
['дири', 1]
['гьар-мурталра', 1]
['гьалмагъунас', 1]
['харжаначибли', 1]
['камкабикiесбяхiили', 1]
['чи-биалра', 1]
['вакiалли', 1]
['хiейрасли', 1]
['камкабирар', 1]
['кьакьавакiили', 1]
['бархiилизив', 1]
['гьалмагъ', 1]
['пикриикiниличи', 1]
['белгьен', 1]
['хебалси', 1]
['лебличиб', 1]
['гiяхiсину', 1]
['хiурматбарили', 1]
['вакiалра', 1]
['гiелайкили', 1]
['духа', 1]
['дицес', 1]
['пикрикiуси', 1]
['иштяхiдухъи', 1]
['бирцусил', 1]
['базарла', 1]
['вачуртази', 1]
['иштяхi', 1]
['имцiабиубли', 1]
['унцлис', 1]
['бехiсурбарахъес', 1]
['къаршидеш', 1]
['шилизивяхi', 1]
['хъумартурли', 1]
['къапiала', 1]
['вегiличи', 1]
['бирцуси', 1]
['бекiличи', 1]
['чекабиили', 1]
['барибсиличи', 1]
['гiебхiебиули', 1]
['гьайбиубли', 1]
['хiеркiлизи', 1]
['архули', 1]
['даресара', 1]
['ишхiели', 1]
['дарибтас', 1]
['диру', 1]
['дарибтачи', 1]
['гьимхiерукiалли', 1]
['урчиличирти', 1]
['лугехiе', 1]
['гьимрукiалли', 1]
['дурибтицад', 1]
['гесли', 1]
['хьунара', 1]
['дакьеси', 1]
['карбтурли', 1]
['архiяалра', 1]
['гьарбизуру', 1]
['гъарбизур', 1]
['асири', 1]
['балбикибси', 1]
['гъабзала', 1]
['милигиубли', 1]
['шини', 1]
['гiяшиубхiели', 1]
['мерличирад', 1]
['релси', 1]
['арбухалра', 1]
['базригантанира', 1]
['дакьили', 1]
['урчачирти', 1]
['талихiчебдеш', 1]
['имцiабиуб', 1]
['бахъбаиб100', 1]
['кьадира', 1]
['кьадирла', 1]
['битiу', 1]
['адерхулли', 1]
['кьадилри', 1]
['пикрибаркьибли', 1]
['дарччишара', 1]
['валгьан', 1]
['гiяйиркьа', 1]
['сабирличу', 1]
['илцци', 1]
['тиладибаркьибли', 1]
['чiвал', 1]
['сабирли', 1]
['диччибли', 1]
['ахiти', 1]
['арцичир', 1]
['дилагъуна', 1]
['гiякьлула', 1]
['бикi', 1]
['лехiрицци', 1]
['рурсиличу', 1]
['ихиццир', 1]
['битiура', 1]
['хiадурдаркьа', 1]
['дачiибхiели', 1]
['хурег', 1]
['ихицце', 1]
['нушачу', 1]
['ливкьяли', 1]
['таврале', 1]
['гъайкабикiули', 1]
['маллацци', 1]
['дичу', 1]
['хинкiа', 1]
['вигьутли', 1]
['бархьбиркьис', 1]
['хiядурдаркьа', 1]
['бигьалли', 1]
['багьалали', 1]
['аркьяса', 1]
['ватиурре', 1]
['леву', 1]
['дичули', 1]
['тавралеб', 1]
['биркьана', 1]
['ишеб', 1]
['дичив', 1]
['дукаркiулрив', 1]
['хiебагьуррив', 1]
['гiякьлучибси', 1]
['батиис', 1]
['хiадурбаркьахъара', 1]
['илил', 1]
['ттурабитiуй', 1]
['тавралер', 1]
['баркьихъара', 1]
['абиццурли', 1]
['бухiнабухъунхiели', 1]
['чедаибли', 1]
['тамашавиубли', 1]
['хiергьус', 1]
['сигъунакiал', 1]
['биркъвярра', 1]
['кайибли', 1]
['укунхiили', 1]
['гъаял', 1]
['виргьхiергьус', 1]
['хiябцiали', 1]
['шуцiали', 1]
['кьадирлис', 1]
['хiеккара', 1]
['биккулири', 1]
['разиигьубли', 1]
['мала', 1]
['буцибли', 1]
['гьанагьа', 1]
['бургьис', 1]
['даркьихъара', 1]
['велкъуйра', 1]
['велкъуй', 1]
['вигьутлира', 1]
['лихiиле', 1]
['лиркьвянтиран', 1]
['хiядурберкьая', 1]
['хiадурле', 1]
['хiебагьурра', 1]
['ливкьни', 1]
['хiукiун', 1]
['кьадирличу', 1]
['виркьянирри', 1]
['рикiуттие', 1]
['хiецци', 1]
['хiебургьибу', 1]
['вигьублирив', 1]
['гiекьлучебси', 1]
['батаибил', 1]
['сегъуникiал', 1]
['чехiебайбра', 1]
['хiириццулли', 1]
['кьадирличувяхi', 1]
['заявигьубра', 1]
['гiиладехiли', 1]
['хайрибигьвару', 1]
['гъайухъана', 1]
['атiатти', 1]
['бургьибра', 1]
['хiядурдаркьихъара', 1]
['цахiри', 1]
['хiатiаттив', 1]
['хiатiибра', 1]
['гiяйабтали', 1]
['виркьурре', 1]
['хiуникiу', 1]
['хiебургьиблири', 1]
['гiарицци', 1]
['гiямалакквар', 1]
['бетахъиб', 1]
['пакьир', 1]
['гiари106', 1]
['балкiа', 1]
['бардали', 1]
['кабяхъес', 1]
['гьуникад', 1]
['кабяхъядли', 1]
['галгаличивад', 1]
['увяхiиркуд', 1]
['вирххiеурли', 1]
['кабяхъили', 1]
['бекiгьавли', 1]
['увяхiикили', 1]
['хъарс-хъарсбарили', 1]
['гiяжаиб', 1]
['далуси', 1]
['уилигу', 1]
['итиникiун', 1]
['увяхiиркни', 1]
['ашкарлигу', 1]
['убкiусалра', 1]
['гьункьяс', 1]
['убкiусал', 1]
['жайчира', 1]
['лаглизибад', 1]
['батбихьибхiели', 1]
['къякъ', 1]
['душалли', 1]
['убкiуд', 1]
['челябкьян', 1]
['дямбизахъурли', 1]
['мерличибад', 1]
['лагбикибхiели', 1]
['вегiебш', 1]
['удила', 1]
['вайла', 1]
['ула', 1]
['чедиван', 1]
['абаибхiели', 1]
['дурабикахъили', 1]
['левилра', 1]
['хiерикiуси', 1]
['гiяйкабиубли', 1]
['вацiализибад', 1]
['дурабикили', 1]
['лига-кьякья', 1]
['хiебатурли', 1]
['берги', 1]
['кавш', 1]
['вебкiхiебкiили', 1]
['виаслири', 1]
['гъамхiебирадигу', 1]
['бугухiели', 1]
['хiеркайкiули', 1]
['цаладикили', 1]
['къянби', 1]
['вякълякъиби', 1]
['дигiянаикили', 1]
['дуклабси', 1]
['эмхiелис', 1]
['вякьлякъи', 1]
['бурахъа', 1]
['гьуни-гьундурачиб', 1]
['гьайбикiуси', 1]
['тiалабдараба', 1]
['берк-берж', 1]
['дахаба', 1]
['къарчигъара', 1]
['гiекiили', 1]
['абхьайчи', 1]
['кьутiикiес', 1]
['кьутiикiухiели', 1]
['дигiянаиркуси', 1]
['килра', 1]
['барайчи', 1]
['гiяхiял', 1]
['дубватахъес', 1]
['берубси', 1]
['нусира', 1]
['вякьлякьи', 1]
['чiягьахъили', 1]
['шанглихiир', 1]
['чуднихинкiи', 1]
['хiядурдарибти', 1]
['буреси', 1]
['чудукинкiи', 1]
['дургьабну', 1]
['вякълякъила', 1]
['къямцiали', 1]
['чiягъбикiескаили', 1]
['тахлиур', 1]
['гьарушла', 1]
['чугара', 1]
['аврушара', 1]
['кадихьибти', 1]
['хахъили', 1]
['бержасабергибхiели', 1]
['вегiлис', 1]
['дигиаурли', 1]
['батураили', 1]
['тiамадарахъили', 1]
['игнаба', 1]
['игнабани', 1]
['улкьайкад', 1]
['гьавухъи', 1]
['чiяхiбарили', 1]
['мулебкiан', 1]
['ханжалра', 1]
['гiергъиихьили', 1]
['веткахъили', 1]
['балцiи', 1]
['юртлизибси', 1]
['гьайкабарили', 1]
['сай109', 1]
['беркесил', 1]
['гiяйхiедикiандиубли', 1]
['кьукьнад-кьукьнадкадикили', 1]
['тiунтiрала', 1]
['хiуреба', 1]
['кадиибти', 1]
['гьамиубли', 1]
['белки', 1]
['хiунтiен-хiунтiенкабиубси', 1]
['бухъянси', 1]
['виругiебли', 1]
['тiунтiри', 1]
['гъузгъалдидиубли', 1]
['дяхъибти', 1]
['делгiунхiели', 1]
['авцiайчи', 1]
['адикили', 1]
['гериули', 1]
['жундрас', 1]
['вашусира', 1]
['лайикьси', 1]
['дяхiцiила', 1]
['тiерхьализи', 1]
['хiердикiнавахi', 1]
['гьайкайубли', 1]
['ахъайчи', 1]
['бамериахъес', 1]
['хьурабиубли', 1]
['шичи', 1]
['виштiасигъуна', 1]
['усуси', 1]
['белкiунси', 1]
['белчiунхiели', 1]
['духесра', 1]
['хъумкартурли', 1]
['узбачи', 1]
['хiехибал', 1]
['нартли', 1]
['бакiилив', 1]
['бурайчи', 1]
['нартличила', 1]
['душмантачи', 1]
['къаршиси', 1]
['дявлизи', 1]
['усули', 1]
['чеваргъалли', 1]
['гьакiбарибси', 1]
['агили', 1]
['геркайура', 1]
['гъамбиэс', 1]
['хiебирули', 1]
['тяйдили', 1]
['кьучiурикiули', 1]
['хiеризурли', 1]
['авцiалилра', 1]
['кьапни', 1]
['черасили', 1]
['нартлис', 1]
['икрамбарили', 1]
['серхурли', 1]
['хiугьуна', 1]
['умцiутири', 1]
['варгни', 1]
['шаддеш', 1]
['ветаурли', 1]
['хiебирехiе', 1]
['васвасикiули', 1]
['дахъал-декiар', 1]
['тиладлуми', 1]
['хiедарахъили', 1]
['ихтилатбикiули', 1]
['дуббатурли', 1]
['багьлабарес', 1]
['къаршили', 1]
['бирхауди', 1]
['урехиагарбиубли', 1]
['душманти', 1]
['чеваргъахъили', 1]
['кахiейкахъес', 1]
['каниултази', 1]
['кьяшми-булан', 1]
['хiядурварили', 1]
['дявтази', 1]
['бикули', 1]
['бурсибиубси', 1]
['мурдаватурли', 1]
['душмантачивахi', 1]
['нартла', 1]
['кьас', 1]
['урчиличив', 1]
['шайчивяхi', 1]
['къайгъибаралра', 1]
['кабухъунси', 1]
['душмантачибяхi', 1]
['бетухъи', 1]
['гьунчир', 1]
['къаршидиркули', 1]
['галгубачи', 1]
['хъямвашули', 1]
['хiячмазирад', 1]
['къябдарили', 1]
['хъусдирхъули', 1]
['галгубани', 1]
['шалкiула', 1]
['гiяскуртала', 1]
['дайлизи', 1]
['ургабад', 1]
['хiяйна-авна', 1]
['бетсадбухъи', 1]
['чилра-декiар', 1]
['кьяшмачив', 1]
['кахiелунхiели', 1]
['дургъбазивад', 1]
['чариубсилис', 1]
['гьунибаэс', 1]
['дакiибал', 1]
['шакалра', 1]
['хiейкирагу', 1]
['хiушабну', 1]
['галгубала', 1]
['бекiа', 1]
['эркин-эркинни', 1]
['билкьес', 1]
['сари112', 1]
['жалбикiесбяхiили', 1]
['тяхiяр', 1]
['хiерируд', 1]
['къантiкадарили', 1]
['укадатурли', 1]
['бялихъ', 1]
['бархiехълисра', 1]
['савлилисра', 1]
['дерцiили', 1]
['хiедерцiири', 1]
['хiязлис', 1]
['хибтирив', 1]
['вачавяхъили', 1]
['сейкiусири', 1]
['тамашариубсила', 1]
['хъучирад', 1]
['викiулра', 1]
['жаляхъили', 1]
['жалличи', 1]
['унрубира', 1]
['унрала', 1]
['мехiуриубли', 1]
['чекаргьурли', 1]
['бурухлиу', 1]
['жибжирватурли', 1]
['чуйнарил', 1]
['музабухъахъи', 1]
['цiябдаибхiели', 1]
['жалличила', 1]
['гьанбикахъили', 1]
['гьанбиркуру', 1]
['цiахиахъес', 1]
['бургу', 1]
['набчил', 1]
['кьабуликибси', 1]
['чидилла', 1]
['гiямулти', 1]
['дирарал', 1]
['вирхауррив', 1]
['бетаурсиличила', 1]
['ватухъахъаба', 1]
['ишавадли', 1]
['убкiулрану', 1]
['улгухiели', 1]
['мурталра', 1]
['викiи', 1]
['верцахъаба', 1]
['гiямултазивад', 1]
['114', 1]
['шяхiбанра', 1]
['хаччура', 1]
['тiалаббарес', 1]
['имкансигъуна', 1]
['бурхiни', 1]
['бузри', 1]
['лебтас', 1]
['мурчiазирад', 1]
['цiедеш', 1]
['кадирхьести', 1]
['чiупiри', 1]
['багьра', 1]
['хiебагьурли', 1]
['унабурхiлизи', 1]
['бухънадешли', 1]
['ахiекiубти', 1]
['икьалабиресира', 1]
['хiейранкайуб', 1]
['кьялцун', 1]
['пикриикiи', 1]
['балхiебалули', 1]
['гашазирад', 1]
['хiедебкiес', 1]
['беркес-бержеси', 1]
['исехiе', 1]
['бирутира', 1]
['умутра', 1]
['рачарархили', 1]
['жалбикiули', 1]
['кьяйчил', 1]
['цугиркули', 1]
['ассаламун', 1]
['гiялайкум', 1]
['мискиндешли', 1]
['гъяждарилра', 1]
['дикеси', 1]
['аркулра', 1]
['касса', 1]
['дигутицад', 1]
['иргъахъули', 1]
['вирарал', 1]
['цiиццебяхi', 1]
['вашен', 1]
['гьалавяхi', 1]
['ахъибсицад', 1]
['кьада', 1]
['дукь', 1]
['буркъа', 1]
['дургид', 1]
['ахмахлис', 1]
['мургьилисра', 1]
['арцлисра', 1]
['бехiсур', 1]
['хьаррикiули', 1]
['баласну', 1]
['цiиццела', 1]
['шайчидяхi', 1]
['хiяжатбиркур', 1]
['чедиахъис', 1]
['ургуд', 1]
['дигiянбиру', 1]
['хiерирхули', 1]
['рехiризур', 1]
['къантiа', 1]
['лишанти', 1]
['урдулхъулри', 1]
['баайчи', 1]
['кур', 1]
['буркъиб', 1]
['хiебаргиб', 1]
['бирни', 1]
['балусири', 1]
['хъутуррикiес', 1]
['сегъунси', 1]
['вирхуси', 1]
['уркалунра', 1]
['лехiхiейхъули', 1]
['даимиублири', 1]
['кьелхiе', 1]
['селичи-сабрил', 1]
['чегиб', 1]
['вявикiесяхiиб', 1]
['убатурси', 1]
['илигiир', 1]
['гiяббасиби', 1]
['къучакъ', 1]
['уилил', 1]
['диргiядиргили', 1]
['кайсехiе', 1]
['дуибтиван', 1]
['далтехiе', 1]
['датес', 1]
['хайрихiебирар', 1]
['дигiяндарес', 1]
['дигiяндирис', 1]
['арц-мургьиличилси', 1]
['дугикун', 1]
['вахи', 1]
['велкъахъи', 1]
['хiедалан', 1]
['вирхкаран', 1]
['усахъес', 1]
['кайхьахъун', 1]
['кесекунарбарили', 1]
['хъалчличи', 1]
['айзи', 1]
['дуравхъен', 1]
['бурчехiену', 1]
['бурчес', 1]
['савли-савлил', 1]
['майдайчи', 1]
['гап-чяхiикiес', 1]
['сунечивад', 1]
['удатурти', 1]
['дирххiерулрав', 1]
['дашира', 1]
['чебиахъисну', 1]
['пикрибхъун', 1]
['мар-марлирагу', 1]
['ханничира', 1]
['шяхiбанна', 1]
['кабукахъес', 1]
['бурхьули', 1]
['кадухахъес', 1]
['хъарбирули', 1]
['дуибти', 1]
['хьарбаая', 1]
['хiушази', 1]
['зак', 1]
['илира', 1]
['ургьхiергьив', 1]
['вачавархиб', 1]
['даргибси', 1]
['бакъукълира', 1]
['ургьуси', 1]
['дугьби', 1]
['дакьибти', 1]
['дукаркiесбяхiиб', 1]
['ургьала', 1]
['дирара', 1]
['хiяккьикьатлизир', 1]
['кьяйдаличирли', 1]
['мяхiкамдариб', 1]
['биштiа', 1]
['дурхiниван', 1]
['биргiякабургиб116', 1]
['гъимукiузив', 1]
['разийакквал', 1]
['гъурукiул', 1]
['удил', 1]
['бикьуладе', 1]
['сикiалидхь', 1]
['дижид', 1]
['–укiул', 1]
['юкiуб', 1]
['уже', 1]
['хъилив', 1]
['кьатте', 1]
['юкьилла', 1]
['ужилла', 1]
['духахъилан', 1]
['ахчилле', 1]
['уссилла', 1]
['ццихъчегьавхуб', 1]
['разиухуб', 1]
['щала', 1]
['дичибмале', 1]
['ахъееццул', 1]
['мал', 1]
['уттий', 1]
['юкьий', 1]
['хiядурюхубжила', 1]
['чисалгьун', 1]
['адамилцце', 1]
['яхьулдану', 1]
['ахъицций', 1]
['хъумутматит', 1]
['кьюлчибажиб', 1]
['акьвлицце', 1]
['ччибхiнажия', 1]
['айчивицций', 1]
['бяшинну', 1]
['тарумъя', 1]
['кабилжин', 1]
['кiулбикiанниб', 1]
['тибну', 1]
['идъя', 1]
['муучiалте', 1]
['дацiле', 1]
['хьун', 1]
['укьинну', 1]
['шинъя', 1]
['какъа', 1]
['налелащуд', 1]
['гiяххуме', 1]
['чидакьиб', 1]
['йидагулсай', 1]
['йидагужила', 1]
['кьякьвитiун', 1]
['ахъиццидава', 1]
['сяхiятле', 1]
['дакъи', 1]
['ажилалсад', 1]
['буущан', 1]
['гъючiвинкичиб', 1]
['ирилла', 1]
['бакьибжила', 1]
['ахъиццул', 1]
['лак-кат', 1]
['савхъун', 1]
['акьвъя', 1]
['либалакква', 1]
['сибаакьидава', 1]
['пикре', 1]
['укiузив', 1]
['чiижихъалтала', 1]
['кьайле', 1]
['нахьтту', 1]
['кьюъля', 1]
['чибдагъиб', 1]
['чикееххул', 1]
['бяший', 1]
['хабаракквит', 1]
['гьантаттичиб', 1]
['виппатул', 1]
['бялшунзиб', 1]
['салцце', 1]
['дишдихун', 1]
['тiутiу', 1]
['духахахъий', 1]
['бяшун', 1]
['тарум', 1]
['кабилгун', 1]
['тiултiия', 1]
['цiалццид', 1]
['диккуб', 1]
['хьунуллитав', 1]
['цiахухадкьатте', 1]
['сеечiубаакьий', 1]
['ухахадну', 1]
['бяхъила', 1]
['кiулбикiан', 1]
['хъалта', 1]
['лакiкабаакьиб', 1]
['кагъибжила', 1]
['ваглицце', 1]
['бухъий', 1]
['чiижехъалтал', 1]
['тинтеесабхубзиб', 1]
['виба', 1]
['кабчийъя', 1]
['гъамакквал', 1]
['диханне', 1]
['витiачiиб', 1]
['люкьваакул', 1]
['павле', 1]
['вингьисул', 1]
['няхъиццибзиб', 1]
['кiулбикiаня', 1]
['бакъуб', 1]
['дуунуппади', 1]
['вабалатакабиццул', 1]
['диханнижил', 1]
['мутiрус', 1]
['чийсабеечiиб', 1]
['акъан', 1]
['дурвинвечiиб', 1]
['камле', 1]
['гьаъийда', 1]
['кiеена', 1]
['ватадил', 1]
['угьукiул', 1]
['сеегъаннаже121', 1]
['алдингъизра', 1]
['адамтаниархъаби', 1]
['душули', 1]
['хiебируси', 1]
['асахъес', 1]
['цархiилтанигъуна', 1]
['чарбатур', 1]
['алдингъизли', 1]
['муруйзирад', 1]
['сасиб', 1]
['дугурбазир', 1]
['буркьунзала', 1]
['адамтачил', 1]
['рузусила', 1]
['гiердири', 1]
['бири', 1]
['гiурилти', 1]
['хьунрас', 1]
['хъаралис', 1]
['цiедешлис', 1]
['дарсдири', 1]
['аррашулимуруй', 1]
['кадерхахъур', 1]
['балкьаурлив', 1]
['гьимиртала', 1]
['бажардирикири', 1]
['дарира', 1]
['кiаралабад', 1]
['дурайсули', 1]
['муруйс', 1]
['чебиахъули', 1]
['ишичира', 1]
['чарбарили', 1]
['кiарала', 1]
['кабирхьулри', 1]
['дурайсулри', 1]
['вирхкаур', 1]
['дурутачи', 1]
['бажардирикили', 1]
['разикайуб', 1]
['ихдицад', 1]
['кьикiназирад', 1]
['детарар', 1]
['рехiрирхьуда', 1]
['румхес', 1]
['чараагарти', 1]
['кадухибхiели', 1]
['души', 1]
['бушути', 1]
['хiядурдарес', 1]
['хiясибхiериэсли', 1]
['гьаларухъун', 1]
['дигiянрикили', 1]
['вяврикiес', 1]
['кукмяхiяйли', 1]
['алдингъизлис', 1]
['урцуйзирад', 1]
['гiягiниахъуми', 1]
['даралли', 1]
['бубкiар', 1]
['пишала', 1]
['дигiянрикиб', 1]
['вахъхiиагарли', 1]
['каиб', 1]
['бурушлар', 1]
['вацiализив', 1]
['левхiейчивра', 1]
['имцiали', 1]
['алдингъизлизи', 1]
['рикибсири', 1]
['зягiипкарикилра', 1]
['ребкiесин', 1]
['билзулра', 1]
['кадухирив', 1]
['кахiедухира', 1]
['вацiализивад', 1]
['вебшира', 1]
['урухиубра', 1]
['гегугикiуси', 1]
['бетаурал', 1]
['чебетаахъили', 1]
['мар-марли', 1]
['убкiусу', 1]
['чархра', 1]
['агиличиб', 1]
['зягiипкайкили', 1]
['хiейасли', 1]
['сабурбарес', 1]
['далкьаахъурти', 1]
['унра-хьунрас', 1]
['деда', 1]
['тiемалра', 1]
['кахiелесли', 1]
['харчли', 1]
['аризур', 1]
['бухили', 1]
['бузути', 1]
['сабигъунти', 1]
['илдигъунтира', 1]
['устачерти', 1]
