["hic'ile", 5420]
['isa̰q', 1]
['χːirχːiče', 1]
['harada̰qible', 1]
['kilogramm', 1]
['dibsbašib', 1]
['markːlacːe', 1]
['bibsbašib', 1]
['bibsbašible', 1]
['wetwračla', 1]
['naglojze', 1]
['grubojze', 1]
['sekbigaraj', 1]
['sakbigaraj', 1]
["aˤk'udaj", 1]
['raχčahejlahitːe', 1]
['stoit', 1]
['qaˤrχlakːu', 1]
["qaˤrχaˤnq'ar", 1]
["ħaˤšbarq'aj", 1]
['ħa̰šdixːla', 1]
['da̰ħunzid', 1]
['duχːuzid', 1]
['radile', 1]
['direktːurricːira', 1]
['čarʁonar', 1]
['raznoglasie', 1]
['wɨχodit', 1]
['dujan', 1]
['udulgle', 1]
['migbala', 1]
['xːanaršːile', 1]
['ubulgle', 1]
['bertːar', 1]
['sowetami', 1]
["ik'irka", 1]
['tipːiʁara', 1]
['agabala', 1]
['raǯabawič', 1]
['dirktur', 1]
['školɨ', 1]
['lezgin', 1]
['alimpiadali', 1]
['alimpiadalira', 1]
['aʁlid', 1]
['zaočnik', 1]
['maočnik', 1]
['filologičeskij', 1]
['fakulʲtetra', 1]
["c'ikan", 1]
["aˤbarq'ibdeblira", 1]
['starɨj', 1]
['zdanie', 1]
["harabarq'iban", 1]
['dusːzil', 1]
['direkutur', 1]
['ruχːukːle', 1]
['jakan', 1]
['magomedragimowič', 1]
['tːaˤbaˤn', 1]
['baduqaˤn', 1]
['kːori', 1]
['raχman', 1]
['lačinowič', 1]
['bɨwšij', 1]
['sekretarʲ', 1]
['rajkoma', 1]
['partiii', 1]
["hatːaq'ible", 1]
["irwač'iban", 1]
['načalʲnɨχ', 1]
['klasːow', 1]
['obrazownie', 1]
['pedučilišːera', 1]
['iqjerχːur', 1]
['znanie', 1]
['bučːapːaturze', 1]
["sarqbirq'lačːuda", 1]
["q'arq'allara", 1]
['zastawit', 1]
['ʁumačira', 1]
['čapːukːande', 1]
['wse-taki', 1]
['urʡajčibda', 1]
['uʡajčibda', 1]
['wɨsote', 1]
["č'ʷalibannira", 1]
['elgira', 1]
['agurrirre', 1]
["selʲsowet'la", 1]
['očerednoj', 1]
['mobilizacːija', 1]
['takiχ-to', 1]
['godow', 1]
['četko', 1]
['radilera', 1]
['urbirxːlačːu', 1]
["urbirxːanziq'ajdab", 1]
['čestno', 1]
['ordena', 1]
['medali', 1]
['otličilisʲ', 1]
['predatelʲ', 1]
['razwedškolaqalaj', 1]
['elgunnakːu', 1]
["bebč'ibzil", 1]
['strogo', 1]
['mobilizacːii', 1]
['ursaraˤbirxːle', 1]
['ursarbišːibzira', 1]
['wsa̰kie', 1]
['bɨwat', 1]
['uχublira', 1]
['dulgu', 1]
['haurχle', 1]
["wac'le", 1]
['aˤkej', 1]
['uˤlharakbirgle', 1]
['razgar', 1]
['maħmadlizi', 1]
["q'urbannizi", 1]
['urxːnahra', 1]
['černoe', 1]
['more', 1]
['urxːnaj', 1]
['žurnal', 1]
['pama̰ti', 1]
['pama̰tilicːe', 1]
['sewernɨj', 1]
['kaka̰-to', 1]
['mogila', 1]
['ubit', 1]
['takom-to', 1]
['godu', 1]
['gitler', 1]
["baličibziq'ajdab", 1]
['mogilala', 1]
['nomerra', 1]
['mobilizacːijali', 1]
['woenkomat', 1]
['obʔedinennɨj', 1]
['eja̰qi', 1]
['ʡa̰šːedixːli', 1]
["čabač'iblezil", 1]
['normalʲnojlide', 1]
['aˤba̰lħa̰ntːel', 1]
['saqatːiʁe', 1]
['interesowacːara', 1]
["aˤuk'ubda", 1]
['zrenijala', 1]
['otprawili', 1]
["ba̰ħkːanziq'ajdab", 1]
['arwarčibziw', 1]
['bitaqibanala', 1]
['trudodnira', 1]
['wadnaj', 1]
['ħa̰rχa̰nze', 1]
['qːṵčːle', 1]
['rasčitaca', 1]
['tot', 1]
['uplata', 1]
['nakopit', 1]
['deʁ', 1]
['kuš', 1]
['maxtawlala', 1]
['dukːanze', 1]
['aˤdukade', 1]
['dukantːel', 1]
['idi', 1]
['gula̰j', 1]
['hadurχːanze', 1]
["nik'anad", 1]
['za̰ra', 1]
['dicːile', 1]
['ograničenie', 1]
['kisre', 1]
["kabač'ible", 1]
['agutːalira', 1]
['ja̰ħutːale', 1]
['kːušlačːu', 1]
['aˤčːitːale', 1]
['bilejkːnara', 1]
['haši', 1]
['lično', 1]
['učennik', 1]
['aˤukunne', 1]
['cazardaħ', 1]
['aˤberkunze', 1]
['krasa', 1]
["č'aaˤbaq'ibde", 1]
['nigli', 1]
['kiše', 1]
['dercːanne', 1]
['bipːašuran', 1]
["warq'utːale", 1]
["χːik'li", 1]
['pisuk', 1]
["aˤk'udi", 1]
['derʁra', 1]
['biklušːe', 1]
['kːišili', 1]
['da̰rχːa̰la', 1]
['sːali', 1]
['aˤukunda', 1]
['ibqade', 1]
['cabaħlira', 1]
['qːčːe', 1]
["q'ert'la", 1]
['čebkejsːunne', 1]
['χabarajra', 1]
['rurχananni', 1]
['čekrirganada', 1]
['harakbirgande', 1]
['telewizor', 1]
['radio', 1]
["int'eresra", 1]
['harxle', 1]
["ursraʁibq'ar", 1]
['často', 1]
['slowarʲ', 1]
['slowarrira', 1]
['ʡumrre', 1]
['laˤtːacːile', 1]
['urjaʁibsːaħ', 1]
['ʡa̰šːnadra', 1]
['sasašira', 1]
['sakejra', 1]
['hetitːira', 1]
['hitːaqaχuble', 1]
['ʡurrirka', 1]
['čucːe', 1]
['bibugunne', 1]
['babajlahra', 1]
['urjaʁible', 1]
['smena', 1]
['znaešʲ', 1]
['saaˤba̰qibze', 1]
['netronutoe', 1]
['mesto', 1]
['sakej', 1]
['plošːadka', 1]
['dworrirkara', 1]
['bilejčːa', 1]
['sakʷartate', 1]
['acːajlahra', 1]
["č'ediq'ane", 1]
['ʡurricːillira', 1]
['χːʷalaknacːillira', 1]
['itaj', 1]
['harasej', 1]
["čːičik'nad", 1]
["šašk'naj", 1]
['doskːagitːe', 1]
['šaχmatnaja', 1]
['kamuški', 1]
['zergne', 1]
['ʡa̰ħmatχanqala', 1]
['ħa̰mbe', 1]
['čerkbirganze', 1]
["c'abarxːlde", 1]
['nižnee', 1]
['belʲe', 1]
['tursik', 1]
['prostːudnira', 1]
['rasčertit', 1]
['wpisat', 1]
['uglam', 1]
['aʁira', 1]
['šaškili', 1]
['kʷadratɨcuna', 1]
['habannira', 1]
['delkunne', 1]
['aˤkbi', 1]
['baqibandil', 1]
["k'imp'it'alli", 1]
['čumdil', 1]
["č'urazil", 1]
['rekːrazil', 1]
['učadṵrqa̰nde', 1]
['prawilara', 1]
['wɨigrɨš', 1]
['proigrɨšra', 1]
['χːʷalaknala', 1]
["q'it'rala", 1]
['gorodki', 1]
['alčiki', 1]
['χʷostik', 1]
['buqaraj', 1]
['ča̰qba̰qibsːaħ', 1]
['ba̰qiban', 1]
['matematika', 1]
['storonɨ', 1]
['ča̰qba̰qitːale', 1]
['sahrabuqunne', 1]
['durče', 1]
['aˤgurnra', 1]
['bursːeurχande', 1]
['delgi', 1]
['hadarχande', 1]
["učennik'aj", 1]
['prodolžalsa̰', 1]
['kto', 1]
['naberet', 1]
['bɨstree', 1]
["q'it'ra", 1]
['ejirqe', 1]
['poka', 1]
['wtorɨχ', 1]
['rola̰χ', 1]
['ulč', 1]
['swoi', 1]
['aˤqbaʁar', 1]
['prodolžaešʲ', 1]
['čitːiulqande', 1]
['popal', 1]
['zaprle', 1]
['čakr', 1]
['mena̰ca', 1]
['mena̰tca', 1]
['delguranira', 1]
['ʡa̰brara', 1]
['urulči', 1]
['ča̰qurχe', 1]
['prodolžat', 1]
['prawilora', 1]
['aˤuχilaze', 1]
['burχarrkuri', 1]
['če-', 1]
['sabatːiʁe', 1]
['bucitːale', 1]
['složit', 1]
['aˤixubdeble', 1]
['zaranie', 1]
['prawilo', 1]
['ʡa̰cːirka', 1]
['aˤgurdeble', 1]
["šːet'", 1]
['čːanralle', 1]
["q'it'le", 1]
['igibdaj', 1]
['zaostrennɨj', 1]
['buršuli', 1]
['desa̰tʲ', 1]
['čanra', 1]
['karqːa', 1]
['na̰qːlahra', 1]
["urbulč'ande", 1]
['qːarqːalahra', 1]
['čerkbirxːande', 1]
['bṵrqa̰nze', 1]
['urbulč', 1]
['durqa̰', 1]
['birqatːaqe', 1]
['čaaˤbaʁible', 1]
['ʡačbaʁible', 1]
['čebirʁlačːu', 1]
['wištː', 1]
['obuwli', 1]
['urχance', 1]
['haraqʔa̰ʁibze', 1]
['burχehejtːe', 1]
['da̰qa̰larairχle', 1]
["pa̰nq'", 1]
['čerše', 1]
['čːanrallira', 1]
['igrala', 1]
['aˤuχutːale', 1]
['qːarqːalahrarka', 1]
['agurizil', 1]
['čarʔa̰ʁibda', 1]
['dlinno', 1]
['ibilira', 1]
['čehdišːibli', 1]
['čehdišːibzil', 1]
['ʡajšnira', 1]
['ʡajšali', 1]
['aˤirxle', 1]
['sarxle', 1]
['sakejban', 1]
['ba̰qira', 1]
['imel', 1]
['prawo', 1]
['arčatːaˤdirkanze', 1]
['baħze', 1]
["wec'alʔa̰l", 1]
['čadurʁade', 1]
['poošːreniera', 1]
["poošːrit'elʲnɨjra", 1]
["poošːrit'elʲnɨj", 1]
['kaaˤbikar', 1]
['wɨigrɨwaešʲ', 1]
['interesɨ', 1]
["ik'tːarka", 1]
['buχːukːri', 1]
['camadurχanze', 1]
['klubra', 1]
["lač'un", 1]
['čarbarte', 1]
["barq'iblilirka", 1]
['mnogo', 1]
['kruta̰šːij', 1]
['aˤbati', 1]
["č'uma̰q'le", 1]
['burqle', 1]
['bemčːe', 1]
['kuχonnɨj', 1]
['igrahira', 1]
['wahbati', 1]
['kːatːaj', 1]
['χːamulli', 1]
['zirizli', 1]
['behtːaqe', 1]
['soobražaet', 1]
['čelowek', 1]
['hitːasjaʁi', 1]
['uʲilχande', 1]
['soobražali', 1]
['qːṵčːlira', 1]
['hitːidulqar', 1]
['udočkːali', 1]
['časaˤbaʁaraj', 1]
['sarbuqːar', 1]
['igraje', 1]
['udilχanze', 1]
["sasbik'anze", 1]
['poperek', 1]
['duršuze', 1]
['igrali', 1]
['gejtːe', 1]
['čekdirgade', 1]
['čaqsahburχle', 1]
['čaqurχle', 1]
['čaqdurχade', 1]
['uqburχle', 1]
['kogdaznačit', 1]
['pripodnimatʲsa̰', 1]
['ot', 1]
['čurqze', 1]
['obižatca', 1]
['čarkaˤwartle', 1]
['caraʁa', 1]
['čerkbixːaja', 1]
['aˤčarkʷartle', 1]
['nakazanieqale', 1]
["wa̰c'alcijal", 1]
['šːicːirkara', 1]
['burduˤk', 1]
['otwerstie', 1]
['wadramaˤne', 1]
['mužestwennojze', 1]
['admiqalacːille', 1]
['ʡa̰rtːe', 1]
['jaˤmarkačabaħ', 1]
["bač'iblecuna", 1]
['burduˤklaˤne', 1]
['harhurra', 1]
["uk'aˤuk'udi", 1]
['hra', 1]
['oʁalli', 1]
['čaqatːaʁi', 1]
['čaqatːiʁe', 1]
['lasaħ', 1]
['aˤdurχanar', 1]
['saradulqande', 1]
['sakbirgande', 1]
['ʡartːa', 1]
['lušande', 1]
['qːarqːalara', 1]
['kabsː', 1]
["hebit'urre", 1]
['polukruglɨj', 1]
['čerkbi', 1]
['icːanaj', 1]
['glawnoe', 1]
['burclačːu', 1]
['prawɨjle', 1]
['harharre', 1]
['martːabi', 1]
['besplatno', 1]
['transport', 1]
['besplatnojze', 1]
['uncanze', 1]
['molokomer', 1]
['malokomer', 1]
['uncande', 1]
["hediq'ʷallara", 1]
['dircːallara', 1]
['dircːallacuna', 1]
['hitːiiʁanajra', 1]
['pe', 1]
['podušečka', 1]
['biqbirq', 1]
['tečenii', 1]
['časa', 1]
['polučasa', 1]
['behbarχːe', 1]
['meste', 1]
['hitːejʁanze', 1]
['hitːikːal', 1]
['zapitʲ', 1]
['zakusitʲ', 1]
['berčʷitːalira', 1]
['baredil', 1]
['uplatɨ', 1]
['rukutːale', 1]
['berčʷitːale', 1]
['berkunzil', 1]
['berkuranna', 1]
['datːeniš', 1]
['hapːurcu', 1]
['aˤbukanzira', 1]
['aˤbukuj', 1]
['hitːejʁanala', 1]
['hitːejʁanajra', 1]
['hitːaʁar', 1]
['trudodenʲdil', 1]
['datːenišlišːu', 1]
['sabirʁana', 1]
['waʲande', 1]
['načinaja', 1]
['aχirrirka', 1]
['senta̰bir', 1]
['senta̰birri', 1]
['hitːaiʁane', 1]
['burχanede', 1]
['šabaškːali', 1]
['qːaragulra', 1]
['čebilχane', 1]
["aˤbik'andeble", 1]
["aˤbač'ibanala", 1]
['wa̰rrucːi', 1]
["č'ek'ze", 1]
['dircːibane', 1]
["čakart'andi", 1]
["čakart'ande", 1]
['zakʷasit', 1]
['mast', 1]
["biqbirq'le", 1]
['židkij', 1]
['židkaja', 1]
['smetana', 1]
['kefiri', 1]
['hitːikːalra', 1]
['belχar', 1]
['qarrri', 1]
['miziknira', 1]
['kružka', 1]
['bukː', 1]
['anzil', 1]
['konce', 1]
['utːaturdeble', 1]
['aˤicːandeblira', 1]
["ħa̰mk'lakːu", 1]
['proχlada', 1]
['ra̰dom', 1]
['aˤtːiχun', 1]
["bic'andeble", 1]
['marχːʷalicːe', 1]
['dikdišːi', 1]
['kefirri', 1]
['uslowiele', 1]
['nisːracːirka', 1]
['čanɨ', 1]
['čanre', 1]
['cːimintla', 1]
['pra̰mougolʲniki', 1]
['cːelašinra', 1]
['aʁulaj', 1]
['aʁlannira', 1]
['ħa̰kimlira', 1]
['bkrʁra', 1]
['nawalom', 1]
['birbiči', 1]
["čekdic'ible", 1]
['dulʁane', 1]
["luħuk'nad", 1]
['dulʁan', 1]
['dulʁana', 1]
['motor', 1]
["mot'orre", 1]
["mot'orčik", 1]
['motorčik', 1]
['rukaw', 1]
['ža̰ʁʁ', 1]
['dulʁanze', 1]
['zaboj', 1]
['skotli', 1]
['cilirkara', 1]
['aˤbuχaj', 1]
['χajwanna', 1]
['ʡa̰χkan', 1]
['čarqbaʁiban', 1]
['birgadala', 1]
['skotlirka', 1]
['ba̰rqːiblilirka', 1]
["zagotowit'elʲ", 1]
['cene', 1]
['prinimaet', 1]
['sdawal', 1]
['časaˤbaʁibze', 1]
["dejstwit'elʲno", 1]
['otlučatʲsa̰', 1]
['nelʲza̰', 1]
['urχːablahra', 1]
['bahlabahlaˤle', 1]
['ʡarejal', 1]
["duq'ane", 1]
['χužlač', 1]
["qulq'ilicːirka", 1]
['urqbarʁi', 1]
['wahbirʁande', 1]
['wahdirʁande', 1]
['wahaˤdaʁaraj', 1]
['urqdarʁible', 1]
['qːasnaj', 1]
['smutno', 1]
['raxanzil', 1]
['sleditra', 1]
['urχːabčile', 1]
['luˤboe', 1]
['sːusːullalicːirka', 1]
['sːusːullacːirka', 1]
['sortra', 1]
['treij', 1]
["bat'aride", 1]
['belgunda', 1]
['dukanħa', 1]
['derkunnira', 1]
["skalat'", 1]
["skːalat'lahra", 1]
['icanze', 1]
['postepenno', 1]
['haberχːur', 1]
['waot', 1]
['bučːekbičibze', 1]
["čʲabaq'ibda", 1]
['kakie-to', 1]
['habirʁlakːurre', 1]
["ik'tu", 1]
['kluˤčewoj', 1]
['daʁustːanna', 1]
['urxːulahrarka', 1]
['mongoira', 1]
['surχaj', 1]
['χannicːille', 1]
['mongolde', 1]
['ʡa̰χlle', 1]
['sakrabarcːurre', 1]
['istorijalice', 1]
['soprotiwla̰tʲsa̰', 1]
["aˤbuk'ʷaraj", 1]
['mangole', 1]
['čabaħle', 1]
['azerbažanskij', 1]
['turkila', 1]
['mongolilara', 1]
['baršazeħal', 1]
['sapːarχːar', 1]
["nak'azanie", 1]
['icːibaχʷaraj', 1]
['delal', 1]
['nakazane', 1]
['cunzeduχarra', 1]
['cilicːillezil', 1]
['bergali', 1]
['nakazanieli', 1]
["pat'rum", 1]
['fakulʲtet', 1]
['dagestanara', 1]
['izučit', 1]
['mongolala', 1]
['čiragskij', 1]
['χʷalħalra', 1]
['podderžka', 1]
['oni', 1]
['soglasnɨ', 1]
['ticːillira', 1]
['ʡurusacːillira', 1]
['post', 1]
['krepost', 1]
['krepostra', 1]
['šːerbina', 1]
['bitalsːanar', 1]
["c'aq'uk'uble", 1]
['sakʷarcːurri', 1]
['bestužew', 1]
['marlinskijla', 1]
['staršːina', 1]
['šːerbinaqale', 1]
["birsbač'ibze", 1]
["sarbirq'ana", 1]
['tesannɨj', 1]
['kamenna', 1]
['wɨstupat', 1]
["q'ert'ajqalajšːur", 1]
['urbirxːanala', 1]
['čaʁib', 1]
['bucːlačːu', 1]
['barxːlakːu', 1]
['χajwane', 1]
['glawnɨjli', 1]
['mizitlaˤne', 1]
['bučːekraaˤbičibze', 1]
['bižbiqala', 1]
["k'aˤmarkubaħle", 1]
['uˤnusla', 1]
['kolχozla', 1]
["birk'le", 1]
['dučːatːuradaxle', 1]
['bilakː', 1]
["burc'ubze", 1]
['podognannojze', 1]
['četkojze', 1]
['bilajan', 1]
['lacapːe', 1]
["cwet'ra", 1]
['serowatɨj', 1]
['po-raznomu', 1]
['mastːerri', 1]
['ba̰ħuranra', 1]
['haχi', 1]
['wɨderžat', 1]
['harhrra', 1]
['obrazowannojze', 1]
['haruχuble', 1]
['nikːara', 1]
['hauχuble', 1]
['magašra', 1]
['dudedbe', 1]
['luχe', 1]
['daʁe', 1]
['bucːebaqa', 1]
['wors', 1]
['sapːiχurre', 1]
['behtːiqande', 1]
["bit'umaˤne", 1]
['raznomu', 1]
["k'urk'maˤne", 1]
['toplenoe', 1]
['maslo', 1]
['berʁe', 1]
['luxːanħa', 1]
["birk'ʷande", 1]
["buc'buc'le", 1]
['burʡa̰nde', 1]
['žerraˤne', 1]
['okružajušːim', 1]
['mirom', 1]
['a̰aˤburχle', 1]
['plesenʲ', 1]
['harapːilχande', 1]
['behtːiqlačːu', 1]
["ha̰rabit'unne", 1]
['čapːa̰qi', 1]
['bikaši', 1]
['opa̰tʲ', 1]
['čepːilχande', 1]
["k'ult'ale", 1]
['dostup', 1]
['plesenra', 1]
['obmen', 1]
['rejs', 1]
['kubze', 1]
['arganaj', 1]
['χomarkubaχ', 1]
['kunaki', 1]
['sabaʁibi', 1]
['uwaženijara', 1]
['haqːibil', 1]
['jarkːarkara', 1]
['heqːlačːu', 1]
['masla', 1]
["darq'ibilar", 1]
['saha̰qi', 1]
['diχːa̰nde', 1]
['laˤtːi', 1]
["kart'anira", 1]
['šušnaˤne', 1]
['šušali', 1]
['četwertːli', 1]
["lit'rala", 1]
['jemkostʲ', 1]
['spolowinoj', 1]
['dukannira', 1]
['piška', 1]
["wač'ibanne", 1]
['meloči', 1]
['moemu', 1]
["buc'lačːu", 1]
['buruj', 1]
['qːalažra', 1]
["buc'anzilra", 1]
["buc'andil", 1]
["q'asumkentːlira", 1]
['qebirʁlakːu', 1]
['kililometr', 1]
['maʁorkubaħle', 1]
['arbarčiblira', 1]
['menʲše', 1]
['gruša', 1]
['kajtagskij', 1]
["č'irč'imala", 1]
['grušalirka', 1]
['hanar', 1]
['interesnoe', 1]
['čto-nibudʲ', 1]
['pra̰nike', 1]
['pra̰nikeʔira', 1]
["aˤdirq'andeble", 1]
['pra̰nik', 1]
['pra̰nnik', 1]
['aˤeja̰qi', 1]
['barkice', 1]
['χːʷaladatːila', 1]
['učastnik', 1]
['prilawokra', 1]
["jašik'aˤne", 1]
['takoe', 1]
['warcːurdi', 1]
['urcːari', 1]
['warcː', 1]
['warcːurre', 1]
['harakerganda', 1]
['lejqanda', 1]
['luˤbopɨtstwo', 1]
['skazki', 1]
['daršːna', 1]
['maʁolara', 1]
['uˤltːurakergle', 1]
['lakčak', 1]
['uˤlaˤbirgle', 1]
["q'ullapːe", 1]
['millionaj', 1]
['aˤisːade', 1]
['dijalceħal', 1]
['stounχenǯqalira', 1]
['taǯmaχalqalira', 1]
['čudesa', 1]
['sweta', 1]
['wenecːija', 1]
['interesno', 1]
['warcːra', 1]
['cizillicːile', 1]
['swa̰zannojze', 1]
['barχarlia', 1]
['motok', 1]
['motokra', 1]
['kolobokra', 1]
['protiwopoložnoj', 1]
['čaratːurχːe', 1]
['storonu', 1]
['odiew', 1]
['kuznec', 1]
['sːant', 1]
['rastopit', 1]
['odnim', 1]
['slowom', 1]
['trafawret', 1]
["belk'unnačːuda", 1]
['paločka', 1]
['quruqlicːille', 1]
['duga', 1]
['χaχaicːille', 1]
["q'ulcːe", 1]
['qːurcːe', 1]
['qː', 1]
['qːatirra', 1]
['otːuda', 1]
['ujrara', 1]
['ujrad', 1]
['pona̰tno', 1]
["aˤbuk'antːel", 1]
['ima̰', 1]
['magomedšapiewa', 1]
['zagrat', 1]
['kurbanowna', 1]
['tɨsa̰ča', 1]
['dewa̰tʲsot', 1]
['petʲdesa̰t', 1]
['goda', 1]
['okta̰bra̰', 1]
['wnukaj', 1]
['širkabikːana', 1]
['wnukajra', 1]
['nišlicːirka', 1]
['dursandi', 1]
['podoždi', 1]
['zana̰tijali', 1]
['ħa̰žatbikar', 1]
['wdrug', 1]
['zanatija', 1]
['žarijat', 1]
['dme', 1]
['raršazeħal', 1]
["dolgožit'el", 1]
['zanimatsa̰', 1]
['bircanze', 1]
['žerijat', 1]
['žere', 1]
['ibχe', 1]
['uˤlbarte', 1]
['rukunda', 1]
['sabaʁibze', 1]
["sejk'ande", 1]
['postoa̰nno', 1]
['pererɨwa', 1]
['wɨχodnɨχ', 1]
['sasrurqle', 1]
['čumrarazil', 1]
['χːʷalabaʁibze', 1]
['urjaʁibze', 1]
['podra̰d', 1]
['boleznilicːirka', 1]
['patologija', 1]
['uzi', 1]
['konsulʲtacija', 1]
['wɨnositra', 1]
['zadawat', 1]
["darq'ibq'ar", 1]
["q'aaˤriršːe", 1]
['sudala', 1]
['soda', 1]
["buc'lakːu", 1]
['sːusːula', 1]
['ka̰čːe', 1]
['cacatːle', 1]
['ba̰k', 1]
['urkurace', 1]
['primesʲ', 1]
['aˤbikːuban', 1]
['bibulgande', 1]
['qːṵčːlicːe', 1]
['dikdurcande', 1]
['aʁlila', 1]
['ruqː', 1]
['ruqːa̰če', 1]
['oskorblenie', 1]
['hambičil', 1]
['baldirkande', 1]
['sudne', 1]
["širkak'arra", 1]
['čiχa̰ne', 1]
['derʁe', 1]
['absoluˤtno', 1]
['čistejšːij', 1]
['čejʁan', 1]
['čːiχa̰nnirkitwaħ', 1]
['isatːagursːaħ', 1]
['golubo-', 1]
['golubo-serɨj', 1]
['golubojra', 1]
['golubaja', 1]
['glina', 1]
['halmaʁira', 1]
['plenkːne', 1]
['čaʁice', 1]
['χoza̰jka', 1]
['kirežlira', 1]
['peremešku', 1]
['keksɨ', 1]
['kekslicːe', 1]
['izuˤminkagitːe', 1]
['meločʲ', 1]
['lušle', 1]
['haresbirxːle', 1]
['qːarqːnaj', 1]
['hitːa̰rχa̰nde', 1]
['durše', 1]
['dičːice', 1]
['burše', 1]
['razogreli', 1]
['hitːa̰χi', 1]
['iznutri', 1]
["c'ubdurχande", 1]
['ba̰χːice', 1]
['ba̰χːiblarka', 1]
['dirsa̰rχa̰nde', 1]
["q'ʷaladirq'ande", 1]
["dic'lačːu", 1]
['ukdičible', 1]
['čaʁibannirka', 1]
['saluqa̰nze', 1]
['kirežla', 1]
['caralara', 1]
['ħa̰kimalara', 1]
['wesne', 1]
['ʡa̰a̰bli', 1]
['amχnacːillira', 1]
['ʡa̰nčːijara', 1]
['kirežli', 1]
['qːilebičibzil', 1]
['osnowa', 1]
['čebibil', 1]
['ba̰ħkːubil', 1]
['sinʲka', 1]
['zahratlira', 1]
['bežewɨjli', 1]
['mišibaħze', 1]
['rawno', 1]
['hejqːan', 1]
['ʡa̰nčːijalirka', 1]
['golubojze', 1]
['čːanqːatːa', 1]
['koričnewɨj', 1]
['prijatnojze', 1]
['položenieli', 1]
['wɨχodili', 1]
["učennik'", 1]
['lozunge', 1]
['wɨborɨ', 1]
["woklicːat'elʲnɨj", 1]
['znakra', 1]
['trista', 1]
['hitːahburχanzil', 1]
["luk'lačːu", 1]
['χozšːa̰jstwo', 1]
["čepːelk'unne", 1]
['kirežlicːille', 1]
['dusracːe', 1]
['čerkejcande', 1]
['pitatca', 1]
["sːap'sːap'ad", 1]
['wašibdi', 1]
['aˤwaxari', 1]
['uχud', 1]
['ukade', 1]
['zurzurdeble', 1]
["žuluq'maj", 1]
['list', 1]
['kalušːe', 1]
['čečenskij', 1]
['bankːnaˤne', 1]
['čeremša', 1]
['normalʲnaja', 1]
['sočnɨj', 1]
['dubʁa̰nile', 1]
["k'ač'alara", 1]
['akːuratno', 1]
['čadaʁibi', 1]
['aˤirše', 1]
['šarik', 1]
['hitːa̰ħdurqle', 1]
['cunbikːana', 1]
['bošː', 1]
['čeremšala', 1]
['daˤkːusːaħ', 1]
['čistːora', 1]
['prostora', 1]
['prostːora', 1]
['točki', 1]
['zrenija', 1]
['detstwa', 1]
["darq'ibdeblira", 1]
['ursraʁar', 1]
['da̰rχe', 1]
['sočnojze', 1]
['durzχe', 1]
['qːa̰č', 1]
['wzbit', 1]
['bučːehbišːible', 1]
['ča̰tːurqa̰nde', 1]
["q'urq'lira", 1]
['ilille', 1]
['hitasuχuble', 1]
['bitibze', 1]
['čakarše', 1]
['qarrra', 1]
['soedinit', 1]
['dumlicːillira', 1]
['isqa̰nde', 1]
['diχala', 1]
['dɨšat', 1]
["buk'araj", 1]
["tːurabaq'araj", 1]
['oχ', 1]
['tort', 1]
['mizilide', 1]
['qucraible', 1]
['buršubaħze', 1]
['qːṵčːlirka', 1]
['harše', 1]
['aˤriqːe', 1]
["t'asːra", 1]
["dek'ze", 1]
["belk'ra", 1]
['xːunnira', 1]
['haradelgunze', 1]
["mit'ikːarcːe", 1]
['mizikne', 1]
['arwašila', 1]
['čːiʁanilicːille', 1]
['kepče', 1]
['prazdničnɨj', 1]
['taˤmarkala', 1]
['mišikne', 1]
["aˤrarq'ibze", 1]
['sekbirge', 1]
['saqːiblarkara', 1]
['saqːiblarka', 1]
['dilejkːansːaħ', 1]
["irt'idaqa", 1]
['barχrurχle', 1]
['ča̰tːa̰qibze', 1]
['obɨčnojze', 1]
['ditːakːuze', 1]
['derči', 1]
['dirradalʁunze', 1]
["t'ergopːe", 1]
['wɨreži', 1]
['minimum', 1]
['wečer', 1]
['muzɨka', 1]
["q'amq'amad", 1]
['karila', 1]
['urricːible', 1]
['rulqe', 1]
['zardaʁice', 1]
['da̰bʁibdeble', 1]
['ʡuʁra', 1]
['ʡuʁa̰nde', 1]
['da̰bʁibdeblira', 1]
['suχare', 1]
['cibarzil', 1]
['daˤkːuzilra', 1]
['cera', 1]
['sekdišːibze', 1]
['perečislit', 1]
['učadṵrqa̰', 1]
['χuže', 1]
['kogo-to', 1]
['dikdurcane', 1]
['χʷalelli', 1]
['qːčːčala', 1]
["q'amq'amala", 1]
['luše', 1]
['kle', 1]
['nkːne', 1]
["šːumšːuˤt'ira", 1]
['cilidil', 1]
['sekbirxːandi', 1]
['belxːunze', 1]
['lakːra', 1]
['cedil', 1]
['pa̰tnicːali', 1]
['emalirowannɨj', 1]
['derewa̰nnɨj', 1]
['podnos', 1]
['podaročnɨj', 1]
['šelk', 1]
['šelkowɨj', 1]
['qːakːne', 1]
['demonstratiwno', 1]
['bečːekbiršːe', 1]
["oʁc'ale", 1]
['polu', 1]
['newestːala', 1]
['newestːali', 1]
["k'at'ajqala", 1]
["q'ʷaladirq'le", 1]
['cizira', 1]
['cacrara', 1]
['šulkla', 1]
['čarsdulčande', 1]
['materiala', 1]
['prostɨnra', 1]
['saqːibanaj', 1]
['saqːibanra', 1]
['pokazuχali', 1]
['kleenkːara', 1]
['baχːne', 1]
['koršː', 1]
['panq', 1]
['wadralicːille', 1]
["q'ušara", 1]
