['ищал', 330]
['очереди', 1]
['релъирах', 1]
['отвлекать', 1]
['белабахе', 1]
['белала', 1]
['гьабела', 1]
['гьиник1убе', 1]
['абагъабатибахе', 1]
['ч1орч1ули', 1]
['гьегуадуба', 1]
['мак1а-мак1ала', 1]
['к1к1унк1к1алибахла', 1]
['потом', 1]
['добавить', 1]
['восстановления', 1]
['последняя', 1]
['телеграмма', 1]
['которая', 1]
['ходжа', 1]
['гм', 1]
['бухьагидув', 1]
['г1адамадилул1иарахъива', 1]
['къораг1абдала', 1]
['ххоч1и', 1]
['щет1аниба', 1]
['ургъилибахегу', 1]
['муабахегу', 1]
['ще-', 1]
['лъаргьа', 1]
['ваг1ида', 1]
['шет1ан', 1]
['сарул', 1]
['бегъибах', 1]
['щет1анид', 1]
['гуккиледегуни', 1]
['ц1одурлъири', 1]
['маланасрудин', 1]
['гуккилак1уни', 1]
['эгуни-', 1]
['вуб-', 1]
['гуккилич1ибах', 1]
['гигьел1уб', 1]
['кь-', 1]
['ах1дилохегу', 1]
['-вабабай', 1]
['бехьвал1егуни', 1]
['паркъалибах', 1]
['цуйлибик1уни', 1]
['вохьулда', 1]
['г1унт1уле', 1]
['вуал1ени', 1]
['ваг1ох', 1]
['гъардигилохе', 1]
['рах1атлъила', 1]
['отдыхлъила', 1]
['къмм', 1]
['щетаниба', 1]
['вухьагьох', 1]
['бухьуч1ублъири', 1]
['г1акъ-кълу', 1]
['ц1елубе', 1]
['коч1охъандил', 1]
['поэтди', 1]
['писателди', 1]
['рокьул', 1]
['гьабилублъи', 1]
['т1укиллъид', 1]
['гьощдубедул1ир', 1]
['бигогье', 1]
['хьолъидак1а', 1]
['основном', 1]
['х1амзатщук1ин', 1]
['кеч1адала', 1]
['гьощуд-ре', 1]
['о', 1]
['борч1араб', 1]
['ч1ег1ереб', 1]
['х1ама', 1]
['ч1алг1ен', 1]
['буссинелде', 1]
['сапаралъ', 1]
['араб-', 1]
['гьандик1ола', 1]
['мунъабах', 1]
['гьалмагъщуд', 1]
['г1агарлъирилъид', 1]
['мунъаб', 1]
['гьек1уб', 1]
['хьяц1ц1улал1и', 1]
['минсала', 1]
['саруг', 1]
['хунт1ила-', 1]
['ссегирах', 1]
['мак1алдал', 1]
['ц1ц1ердил', 1]
['рилъирахин', 1]
['тап-', 1]
['микро', 1]
['микротопонимди', 1]
['мак1алдала', 1]
['ц1ерлъила', 1]
['жум', 1]
['жоркьикъот1а', 1]
['вот', 1]
['имн', 1]
['мугьа', 1]
['мугьа-мугьа', 1]
['сарайна', 1]
['сундул', 1]
['г1ундул', 1]
['к1ич1айна', 1]
['к1иго', 1]
['г1али', 1]
['вагъулди', 1]
['г1алил', 1]
['лъимал', 1]
['хуни-хуни', 1]
['мунъаде', 1]
['маъ', 1]
['буххиде', 1]
['ааъ', 1]
['ц1ц1анхъи', 1]
['ц1ц1ан', 1]
['-къва', 1]
['ч1ва-', 1]
['рехьурахин', 1]
['мунъэнда', 1]
['мансидуб', 1]
['кини', 1]
['баг1у-баг1у', 1]
['саралъа', 1]
['макьу', 1]
['балъулъа', 1]
['иллагьа', 1]
['илла', 1]
['кьигьами', 1]
['балъа', 1]
['-кьох', 1]
['кинигьа', 1]
['аъм', 1]
['гьингурду', 1]
['-эгубеги', 1]
['данди-гъанди', 1]
['гьегъир', 1]
['к1яту-', 1]
['г1анчиду', 1]
['г1арцин', 1]
['к1к1иран', 1]
['-к1к1яладу-', 1]
['гьолъира', 1]
['дандиг', 1]
['лъил1и', 1]
['кел1ирла', 1]
['релъирахин', 1]
['масхъардал1е', 1]
['ригудубе', 1]
['итарк1уй', 1]
['пат1има', 1]
['оъгьагиб', 1]
['мак1алагия', 1]
['зварзва', 1]
['ре-', 1]
['нухъукьи', 1]
['реч1ч1алъилагия', 1]
['таг1аледу', 1]
['йинъал1уй', 1]
['арахъия', 1]
['ялъех', 1]
['ялъукъола', 1]
['мун', 1]
['кий', 1]
['г1едег1арай', 1]
['г1инкябал', 1]
['кущда', 1]
['ленинил', 1]
['пенсия', 1]
['т1аде', 1]
['щвелалде-', 1]
['кьил', 1]
['кекьехин', 1]
['яхъинехе', 1]
['пар-', 1]
['па-', 1]
['пампу', 1]
['писательди', 1]
['заслуженный', 1]
['докторди', 1]
['наук', 1]
['профессорди', 1]
['академикди', 1]
['далее', 1]
['г1акълу', 1]
['сахлъири', 1]
['рохилала', 1]
['бессакьа', 1]
['т1укидул', 1]
['щет1андаба', 1]
['дандилъидубе', 1]
['щет1андад', 1]
['къиналибах', 1]
['гьалмагъадилъибах', 1]
['инаралкьох', 1]
['щет1алдал', 1]
['генерал', 1]
['инарал', 1]
['вухьун', 1]
['щет1андак1ин', 1]
['вакъув', 1]
['чубэна', 1]
['туле', 1]
['бихья', 1]
['вущдуре', 1]
['дира', 1]
['бехьвал1ак1укъол1и', 1]
['микъала', 1]
['гьарк1к1уг1адан', 1]
['ищия', 1]
['вохьубик1унда', 1]
['инлъил1ир', 1]
['кец1иц1еду', 1]
['кец1иц1ех', 1]
['дуйги', 1]
['гьарук1к1алъила', 1]
['гьеле', 1]
['йик1васиндакьехин', 1]
['йихьяк1алъин', 1]
['инлъила', 1]
['ц1ц1ири', 1]
['ригьалъиба', 1]
['к1ибах', 1]
['дунеллъихъ', 1]
['йикъали', 1]
['гьадий', 1]
['миник1удуре', 1]
['хъах1бади', 1]
['релирах', 1]
['рук1унда', 1]
['кельарссолале', 1]
['рекъищеду', 1]
['гьощдачик1унда', 1]
['эгуй', 1]
['кьиях', 1]
['бессали', 1]
['х1акъикъатлъила', 1]
['щобилула', 1]
['гьордихил', 1]
['гьардиххил', 1]
['рохьук1ин', 1]
['мак1ол1и', 1]
['эбалибах', 1]
['г1аданиги', 1]
['волач1игьир', 1]
['гьалив', 1]
['гьардихла', 1]
['муал1уб', 1]
['гьедахил', 1]
['ссехил', 1]
['бук1убечи', 1]
['хъарахъул1ива', 1]
['рохьул1ива', 1]
['элирах', 1]
['дигьагира', 1]
['гьадих', 1]
['вохху', 1]
['хьямалуб', 1]
['болъуниладахъ', 1]
['баг1ав', 1]
['таг1ач1и', 1]
['кодид', 1]
['ихитилувги', 1]
['белъаб', 1]
['педа', 1]
['къораг1арихъ', 1]
['г1анзибадил', 1]
['вуцере', 1]
['пермабаденди', 1]
['г1анзилакьи', 1]
['г1азарлабел1ибахх', 1]
['имамлъохин', 1]
['мюридибил', 1]
['белъоххин', 1]
['рехъе', 1]
['г1орусадилува', 1]
['вущуре', 1]
['спешный', 1]
['походибил', 1]
['кизлярлъилар', 1]
['кизлярла', 1]
['бухъох', 1]
['ссолохх', 1]
['командованиелъид', 1]
['основные', 1]
['силы', 1]
['направить', 1]
['гигьоххин', 1]
['анлъохх', 1]
['гъазимух1ама', 1]
['гьимри', 1]
['г1орусадилудла', 1]
['муридидубдала', 1]
['гъазимух1амадла', 1]
['шамильла', 1]
['окружить', 1]
['рег1илак1уб', 1]
['мбъ', 1]
['вудибдалъини', 1]
['минаъ', 1]
['минаретлъини', 1]
['мимаралъини', 1]
['марк1ач1ул1и', 1]
['гъазимух1амащуд', 1]
['мюридабдилулар', 1]
['пленлъибахх', 1]
['муэду', 1]
['кон', 1]
['крайнем', 1]
['случае', 1]
['вульэдегу', 1]
['ялъин', 1]
['вахъинеде-', 1]
['кекьохх', 1]
['к1анц1удак1а', 1]
['гьинигива', 1]
['к1анц1улохх', 1]
['г1орусадилуре', 1]
['солдатадилуре', 1]
['штикибик1ин', 1]
['вудидалар', 1]
['вухьудак1а', 1]
['вульидак1а', 1]
['къот1ик1анц1удак1а', 1]
['к1анц1улилда', 1]
['кьеркьил', 1]
['ххунт1улъуб', 1]
['солдатадилуба', 1]
['ц1ц1ондак1а', 1]
['цевлаъ', 1]
['мюрид', 1]
['вусас', 1]
['вудивкьивахх', 1]
['штыкди', 1]
['вудищуч1', 1]
['кьеркьилакьи', 1]
['рухьагьидак1а', 1]
['вубдал', 1]
['солдатщуд', 1]
['вущуч1', 1]
['керинл1и', 1]
['эрхъва', 1]
['къиналдак1а', 1]
['солдатла', 1]
['эрхъвал', 1]
['бухъоххин', 1]
['шаимль', 1]
['вахъинубкъола', 1]
['эгубелуба', 1]
['вульохекьоххин', 1]
['х1акъл1и', 1]
['биг1ел', 1]
['к1ек1идув', 1]
['имамлъохх', 1]
['воссида', 1]
['вук1удак1а', 1]
['воссакъола', 1]
['хьолъуб', 1]
['г1османигьар', 1]
['имамщугьар', 1]
['вугивлак1ин', 1]
['волъидак1а', 1]
['ссолибаххин', 1]
['хунзахски', 1]
['ханша', 1]
['печать', 1]
['стороналъил', 1]
['вущдубдалъил', 1]
['гидуй', 1]
['йик1веххегьир', 1]
['понравиться', 1]
['г1османилъа', 1]
['понравится', 1]
['бы', 1]
['ихьвахъохх', 1]
['мак1илук1ин', 1]
['воспитывать', 1]
['ц1елалёхх', 1]
['вудилъич1', 1]
['гидал', 1]
['баху-бикалъива', 1]
['шамилигьар', 1]
['хъордак1а', 1]
['малъилубдала', 1]
['вацибдилулар', 1]
['волъач1оххин', 1]
['къораг1абахх', 1]
['г1ала', 1]
['г1ат1иракьлъиларх', 1]
['волъакьибахх', 1]
['белалдак1а', 1]
['г1османиба', 1]
['-гьаб', 1]
['бердечи', 1]
['имамщуба', 1]
['ил1икьия', 1]
['лъебехх', 1]
['баху-бикалъигьар', 1]
['муэдукьибахх', 1]
['баху-бикалъилар', 1]
['г1араниб', 1]
['хъарахъ', 1]
['хъала', 1]
['бухьагьидак1а', 1]
['бигьарубе', 1]
['бакьид', 1]
['маслиг1ат', 1]
['вудидуч1', 1]
['рази', 1]
['пожалуйста', 1]
['этабесса', 1]
['нуцалхан', 1]
['г1умахан', 1]
['гьадибела', 1]
['вациг1алдилуба', 1]
['бечитидак1а', 1]
['лагерлъгьар', 1]
['шамилибла', 1]
['лагерь', 1]
['г1арани', 1]
['байданлъилар', 1]
['палаткегьини', 1]
['переговордала', 1]
['марк1ач1ул', 1]
['муул1екьоххин', 1]
['шамилла', 1]
['имамла', 1]
['хьонабалал', 1]
['мущди', 1]
['муудак1а', 1]
['муубаххин', 1]
['отдалиться', 1]
['гигьирик1ина', 1]
['кьогьилибаххин', 1]
['палаткени', 1]
['инл1иги', 1]
['бехьокъола', 1]
['баху-бикалъигьарла', 1]
['вудилъич1ва', 1]
['хазинал', 1]
['багьа', 1]
['салих1илав', 1]
['кьабг1ида', 1]
['ресси', 1]
['баху-бикал', 1]
['рец1алираххин', 1]
['мисид-г1арцил', 1]
['баччилохх', 1]
['гьоцц1ал1ир', 1]
['инщув', 1]
['вацаг1алщугьар', 1]
['ваг1ала', 1]
['ххазинал', 1]
['ц1ц1инакьил', 1]
['кекьибахх', 1]
['хъалалъини', 1]
['вугъидак1а', 1]
['вудищубе', 1]
['гьалмагъадилуд', 1]
['хунз', 1]
['хунзал1е', 1]
['рец1ил', 1]
['бигьич1и', 1]
['бессидеч1и', 1]
['вук1асиби', 1]
['вук1авкъаг1ида', 1]
['бел1идеч1и', 1]
['инщула', 1]
['вацудла', 1]
['к1ек1игилуд', 1]
['щулал1е', 1]
['ссегия', 1]
['гигьабидуй', 1]
['г1аданлъеххин', 1]
['баху-бикалъич1', 1]
['гуъ', 1]
['ч1уналибахх', 1]
['мдъ', 1]
['бук1удеч1и', 1]
['мажгитула', 1]
['эгубла', 1]
['рузма', 1]
['вацищудла', 1]
['к1к1умукъола', 1]
['х1ажимурадщув', 1]
['вацци', 1]
['ч1ч1оле', 1]
['шамилич1ла', 1]
['х1ажимурадщуч1ла', 1]
['бел1идак1а', 1]
['разногласие', 1]
['случайлъил', 1]
['ч1ч1олёхх', 1]
['вуабкъола', 1]
['къораг1идак1а', 1]
['вахъине', 1]
['вохьеду', 1]
['вы', 1]
['визлавить', 1]
['ах1уледу', 1]
['х1ажимурадщубе', 1]
['анлъоххин', 1]
['гьардак1а', 1]
['х1ажимурадщуд', 1]
['гьащду-гьащдубда', 1]
['бухьубаххе', 1]
['командованиелъилар', 1]
['вудибе-эла', 1]
['бужидеч1и', 1]
['арбе', 1]
['абрекщула', 1]
['мац1ич1охх', 1]
['ч1ч1ордак1а', 1]
['вудидугьагивохх', 1]
['именно', 1]
['таг1аледукьибахх', 1]
['х1ажимурадщуба', 1]
['казацкий', 1]
['бечитабахх', 1]
['мак1ола', 1]
['мнн', 1]
['цхандали', 1]
['кьидуб', 1]
['гуржиялъил', 1]
['кьогьи-г1анхъилирил', 1]
['бухьубаххин', 1]
['к1к1умувкъола', 1]
['хъолибаххе', 1]
['горь', 1]
['толстойщуд', 1]
['мъэ', 1]
['хаджи-мурадкьуб', 1]
['гер', 1]
['букъибаххин', 1]
['къаркъал', 1]
['гьалмагъла', 1]
['к1ек1игигьир', 1]
['к1к1ек1игищуб', 1]
['гонгара', 1]
['военно-исторический', 1]
['музейлъила', 1]
['петиб', 1]
['петербурглъила', 1]
['питерлъила', 1]
['х1ажимурадщук1инсуб', 1]
['имамлъи', 1]
['х1ажимурадщуб', 1]
['илъиба', 1]
['ваци', 1]
['имамлъоххин', 1]
['к1к1ирдуд', 1]
['поддерживать', 1]
['ах1улгох1лъилагива', 1]
['таг1алдукъола', 1]
['гьарк1к1елугьар', 1]
['рихьидак1а', 1]
['бесунди', 1]
['-бищдид', 1]
['бищдибеги', 1]
['пленлъид', 1]
['муасиби', 1]
['гьорддуд', 1]
['инжит', 1]
['гигьеде', 1]
['элъин', 1]
['гигьач1ик1алъин', 1]
['к1анц1улибикьи', 1]
['цегицей', 1]
['яци', 1]
['видани', 1]
['виданил', 1]
['гьедассолибахин', 1]
['чачанадилуд', 1]
['индувги', 1]
['имамлъохла', 1]
['вач1ох', 1]
['байбихьидак1а', 1]
['чачанадил', 1]
['дагъистанла', 1]
['гьерч1ч1еду', 1]
['ахирлъила', 1]
['гъуниб', 1]
['гъунив', 1]
['барятинскийщуд', 1]
['гъунди', 1]
['бел1идуб', 1]
['арка', 1]
['место', 1]
['пленения', 1]
['шамиля', 1]
['калугалъил', 1]
['пет', 1]
['питерлъилар', 1]
['почестями', 1]
['приниматла', 1]
['калугалъилар', 1]
['вочитидак1а', 1]
['калугалъила', 1]
['назначить', 1]
['пенсиял', 1]
['г1арцил', 1]
['бихьидак1а', 1]
['вульидак1агьир', 1]
['г1азарлабел1ибах', 1]
['хьоди', 1]
['г1убардала', 1]
['баг1акъола', 1]
['бейдан', 1]
['халубугу', 1]
['эталда', 1]
['вулугубахк1ин', 1]
['гьужумлъид', 1]
['таг1а-таг1алубе', 1]
['хъанхъали', 1]
['къораг1и', 1]
['х1адурлъида', 1]
['рогьунлъида', 1]
['рогьунгигьида', 1]
['хьонабак1ин', 1]
['к1анц1олдуб', 1]
['кьидак1агьир', 1]
['гьинигьалуба', 1]
['гьарч1ч1у', 1]
['дак1уникьи', 1]
['ц1онибаххин', 1]
['масидак1агьир', 1]
['интереслъила', 1]
['хут1а', 1]
['белъел', 1]
['этабесаб', 1]
['зарххи', 1]
['игьуркьибах', 1]
['гьимьу', 1]
['игьур', 1]
['вугукьи', 1]
['кекьидегугьир', 1]
['кьот1иллъихълагиба', 1]
['бехьвакьибахин', 1]
['масидак1а', 1]
['беса', 1]
['ччук1илибах', 1]
['гьинк1вас', 1]
['гьалищдубги', 1]
['пачадал1и', 1]
['гьалубак1удуб', 1]
['гьалищдуб', 1]
['бук1абхъоли', 1]
['ччук1инибах', 1]
['ц1ц1ойбадил', 1]
['дандибит1илъи', 1]
['исмаг1илщуд', 1]
['гиндучи', 1]
['муртазг1аликьох', 1]
['лъабидув', 1]
['мух1амах1ажев', 1]
['имагъази', 1]
['ту', 1]
['имуимащубе', 1]
['мух1амма', 1]
['вудидубе', 1]
['г1адамадилулалъи', 1]
['мина-микъарисдагьан', 1]
['дик1инги', 1]
['чундаги', 1]
['ригьа-боц1ц1урлъива', 1]
['рел1ил1ибахин', 1]
['къоралъирди', 1]
['рел1ил1идуре', 1]
['ит1укулалъибах', 1]
['бехьобда', 1]
['гьац1алгьач1вадуб', 1]
['джалали', 1]
['т1ук1ил1е', 1]
['ищду-инл1и', 1]
['милъич1гьек1ва', 1]
['байбихьилилда', 1]
['отускалъилар', 1]
['отпускалъид', 1]
['этав', 1]
['кьогьилдубугу', 1]
['кьогьалда', 1]
['кьугьаликьивах', 1]
['ворошиловский', 1]
['стрелок', 1]
['мнънагрудной', 1]
['значок', 1]
['арахъивал', 1]
['къел1и', 1]
['рогьун', 1]
['делолъила', 1]
['вуъа', 1]
['полк', 1]
['расформировать', 1]
['власовщуд', 1]
['пе', 1]
['сдаватьла', 1]
['пилинлъибахла', 1]
['дадащулар', 1]
['гъардивохху', 1]
['гьегиссе', 1]
['гъардибеххуч1и', 1]
['к1янц1идуб', 1]
['гигьедул', 1]
['рехьинлъил', 1]
['ищдудуб', 1]
['февраллъид', 1]
['к1к1умикьибах', 1]
['машинала', 1]
['г1адамадилуд-', 1]
['кекьини', 1]
['баг1абахегу', 1]
['пачалихъла', 1]
['бухъидегукьибах', 1]
['масакьи', 1]
['мац1ц1алдил', 1]
['хъалалъилар', 1]
['йиэх', 1]
['ц1ц1ещуд', 1]
['г1ободиравщуд', 1]
['кумакла', 1]
['йехьвехин', 1]
['к1янц1идуйла', 1]
['йиай', 1]
['къамедала', 1]
['йаг1ех', 1]
['мисибахе', 1]
['азанат', 1]
['кьех', 1]
['набибилуй', 1]
['гьордуй', 1]
['йик1ве', 1]
['йиккудак1агьир', 1]
['гьолъил-лар', 1]
['кекьиникьибах', 1]
['туснахълъинди', 1]
['т1амехин', 1]
['ракъудла', 1]
['макосел', 1]
['макоси', 1]
['азбарлъини', 1]
['гьещдаг', 1]
['хъалалъинди', 1]
['гьиниарахъиба', 1]
['къ', 1]
['мисирил', 1]
['гьоб-б-къола', 1]
['елъехегьир', 1]
['кекьучик1уни', 1]
['азанаткьидуй', 1]
['мнъкекьибахегу', 1]
['инлъидлар', 1]
['инлъия', 1]
['гьойла', 1]
['елач1ини', 1]
['кекьич1ини', 1]
['лъодик1уни', 1]
['кекьуб', 1]
['гьобкьи', 1]
['вуддилъид', 1]
['отказ', 1]
['этехегу', 1]
['къаме-ч1амеда', 1]
['бехуб', 1]
['этеду', 1]
['йик1-йик1вари', 1]
['инлъилаги', 1]
['инл1и-гьакьу', 1]
['зобилъила', 1]
['къамеду', 1]
['дадал', 1]
['гьощуй', 1]
['йахъинехегугьир', 1]
['дий', 1]
['кьонич1ибахин', 1]
['главное', 1]
['удивительный', 1]
['обращать', 1]
['ц1елирилар', 1]
['классич1уб', 1]
['ч1иду', 1]
['гьедассолибах', 1]
['зах1матуб', 1]
['инл1идуб', 1]
['бел1ич1уб', 1]
['г1аданщув', 1]
['учитель', 1]
['байбихьилукъола', 1]
['ушкуллъил', 1]
['бел1идув', 1]
['бел1ув', 1]
['школалъохла', 1]
['ц1едукъола', 1]
['гьанк1у', 1]
['ц1еда', 1]
['представить', 1]
['каласслъилагиба', 1]
['рихьидуре', 1]
['переъ', 1]
['белъедулъила', 1]
['рихьидукъола', 1]
['гьинк1ябелугьар', 1]
['малъиледу', 1]
['ищалгьаку', 1]
['текстлъил1и', 1]
['мг', 1]
['основний', 1]
['эбк1ола', 1]
['ц1ц1едубугу', 1]
['бухъеду', 1]
['вудуд', 1]
['вубдала', 1]
['биг1алибахх', 1]
['дарслъилар', 1]
['масидебк1олалъина', 1]
['биг1ач1ибаххин', 1]
['учительдилубал', 1]
['г1орусибе', 1]
['ищий', 1]
['вулъиба', 1]
['биг1ач1убк1ола', 1]
['стараниелъила', 1]
['къиматиби', 1]
['рилъиду', 1]
['класслъил', 1]
['экзамен', 1]
['бихьидукъола', 1]
['гьалмагъ', 1]
['текст', 1]
['биг1алуб', 1]
['аъмасидукъола', 1]
['кьонеххин', 1]
['хьимида', 1]
['ехида', 1]
['йик1удуй', 1]
['дибал', 1]
['ц1ондуб', 1]
['масидекьибаххин', 1]
['гьабссаг1алал', 1]
['бихьида', 1]
['бук1абкъола', 1]
['гигьубда', 1]
['ошибкадил', 1]
['кьонех', 1]
['еххи', 1]
['д', 1]
['дилъа', 1]
['положительный', 1]
['къиматла', 1]
['билъохх', 1]
['класслъиларла', 1]
['къаг1идалъина', 1]
['заманалъидла', 1]
['баг1идубе', 1]
['биг1аледу', 1]
['масабахин', 1]
['м-мъ', 1]
['булаткьохин', 1]
['хулиган', 1]
['вудищу', 1]
['къусулех', 1]
['вуру', 1]
['гьегиба', 1]
['ущдили', 1]
['дарслъила', 1]
['ущдилубкъола', 1]
['яххех', 1]
['лъодик1унда', 1]
['ущдилуб', 1]
['к1у-', 1]
['вудивкьи', 1]
['вудивги', 1]
['хулиганщуд', 1]
['волали', 1]
['гиндакьи', 1]
['учительницалъид', 1]
['т1арт1але', 1]
['ялъи', 1]
['ущдилув', 1]
['гигьич1икьибахх', 1]
['кекьеду', 1]
['мац1илъид', 1]
['малъилуб', 1]
['дик1ин', 1]
['себилел', 1]
['ялъехин', 1]
['директур', 1]
['хизри', 1]
['учительницалъилар', 1]
['масаб-кьи', 1]
['т1арт1али', 1]
['масач1икьибахх', 1]
['гигьич1икьох', 1]
['чубикьилъина', 1]
['вущлъилар', 1]
['кекьубкьи', 1]
['бигьибахх', 1]
['баг1ул1и', 1]
['хъатул', 1]
['эголи', 1]
['кекьубкьивахх', 1]
['булатид', 1]
['малълъилибахх', 1]
['бук1еникьи', 1]
['гьощдуб-бе', 1]
['каласслъилал', 1]
['гигьидубкъолал', 1]
['осетинади', 1]
['к1к1ирегьир', 1]
['каласслъила', 1]
['гьокул', 1]
['ц1акъубе', 1]
['учительдилула', 1]
['г1орусадилубе', 1]
['специалисты', 1]
['ищдубехьянлъина', 1]
['дагъистанлъилар', 1]
['гьанибадал1и', 1]
['т1укилал', 1]
['ъуъ', 1]
['мац1ц1илъил1е', 1]
['фельдшерла', 1]
['гьакус', 1]
['нормальни', 1]
['биг1ач1ина', 1]
['постепенно', 1]
['подражать', 1]
['ц1еду', 1]
['телевидение', 1]
['та', 1]
['самое', 1]
['радио', 1]
['телефон', 1]
['подобное', 1]
['информация', 1]
['хъочибала', 1]
['гьадалил', 1]
['гьелил', 1]
['мигъич1ибахх', 1]
['кинолъилар', 1]
['г1ажаибис', 1]
['вудибкъолалъила', 1]
['сохранить', 1]
['гигьибаххе', 1]
['эгурегил', 1]
['математикалъил1е', 1]
['геометриялъил1е', 1]
['физикал1е', 1]
['химиял1е', 1]
['теоремади', 1]
['рук1удак1а', 1]
['лъабикъинду', 1]
['тренировка', 1]
['памятлъа', 1]
['памятьлъила', 1]
['аъэ', 1]
['бехьваблъири', 1]
['культура', 1]
['традиция', 1]
['хуб', 1]
['биг1ич1убе', 1]
['г1абдаладилулъа', 1]
['ц1елаледу', 1]
['учительницадилулъа', 1]
['поколениелъила', 1]
['чувал-цевалщуч1', 1]
['цебе-цебе', 1]
['благодарный', 1]
['хъизанлъид', 1]
['ц1ц1еле', 1]
['йиабкъола', 1]
['инлъил1е', 1]
['гьарк1е', 1]
['рульираххин', 1]
['хъочилар', 1]
['кьане', 1]
['гигьач1уб', 1]
['инлъибакьибахх', 1]
['инлъилла', 1]
['гигьич1уб', 1]
['индуй', 1]
['классный', 1]
['рук', 1]
['гьолъилла', 1]
['бухьагьех', 1]
['мищдирагия', 1]
['гьакьу-бикьи', 1]
['пешком', 1]
['лъалургигьехин', 1]
['врачщугьар', 1]
['тохтирщугьарла', 1]
['проверкал', 1]
['гигьалибахин', 1]
['дарабадил', 1]
['келардалъила', 1]
['газетул1и', 1]
['кулокла', 1]
['кампитибил', 1]
['миц1ц1абдала', 1]
['елъел', 1]
['елъехин', 1]
['елъа', 1]
['гигьуй', 1]
['ималъич1ла', 1]
['мак1илуб', 1]
['къимат', 1]
['ил1ибеги', 1]
['бук1ук1алъина', 1]
['т1алабла', 1]
['гьолъилъа', 1]
['г1умрулъид', 1]
['г1аданлъилъа', 1]
['инлъич1иба', 1]
['рак1оч1ийа', 1]
['йиъидеч1икьибах', 1]
['мац1ц1идуб', 1]
['къо', 1]
['чувлъох', 1]
['къораг1абкьибахх', 1]
['учительницадилъибахх', 1]
['учительлъибахх', 1]
['т1абиг1ат', 1]
['бук1у-мигъири', 1]
['образец', 1]
['образцовые', 1]
['гьолъиба', 1]
['ролълъунабе', 1]
['ищилъал', 1]
['мъе', 1]
['средний', 1]
['школалъил', 1]
['буквально', 1]
['муаб', 1]
['дандилъибаххин', 1]
['выпускникдилуд', 1]
['мак1илудла', 1]
['эгубелуд', 1]
['вспоминать', 1]
['гидабук1а', 1]
['гигьабдукъола', 1]
['г1аза-г1азарил', 1]
['ц1оналибах', 1]
['саид', 1]
['амировщуд', 1]
['рак1ова', 1]
['ц1они', 1]
['гьовдагьан', 1]
['гьощулъал', 1]
['вудищдув', 1]
['вук1а-гьащдув', 1]
['вук1акьивах', 1]
['т1амох', 1]
['вук1ак1алъина', 1]
['учительнице', 1]
['туристдилуд', 1]
['там', 1]
['посещать', 1]
['есть', 1]
['первому', 1]
['учительницекьибах', 1]
['поколениел', 1]
['бищдил', 1]
['вудибдалъилар', 1]
['традициялъилар', 1]
['комунист', 1]
['партилъилар', 1]
['гьач1вабехьянлабел1ибах', 1]
['лъабикъиндулбелъибах', 1]
['цебидуб', 1]
['зобилъилар', 1]
['кьубдан', 1]
['общественник', 1]
['кьубда', 1]
['халкълъил', 1]
['жамаг1атлъил', 1]
['халкълъилда', 1]
['гидув', 1]
['т1адмигъи', 1]
['кельамигъил1и', 1]
['экъола', 1]
['ракьи', 1]
['рук1убаххин', 1]
['кот1илуб', 1]
['заманал', 1]
['завферма', 1]
['вах1ид', 1]
['таг1ач1ибаххин', 1]
['кекьибесала', 1]
['бехубахх', 1]
['таг1абахх', 1]
['вохьохегу', 1]
['кекьирихъ', 1]
['чук1ундахъ', 1]
['гигьаскьи', 1]
['ургъида', 1]
['заманалъилагибахх', 1]
['цещу', 1]
['дибирасулавщув', 1]
['х1ос', 1]
['саг', 1]
['сагитид', 1]
['гьаркъалаларла', 1]
['муубахх', 1]
['кьогьилик1алъин', 1]
['лъебираххин', 1]
['может', 1]
['быть', 1]
['ригьел1ир', 1]
['реххвас', 1]
['вудирекьирахх', 1]
['одобрятла', 1]
['патронла', 1]
['бигьоххин', 1]
['сагит', 1]
['вуас', 1]
['кьогьиледукьибахх', 1]
['бигьохх', 1]
['вол1идукъола', 1]
['итарк1ув', 1]
['живла', 1]
['вохьасинда', 1]
['дук1ин', 1]
['сарукьивохх', 1]
['вудищугьарла', 1]
['гьимъарила', 1]
['цеб-к1кек1ки', 1]
['микъал1ил', 1]
['гьегуба', 1]
['рессибах', 1]
['бук1убахх', 1]
['гьайл', 1]
['хьойл', 1]
['фермалъини', 1]
['рук1убахх', 1]
['керинди', 1]
['рук1уда', 1]
['хъит1илулар', 1]
['кьогьилел', 1]
['кьогьилибахх', 1]
['гьедассолибаххин', 1]
['залъ', 1]
['залъуда', 1]
['анссалъеду', 1]
['вулугура', 1]
['г1анзилал1е', 1]
['рехьул1е', 1]
['рук1укъола', 1]
['ригьела', 1]
['г1анзилал', 1]
['беххи', 1]
['гьарч1ч1у-конулъихъ', 1]
['рехьола', 1]
['нинчи', 1]
['рагьадибалъи', 1]
['придсидатель', 1]
['колхозлъи', 1]
['мук1ув', 1]
['илулар', 1]
['ах1уда', 1]
['эчикьох', 1]
['вохья-', 1]
['вабабай', 1]
['гьовда', 1]
['вуач1уб', 1]
['вудид-кьи', 1]
['диндиги', 1]
['ихьвахъирла', 1]
['минчи', 1]
['гьинк1я-ялъибахх', 1]
['гьац1а-гьац1а', 1]
['десит', 1]
['рублей', 1]
['премиял', 1]
['дибирасулащув', 1]
['сагитщуд', 1]
['секритарь', 1]
['партил1илар', 1]
